,Y_real
5548,1
4130,0
6562,1
305,0
433,1
3598,1
3970,1
168,0
2815,1
714,0
5540,0
457,0
953,0
3515,1
1543,0
7212,0
7439,1
3189,1
1552,1
4532,0
7872,0
1250,0
1416,0
1174,0
4204,0
6347,0
7561,0
4468,0
6029,1
6151,0
5168,1
3623,1
950,0
7332,1
1886,0
166,1
4455,0
4707,0
5865,0
6643,1
7221,1
2270,1
156,1
7925,1
5881,0
8812,0
3017,1
297,0
6356,0
7701,0
759,0
1774,0
4417,1
5566,1
6925,1
5622,1
323,0
8014,1
1536,1
1263,0
8208,0
3706,0
2246,0
2051,0
8356,0
8699,1
2726,0
5666,1
3931,0
82,0
2893,1
3797,0
4938,0
5715,1
1206,1
2439,1
4315,1
6149,1
4295,1
636,1
7401,1
1127,1
6228,1
2453,1
1682,1
8161,0
2970,0
7660,0
2484,0
5744,0
1788,0
4392,1
4753,0
2891,0
4241,0
8120,0
5188,0
3311,1
5319,1
2295,0
7076,0
4359,1
733,0
4305,0
3030,1
8505,1
8712,0
1619,0
2305,0
8486,0
8285,1
8429,1
5478,0
4492,0
8652,0
1104,1
8174,1
8034,1
7361,0
3126,0
6576,0
8615,1
1946,0
259,1
1443,0
5866,0
8727,1
6667,0
226,0
1115,0
7313,0
7533,0
3830,1
2225,0
5448,0
1820,0
6555,0
8428,0
1420,1
8183,1
197,0
3143,1
3279,0
8154,1
871,1
4439,1
8322,0
1545,0
7618,0
3264,0
8530,1
1883,0
279,0
2083,1
2767,0
2335,1
8753,0
7016,0
6872,0
4533,0
2495,0
8861,1
1782,1
6153,0
2345,0
5506,0
6567,1
7886,1
1078,0
2700,1
8686,0
523,0
1132,1
2650,1
1024,1
2957,0
7981,0
8966,1
3374,1
5125,0
3377,1
6896,1
7512,0
4267,1
7181,1
926,0
2632,0
2433,0
610,0
658,1
2266,0
2805,1
1475,0
494,0
1532,0
1461,1
5301,1
676,1
5475,0
2267,1
7248,0
5882,0
7548,1
548,1
4288,0
115,0
3118,1
5796,1
7120,1
2033,0
4225,0
5346,1
3509,1
2156,0
239,0
8325,1
2520,0
3996,0
34,1
2684,1
2945,0
2012,0
5801,0
149,0
101,1
7014,1
6759,1
4460,0
8270,1
717,0
1516,0
364,0
6814,1
8098,1
5197,0
6036,0
6959,1
325,0
4312,0
1875,0
6114,1
7324,1
7445,0
4970,0
7683,1
4159,0
4394,1
702,0
4280,0
6117,0
3376,1
3727,0
4485,0
5334,0
185,0
8982,0
3586,0
8764,0
3815,1
6982,0
3793,1
6126,1
6665,0
5762,1
2978,1
8126,0
3021,0
5887,1
7479,0
8683,0
5513,0
3320,0
4740,0
8738,0
5628,0
5408,1
5122,0
4536,0
928,1
507,0
1801,1
8941,0
5432,0
8124,1
5422,1
1449,0
465,1
8756,1
3730,1
7129,0
8837,1
7464,1
6052,1
1042,1
6646,1
3713,1
7176,1
4616,1
7822,0
1548,0
1347,1
3378,0
2197,1
5594,0
8600,0
3372,1
874,0
1991,0
8434,0
5080,0
7881,1
2833,0
6718,1
938,1
112,0
5707,1
2129,0
2479,0
4834,1
4189,0
1151,0
386,0
5357,0
2959,0
4265,0
4426,0
2749,0
3371,0
795,0
7575,1
3932,1
6829,1
2523,1
7427,1
7805,0
2511,1
8597,1
791,1
1318,0
6027,0
198,0
4619,1
6557,1
2193,1
1251,0
8795,0
533,0
3295,0
3802,0
5839,0
3872,0
4704,0
8697,0
2919,1
1249,1
528,0
1287,0
4735,1
8290,1
6550,0
8104,1
4768,0
6809,1
5259,0
3111,1
6969,1
4152,0
1613,0
2881,0
5449,1
298,0
7083,1
6020,0
2063,0
6400,0
2257,1
7718,1
1727,1
5479,0
2443,0
588,0
4387,0
6911,0
377,1
5027,1
5820,0
5745,1
7400,1
5152,0
3635,0
3916,1
1870,0
2405,1
3099,1
5253,1
3951,1
3314,1
263,0
4603,0
6841,0
8080,1
284,0
4720,1
8805,0
242,1
240,1
594,1
4076,0
4368,1
2118,1
8744,0
1313,1
3421,1
6008,1
8246,0
1480,0
4918,1
6207,1
5361,0
5088,0
3191,0
3729,0
6525,1
8948,1
4148,0
8571,0
8362,1
3012,0
245,1
6488,0
6243,1
8556,1
6131,0
5237,0
6554,1
8053,0
8009,1
2278,0
4294,1
1571,1
209,0
3270,1
8993,0
3999,1
7050,0
7283,0
2361,0
2101,0
7345,1
3005,0
7339,0
2901,0
2600,0
5063,1
4310,1
681,0
4971,0
1101,0
2301,0
8094,1
6693,1
7089,1
8265,1
5018,1
6045,0
1026,0
1327,1
6419,1
1369,1
1893,0
1716,0
8576,0
6499,0
8137,0
7335,0
1970,1
2738,1
8361,0
8295,1
8595,0
6577,1
6854,1
4648,1
3116,0
6193,1
8636,0
6062,0
6118,1
4153,0
3728,1
1349,1
153,1
7251,0
8926,0
1166,1
3169,1
7657,1
766,0
8588,0
5369,1
7908,0
3563,1
5827,0
1899,1
7775,1
174,1
603,0
7717,1
577,0
6106,0
100,0
2921,0
4771,1
1852,1
3151,1
4084,0
710,0
1604,1
6559,1
3491,0
2117,1
4967,0
4775,0
3607,0
2214,0
8145,0
2395,1
6621,0
6185,1
8883,1
6145,1
616,0
8391,1
8455,0
1431,1
2200,1
7892,0
8288,0
8340,0
2252,0
7437,0
55,0
4685,0
7503,1
21,0
1544,0
1599,0
8368,0
3912,1
6640,0
5767,1
4108,0
2315,0
8503,1
8627,1
39,0
1553,0
1642,0
5874,0
6999,1
4080,1
7912,0
5904,0
3869,1
6984,1
6545,0
5728,0
3265,1
1258,0
2415,1
4350,1
3245,1
3221,0
8557,1
4759,0
5023,0
5308,1
4049,0
5375,0
2300,1
4424,1
2799,0
4347,0
5407,0
6735,1
72,1
3445,1
4082,0
2760,1
2857,0
8002,1
7868,0
1935,0
3837,0
6533,0
7284,1
5859,1
1620,0
1384,0
2082,0
8251,0
3008,0
5556,1
3465,0
6849,0
8539,1
4304,0
542,0
768,0
4168,0
2512,0
7457,1
3940,1
7103,0
5191,0
4017,1
128,1
1428,0
4018,0
8462,1
6414,1
824,0
7737,1
4872,0
8448,0
8842,1
5608,1
4031,1
7563,0
5895,1
2522,0
2904,0
4118,1
8819,1
1305,0
214,1
5560,0
7059,0
6016,0
3240,1
8888,0
5134,1
4508,1
1964,0
7031,1
2848,1
2861,0
3604,0
2224,0
6983,0
7428,1
7724,1
6474,0
3958,0
4750,0
6267,1
4580,0
6816,0
6263,0
3531,1
6581,0
708,1
2714,1
1306,0
2469,0
5336,1
6082,0
3847,0
7505,0
915,1
7268,1
23,0
2067,1
722,0
196,1
2296,0
7229,0
4806,1
1366,0
4248,1
5070,1
5822,0
7680,1
8323,0
7982,1
8266,0
1045,0
4855,1
866,0
6209,0
5980,1
8025,0
2152,0
7891,0
6530,0
4340,0
6906,1
1175,0
1764,0
661,0
5089,1
5239,1
7597,1
8437,0
1549,0
2771,0
1027,0
2619,0
6166,1
800,1
7974,1
2365,0
7916,0
1892,0
6090,0
2059,1
3674,1
8063,1
4899,0
6301,1
850,1
7747,0
6571,1
6998,0
2115,1
8010,1
5282,0
5234,0
1339,0
5869,1
3542,1
1217,0
3618,0
2125,0
6377,0
5689,0
3217,0
8832,1
6317,0
5130,1
6898,0
1409,0
7509,0
6230,0
6802,0
255,0
3454,0
1159,1
8153,1
4649,0
4947,1
3857,1
1424,0
3034,1
1103,0
8386,0
2626,0
4473,1
3037,1
7202,0
2078,0
6104,1
5524,0
1444,0
4977,0
2185,0
8371,0
74,1
7654,1
3745,0
188,0
6078,0
5758,0
7121,0
6139,1
8221,1
8139,1
4762,0
7545,1
5982,1
3057,0
2112,0
6891,1
8951,0
7804,1
2753,0
1865,0
8518,1
2124,0
6670,0
1462,0
6370,1
4703,1
415,0
1566,1
1861,0
3404,0
613,0
643,0
5062,0
277,1
2630,0
3983,0
230,1
894,0
8069,0
1155,0
348,1
4607,0
8263,0
8504,0
6859,0
7687,0
4630,1
4197,1
2466,1
3934,1
4103,1
57,0
4545,0
7808,0
7959,0
893,1
2181,1
4798,0
1383,0
4129,1
8414,0
7930,1
7344,0
6612,0
2470,1
1689,0
6010,0
3632,0
3056,1
2058,1
991,1
7124,1
1768,0
8403,0
7566,0
7674,0
8521,0
6172,0
7233,0
6482,1
7210,0
7946,0
359,0
7814,0
3435,0
6757,0
5158,0
7328,0
6515,0
4406,1
4904,1
6157,1
5950,0
8476,1
8217,0
5530,1
4634,1
543,0
3854,0
8488,0
5510,1
1836,0
975,0
8908,1
7880,1
4939,1
3776,1
5938,0
6156,1
212,0
4019,1
8991,0
7481,1
8159,0
5207,1
3287,0
5254,1
8703,0
5108,0
7923,1
7342,1
6614,0
4289,0
6676,0
3412,1
283,0
2364,0
5074,1
3917,1
173,0
3266,1
8794,1
3312,1
7442,1
6340,1
3994,1
1680,0
8554,1
779,1
3591,1
7941,0
6507,1
2072,0
4694,0
4881,1
7809,1
6038,1
5835,0
3274,0
6361,0
3518,1
2519,1
8910,1
2414,1
1015,0
3159,1
6086,0
1144,0
1947,1
3019,0
6138,1
7825,0
8037,0
5816,1
805,0
3559,1
1232,0
6652,0
8237,1
3360,0
3090,0
3134,1
1165,0
427,0
8337,0
6546,1
5116,1
887,0
1595,0
6496,1
3405,0
8247,0
7135,0
6800,0
4558,1
5076,0
5660,0
3742,0
4923,1
7569,0
2993,0
555,0
5601,0
7249,0
909,0
5488,1
3947,1
6494,0
2615,0
2642,1
2226,1
3716,1
5595,1
2808,1
4570,0
2332,1
5572,0
6933,1
3685,0
920,0
1242,0
4165,0
4390,1
5953,0
6213,0
5547,0
3002,0
3487,1
1659,0
3284,1
3364,1
1898,1
3617,0
2506,0
3272,0
5067,1
7019,1
957,0
8076,0
2048,0
2097,1
8880,1
2436,0
2952,0
2823,0
437,0
3627,0
6881,1
4765,1
2979,0
7992,1
3619,0
8032,0
5300,1
2652,0
2791,1
5788,1
8954,0
3884,1
8133,1
7113,1
884,0
2034,1
235,0
3905,1
482,0
6993,1
7215,1
1281,1
4150,1
7988,1
2965,0
3483,1
7858,0
3523,0
3000,0
7782,1
3229,1
7211,0
2264,0
7719,0
4943,0
7931,1
7152,0
8622,1
1398,0
5477,1
727,1
1494,1
793,0
8257,1
2128,0
5819,1
3768,0
2953,0
4922,0
7564,1
7558,1
4380,1
7834,0
1325,1
4906,1
1700,1
8007,1
355,0
3858,1
2096,0
1709,1
917,0
7498,1
6076,1
2022,0
8181,0
4287,1
6502,0
3078,1
4726,1
7878,1
2713,0
1785,1
7426,1
8096,1
7162,1
7331,1
7879,1
7366,0
8121,1
46,1
3798,0
2794,0
6771,0
6786,1
7774,1
1623,0
1511,0
3701,1
3514,1
967,0
4120,1
789,0
5972,0
1823,1
4979,1
3878,0
7403,1
4422,0
7546,0
8106,1
7918,0
4036,1
5779,0
3655,0
2437,1
862,1
7408,1
2608,0
5504,0
7005,0
4176,1
6345,0
6205,0
6535,0
1261,0
4081,0
8762,1
868,1
3953,1
5045,1
1560,0
972,0
8110,0
3828,0
8777,0
7160,1
5105,1
6019,1
4538,1
2032,0
4299,0
3520,1
3038,0
7356,1
5200,0
4069,1
532,0
3199,1
6520,0
7106,1
2655,0
8515,0
6171,0
6013,0
932,1
7607,1
1406,1
8454,0
5626,1
5769,1
8751,1
83,0
300,0
1787,0
8851,0
870,1
6452,0
576,0
5389,0
424,0
2321,0
8282,0
7262,0
95,0
4566,0
2121,0
3633,0
327,0
5585,0
123,0
64,0
586,0
7983,1
8688,1
6296,1
6316,1
8316,1
6503,0
4714,1
2161,0
2138,0
2340,0
2164,0
3438,1
340,1
1095,0
657,0
109,0
3681,0
737,0
8986,0
4484,0
2744,1
2888,0
3653,1
7139,0
4577,0
7462,1
8066,0
8166,1
5107,1
8469,1
131,0
1974,0
3331,0
4696,1
4385,0
4565,0
4415,0
7824,0
994,1
3426,0
6606,0
8212,0
1208,0
3774,0
8465,1
5704,0
1072,0
3757,1
16,0
1456,0
1017,1
7615,0
8685,1
2750,0
2810,1
2779,0
7161,1
4521,0
5958,1
859,0
8971,1
2568,0
1794,0
1332,0
3349,1
6470,0
5655,1
3956,0
3075,1
2941,1
5737,1
3687,0
5927,0
8634,1
4993,1
770,0
5417,1
8914,0
8825,1
8260,0
8033,1
6108,0
6397,1
2939,0
6034,1
6619,0
8614,1
1419,1
2251,0
7970,1
4983,0
7128,0
4298,1
208,0
5386,0
2,0
1386,0
593,0
5610,0
4664,0
3100,0
1496,0
7385,0
1931,1
4512,1
7134,0
6344,1
7935,0
4020,0
2679,0
8754,1
6727,0
5203,1
3976,0
561,0
6917,1
3640,0
6467,0
2784,0
1674,0
3499,0
4598,1
7691,0
1843,1
558,0
2429,0
3041,0
2205,0
6586,1
4425,1
1365,0
4583,0
389,1
1189,0
654,1
2628,0
5901,1
7547,1
7077,1
2582,0
3281,1
1472,0
7643,1
2821,1
3239,0
8243,1
5578,1
6362,0
2031,0
3936,0
7055,1
5416,1
6894,0
8934,1
5065,1
3305,0
7452,0
2636,0
5967,0
8226,1
8722,0
5005,0
1212,0
3303,0
5501,0
5592,1
372,0
7631,0
4888,1
8089,0
455,1
5754,1
969,0
5367,0
1857,0
6328,1
6755,1
515,0
4376,0
628,0
6594,1
2307,1
2604,1
1491,1
3082,0
8678,0
5302,1
6527,0
150,0
2235,0
4226,0
6867,0
4500,0
5075,1
8136,0
2595,0
374,1
103,0
6951,1
8890,0
1879,1
947,1
620,0
4808,0
4087,0
3492,1
6441,1
215,0
6838,1
2088,0
7017,0
4384,0
7280,0
2530,0
125,1
5764,1
5657,0
7109,1
5534,0
6744,0
5086,1
228,0
2289,0
747,0
807,0
4206,1
8612,1
1664,0
3502,1
5418,0
6225,1
6565,1
6261,1
1473,0
3317,1
7986,0
4669,0
5332,0
2056,0
5946,1
8502,1
8115,1
609,0
8160,1
7606,1
3777,1
6916,0
6628,0
7894,0
3773,0
274,0
5696,1
7833,1
6407,0
1957,1
8190,0
8432,1
2271,1
4991,1
2937,0
5831,1
354,1
720,1
3129,0
218,1
2809,0
5295,1
7722,1
1778,0
2459,1
8829,1
6125,1
8737,0
2507,0
4012,1
5220,0
7529,1
5451,1
8680,1
7365,1
7993,0
3130,0
7474,0
1225,1
1522,1
5309,1
3358,1
6068,1
638,1
4662,1
4819,0
2175,0
4328,0
1797,0
3764,1
2877,1
5598,0
8720,1
8232,0
799,0
662,0
1145,0
6763,0
4146,1
3045,0
1238,0
3003,0
6828,0
8191,0
8559,0
8834,0
2053,1
3457,1
7924,0
3195,1
6955,1
4432,1
2852,0
8528,0
8551,0
6119,1
4912,1
6866,1
425,0
7235,0
3732,0
2844,1
2207,0
2724,0
5083,0
6877,1
7374,1
5806,0
1150,0
3114,0
3098,0
7390,0
7945,1
8631,1
1904,1
4639,0
1468,0
5700,0
3332,1
6483,0
2855,0
649,0
3601,1
2838,1
5515,0
6953,1
7097,0
2973,1
6637,0
7114,0
8312,0
8827,0
1914,1
8271,0
2786,0
3759,0
5847,1
498,0
7856,1
5193,0
1062,0
529,0
1956,0
3861,0
6067,0
2734,0
3058,1
7409,0
4441,0
3241,1
2742,0
8230,0
62,0
5943,0
8674,0
6351,1
6399,0
4747,1
3926,1
1330,0
691,1
6201,1
1247,0
965,1
3711,1
6978,0
2013,1
4373,1
2874,1
4934,0
6070,0
3156,1
6436,1
8103,0
8645,0
4223,1
227,0
4253,0
4635,1
1147,0
5126,0
1565,1
6956,0
7864,0
8957,0
8341,1
4200,0
7895,1
3379,1
3544,1
167,0
471,1
3044,0
5155,1
2342,1
8021,1
508,1
2040,0
6710,1
3673,0
2526,0
8905,0
8846,0
5047,0
2390,0
2915,0
6226,1
444,0
7994,1
7095,1
740,0
3915,1
2309,0
6862,1
4596,1
1334,0
1307,0
2638,0
2712,0
696,0
4449,1
489,0
1209,0
8331,1
4506,0
6765,1
1219,0
2287,1
162,0
5370,0
6540,1
7187,0
5409,1
4183,0
2860,0
1160,0
4434,0
414,1
5435,1
4335,0
2199,1
8051,0
2644,0
155,1
3717,0
2456,1
7209,0
3845,0
380,0
8039,1
3524,0
1951,0
2759,0
839,0
1867,1
2958,1
3552,0
244,1
1379,0
1897,0
1936,0
1459,0
1079,0
703,0
4164,1
2196,1
690,1
527,1
2468,0
8355,0
7363,0
4374,1
1819,1
8298,0
5961,1
3390,0
1131,0
320,0
5741,0
4613,0
5270,1
5563,1
4028,0
7968,0
6058,0
5245,0
7749,1
3588,1
6781,0
927,0
2183,0
2374,0
861,1
5868,0
6293,1
8390,1
4756,1
4654,0
3053,1
6135,0
6657,1
6337,0
4543,0
4325,1
5535,1
7422,0
4803,0
6706,1
6456,0
5401,1
5037,0
3407,0
6794,1
5541,0
4623,1
8019,0
5467,1
2487,0
4902,1
2304,0
1048,1
7352,0
3998,1
4364,1
1429,0
6777,0
8811,1
2900,0
2060,0
7399,1
6596,1
2554,0
2382,1
6087,0
2417,0
5554,1
271,0
4418,0
1796,1
612,0
3612,1
4745,1
8348,0
1357,0
7188,0
3381,1
5161,1
7621,0
6871,1
4123,1
8903,0
4769,0
7010,1
2254,0
7869,1
8198,0
6491,1
4978,1
7942,1
7799,1
568,0
2055,0
6084,0
7173,0
8239,0
1191,1
4198,1
4865,0
6930,1
8453,1
7101,1
6481,0
2813,0
1608,0
110,0
4850,1
4258,1
7510,0
842,0
7444,0
1172,0
557,0
3183,1
2924,1
5326,0
738,0
3751,1
1933,0
8797,1
2017,0
3534,0
940,0
5157,1
442,0
3001,1
5258,1
5876,0
2126,1
1111,0
3638,1
7704,1
2074,1
1749,1
6287,0
7267,1
5604,0
7656,0
1085,0
4994,0
8978,1
1082,0
5971,0
4549,0
4663,0
6526,1
8705,1
2089,0
6922,1
605,0
1492,1
5665,0
3804,1
5019,1
4074,0
3676,0
1976,0
3907,1
3113,1
3946,0
8182,0
7255,0
4535,0
5810,1
2697,1
2160,1
1014,1
5512,1
6169,0
6752,1
4807,0
7350,0
902,0
5439,1
1342,1
3898,1
1786,0
15,1
1809,0
4513,1
3583,1
8717,1
5877,1
5093,0
7652,0
5050,0
4812,1
4928,0
5415,1
7695,0
1018,0
4395,0
6600,0
1667,1
2982,0
8435,1
6212,1
1668,0
1385,0
7610,0
5039,0
5949,1
4523,1
6518,0
5261,1
2004,0
6102,1
1683,0
3336,1
7840,0
5132,1
5924,1
6312,1
963,1
8105,0
8111,1
1769,0
1223,1
7156,1
5385,1
7277,0
1158,0
4516,0
6451,1
7460,0
8537,1
7327,1
5836,0
6122,0
6538,1
8935,1
7087,0
7048,1
8038,1
6023,1
7562,1
8067,1
4429,0
2182,1
3150,0
7205,1
8417,0
4614,1
7028,1
7341,1
8381,1
4246,1
2290,0
2583,0
2689,1
6101,0
7110,0
694,0
5436,0
2680,0
341,0
3210,0
8665,1
7487,0
3006,0
8426,1
7943,0
7707,0
7362,0
6812,0
6271,1
7572,1
2079,0
2503,0
7917,1
6061,0
6913,1
4718,1
3223,0
5573,1
2166,1
7922,0
559,0
2174,1
1118,0
8915,1
5252,1
219,0
4281,1
3463,1
1839,0
648,1
1314,0
1504,0
4687,0
4022,0
8068,1
203,0
2046,0
8490,1
393,0
2173,1
4070,1
5189,0
195,0
7435,1
4795,0
1687,1
5783,0
3162,0
7319,0
1437,0
2669,0
3452,0
5910,0
3318,1
1453,0
3937,1
124,0
5751,1
2454,0
8706,0
6338,0
2692,1
8328,1
4044,1
5410,0
6406,0
7740,0
3780,0
3277,0
4828,1
8881,0
4030,1
1012,0
6936,0
6412,1
1702,1
1001,0
151,1
2789,0
8548,0
7867,1
8377,1
3971,0
3834,0
7056,0
578,0
4254,0
288,0
6548,0
6050,0
8054,0
7147,1
3023,0
7271,0
1526,0
4255,1
4779,0
6785,0
3286,0
4544,0
3362,0
391,0
132,0
5342,1
7240,0
752,0
1192,0
1259,1
1264,0
4322,0
3939,0
7127,0
1099,0
2985,0
77,0
7966,0
5724,0
6750,1
8157,0
8989,1
554,0
1921,0
1998,0
8947,1
1134,1
8787,0
1969,0
4249,0
8802,0
7511,0
2811,1
8632,1
4727,0
8666,1
8621,1
8838,1
841,1
880,0
6742,0
2141,1
5668,1
4319,1
1808,1
3952,0
3335,0
775,0
5242,1
4357,0
6773,0
6179,0
2535,1
353,0
3035,0
3631,0
7829,0
852,0
8335,0
2157,0
7712,0
6278,0
6184,1
3744,0
5853,0
2402,0
4105,1
6262,0
7967,1
3243,1
995,1
6593,1
6514,0
2617,0
6962,1
629,0
6003,0
6907,0
7836,0
441,0
8877,1
5576,1
5875,0
4147,1
8808,0
673,0
773,0
6313,0
6654,0
1417,0
7884,1
6028,1
25,0
2184,0
1911,0
5936,1
1493,1
5603,1
7465,0
4444,1
4606,0
4194,0
4676,0
2548,1
7407,0
3839,0
4645,0
8816,1
7420,1
8400,1
3877,1
1842,0
7815,0
2341,0
8558,0
5349,0
5662,0
7549,0
3602,0
3767,1
1194,0
86,0
552,1
287,1
5840,1
8739,0
6081,0
6694,0
2625,0
7713,0
1841,0
3373,1
5923,0
8384,0
4954,1
116,0
1226,0
4667,1
7346,0
1478,0
7887,1
4151,1
3269,0
6357,1
1243,0
2449,0
7689,0
6699,0
6007,0
811,0
7776,1
3460,1
5588,1
4027,1
1525,0
7015,1
4746,1
6558,0
7169,0
8224,1
5092,1
551,0
3127,1
1130,1
5809,1
8798,0
1827,1
8077,1
2172,1
1454,0
2983,0
5285,0
6523,0
3697,0
3254,1
1679,0
2989,1
2394,0
5750,0
2998,0
598,0
1,0
6580,1
1755,0
2155,1
2715,0
4448,0
6980,0
2727,0
7700,1
6423,0
1148,0
1214,1
5205,1
7888,1
192,0
2646,0
304,0
7196,1
8809,1
6495,1
2516,0
8810,0
5255,1
8296,0
1136,0
3803,1
4697,1
2442,0
3089,0
564,0
583,0
7708,1
186,0
706,0
665,1
5912,0
1350,0
2795,0
1576,1
1653,0
3812,1
8752,1
456,1
3900,1
4629,1
268,0
4576,1
6806,1
2773,0
4410,1
7885,0
7928,0
6075,1
8800,0
2656,1
1973,0
626,0
1775,0
5147,1
387,0
8807,0
4488,1
2219,0
8637,0
6253,1
2241,0
6403,1
269,0
7391,1
2050,1
4362,1
6124,1
8817,0
6723,0
7289,1
1730,0
1076,0
3814,0
5447,0
3511,1
2907,1
3988,0
317,0
4553,1
1833,1
6037,0
526,1
383,1
4180,1
4942,0
7620,1
5446,1
4251,1
6032,1
1896,1
163,0
1181,0
780,0
1989,0
7603,0
4514,1
4466,0
2774,0
2537,0
505,0
8781,0
5558,0
5773,1
4628,0
4857,1
1066,0
476,0
1666,1
1348,1
8670,1
8379,1
7000,0
1153,1
4033,0
2842,0
140,0
2281,0
6669,1
1185,0
8003,1
7832,0
4477,1
3671,1
5232,1
4029,1
1888,0
3696,1
1149,0
4893,0
3147,0
6875,0
7764,0
2739,0
273,0
748,0
1324,1
4665,0
3112,0
644,0
4047,1
1300,0
3892,1
1744,0
5709,0
8397,0
8523,1
5717,1
575,0
3325,0
102,0
3920,0
4575,0
990,1
6664,0
4833,0
4232,0
3197,0
4999,0
3600,0
1940,0
2352,0
7413,1
8150,1
8891,0
8546,0
3902,1
4839,0
4171,1
4495,1
108,1
5121,1
7976,1
7893,1
4763,0
8129,0
5073,1
7911,1
3453,1
5605,1
8324,0
2360,0
7329,1
4709,1
996,0
5957,1
2853,0
7624,0
5431,0
5120,1
4110,1
4172,1
7525,1
3942,0
406,0
5393,0
396,0
7686,0
5009,0
8580,1
1285,1
6012,1
3683,0
3672,0
7581,0
1663,0
7414,1
7253,0
4377,0
5249,1
7739,1
1297,1
7875,0
2555,0
4,1
5964,0
1803,0
3300,1
48,0
127,0
7107,0
2211,1
5701,0
41,1
1269,0
1070,0
1354,0
8563,0
3816,1
3611,1
797,1
2339,1
6638,1
8510,1
4128,1
2757,1
7003,0
3248,0
3806,0
8979,1
4025,1
4000,1
1059,0
5582,1
1804,0
2578,0
6644,0
6918,1
7037,0
1505,0
7726,0
2702,1
4013,0
4122,0
7635,1
1932,0
2317,0
2974,1
5225,1
3226,0
8164,0
1753,0
2730,1
732,0
8626,1
8768,0
1573,1
4895,0
8774,0
6167,1
7828,0
5722,1
4964,1
5267,0
7616,0
5217,0
8004,0
2673,0
1644,0
7177,0
3578,0
3894,1
5897,0
3244,0
204,0
7416,0
7721,1
8642,0
302,0
189,1
177,0
1821,0
4884,1
419,0
4760,1
1412,0
847,1
5485,1
5891,1
8641,0
6458,1
1617,1
3177,1
560,0
647,0
7042,0
6405,0
3,0
5528,0
5321,1
2633,0
4218,1
495,0
7290,1
5150,0
735,0
973,0
8018,0
1530,0
5571,0
6437,0
4890,1
4342,0
2745,0
3718,0
5128,1
8594,0
7997,1
8823,1
299,0
7594,0
4879,1
8664,1
5981,1
2635,1
467,0
1321,0
3821,0
8440,0
423,0
5550,1
5404,1
1655,0
1071,0
4050,1
7613,1
4770,1
6484,1
1510,0
8532,1
346,1
5625,0
1482,0
5739,1
1722,0
8709,1
587,1
4463,0
3950,1
7706,1
5584,0
6018,0
6560,1
1638,0
2356,0
1873,0
1591,1
98,0
7630,0
6783,0
6659,1
4490,1
3184,0
7554,1
7851,0
8826,1
24,1
6224,0
6837,1
7627,0
2260,1
856,0
3973,0
147,0
4562,0
5748,1
5939,0
4605,0
8398,1
6497,1
1465,1
7218,1
2841,1
6741,0
3258,0
1567,0
2170,1
152,1
8180,1
60,0
3779,1
4336,1
2645,0
6827,1
6276,1
7732,0
7429,1
6957,0
3422,0
2897,0
5559,1
7423,0
