,P,Q,A
4355,6.620915446331484,1,0
998,4.8322581181931845,2,1
2192,20.705243055551847,0,0
3909,3.0163497097048557,2,0
5160,1.5583996929360717,2,0
4107,11.123284102934726,3,0
2001,10.18198563951664,1,0
6059,7.551018859781697,2,0
5648,-2.7186964249694707,1,0
1754,-1.8279344318094832,0,1
3249,3.2166140772493295,1,0
6973,2.7709826491825833,1,0
202,-2.8640997241276027,3,1
37,3.2288665985164404,2,1
4776,7.492247728193493,1,0
6662,15.590204784021195,1,0
3446,3.6731401898123743,2,0
7752,8.005081435038235,0,0
2934,-0.7178450808367987,0,0
1574,5.314588348967083,3,0
3659,0.42858911293525015,1,0
2404,1.6025185425686317,3,1
3668,0.8638371037575534,3,0
5461,1.0165721975306372,1,0
2883,9.605770149948103,1,0
8056,2.2124666761460774,0,0
3763,3.181444808470841,1,0
3389,9.213800103262978,0,0
5639,4.681588651795831,1,0
3967,11.1618476164741,1,0
924,6.619296751385686,0,0
1669,5.225012163023959,3,1
4005,5.681577420997392,0,0
5673,3.921631519820284,2,0
7485,13.021571337008512,2,0
477,1.8784114762942419,3,1
276,11.971904523441028,2,0
5307,3.87085869808798,2,0
331,14.64390840279646,2,0
8152,10.544076528805821,2,0
7490,7.717435910499281,3,0
4777,1.9468234722717688,2,0
1789,15.844717034051929,2,0
7743,2.353688044163018,2,0
5180,8.796207179983007,2,0
6745,1.0676809278593793,3,0
5162,25.160864021829703,2,0
5303,5.317340241512752,1,0
2570,13.796969839056253,1,1
1139,7.5074571347860255,2,1
1370,3.089534722616095,3,1
1961,4.5359812150681424,1,0
4840,11.561789669807657,3,0
3432,6.352240387956594,2,0
1828,2.009237463767476,3,0
6035,4.042613041068269,1,0
877,13.094479773773848,1,0
5240,5.779194779128902,1,0
145,7.594188928812063,1,0
6329,1.6709047865000566,1,0
5934,1.6921905555416514,1,0
8897,8.236376795691864,1,0
8782,-0.10304877360656817,2,0
8870,0.7069190993848005,1,0
194,7.546900681167372,2,1
3735,-1.4353180514651922,0,0
36,1.7831031345411572,3,1
4782,6.8622683339628265,1,0
8538,10.08499652774745,1,0
1372,3.7493669397990743,2,0
3792,8.466958338714571,2,0
5440,10.418759115713872,0,0
6863,4.562699167303619,1,0
1335,-4.066340299322163,3,1
8949,1.6249387731659568,1,0
3545,8.337439311679532,1,0
6427,5.7534714204462505,2,0
8901,1.5186756662526397,2,0
5522,4.289600026421027,2,0
2463,8.283041061641242,3,0
270,4.2087409461811225,3,1
2718,11.405547608245666,1,0
6401,-0.07086112622491436,0,0
3749,16.72857139758562,1,0
7601,3.186158845866373,0,0
6109,2.3977040526631788,3,0
5414,4.585076550292119,3,0
7629,3.7199681655297105,2,0
3644,10.86399491940725,0,0
1187,14.13280653942413,3,0
5551,9.33512382340067,1,0
4627,1.9599124588521306,1,0
3874,3.5501461984906273,0,0
1029,-0.9234375993812156,1,0
2961,9.75353163800662,0,0
5905,4.640039217606082,0,0
5178,2.5503559574140584,2,0
2216,2.1676308590294204,0,0
5548,3.8835614765675057,2,0
4130,3.9194436050517263,3,0
6562,9.370589020209206,1,0
305,3.523792721301632,2,1
433,11.15203300747745,1,0
3598,5.650711670198431,1,0
3970,2.3254716027690736,2,0
168,4.977652794250618,2,1
2815,12.455558688183714,2,1
714,3.3254045086061574,2,0
5540,3.854714492171656,0,0
457,0.1269739937604255,0,0
953,3.7635805420444193,2,1
3515,9.061591758815014,0,0
1543,-0.3030810960315877,1,0
7212,2.0123117275297204,3,0
7439,6.862317209285562,1,0
3189,13.966608225482279,2,0
1552,6.4109026226422205,1,0
4532,4.96290732787667,2,0
7872,-0.8869769504614093,1,0
1250,1.3983119776945294,2,1
1416,3.1396678821593746,0,0
1174,2.385198634725414,1,1
4204,0.9348781473904566,1,0
6347,6.774683183689451,1,0
7561,3.288616807924975,1,0
4468,4.303561219855884,2,0
6029,3.697295843185544,1,0
6151,3.564974735214763,1,0
5168,5.2648930523700574,1,0
3623,8.647570773006873,2,0
950,0.3422364269343283,2,0
7332,4.19102321414049,1,0
1886,3.3329824730928514,2,0
166,13.957453744338812,1,0
4455,1.0543130731602153,1,0
4707,4.611475796713855,0,0
5865,-0.13266500685400096,1,0
6643,7.1527563960290745,1,0
7221,13.579736961533857,2,0
2270,10.706525188974592,1,1
156,11.045019210831738,1,0
7925,6.963300893933415,3,0
5881,2.345825525369942,3,0
8812,5.638513408121962,0,0
3017,13.65192148129903,2,1
297,1.948133191182905,1,0
6356,3.097876865687002,1,0
7701,-0.03614712120510277,1,0
759,5.577139329862024,2,0
1774,5.713011907346161,2,1
4417,10.389111970442759,3,0
5566,4.461118755936266,2,0
6925,1.7905595618539825,2,0
5622,12.131839811779901,1,0
323,2.558455564377348,3,0
8014,5.520547626004772,2,0
1536,9.176031665750179,2,0
1263,2.3243343706717843,3,1
8208,0.6736029228465725,2,0
3706,-2.4055885108695705,1,0
2246,1.0850612929243533,1,1
2051,3.172697998038653,1,1
8356,1.2340999426490322,1,0
8699,22.179769710718038,2,0
2726,-0.2811934244298435,3,1
5666,6.431403739699702,2,0
3931,3.0485256412429442,2,0
82,4.927081779150157,1,0
2893,5.227986328412671,3,1
3797,3.433755572319537,2,0
4938,6.7411652378331945,1,0
5715,15.271207208625905,3,0
1206,8.562694714922056,1,0
2439,6.481840897297319,2,0
4315,3.0880800217722126,1,0
6149,11.785442459663955,1,0
4295,3.543292018365493,2,0
636,6.211257740060531,1,0
7401,9.133365169708846,3,0
1127,11.353412235160626,3,1
6228,16.124011097451753,1,0
2453,12.764642122390871,1,0
1682,10.31002234542818,3,0
8161,-0.00176296212127669,1,0
2970,-2.609926691930602,3,1
7660,1.8039123224852491,2,0
2484,5.199694640165929,0,0
5744,1.0925808821251068,1,0
1788,-2.436335185989166,3,1
4392,5.727189006283538,3,0
4753,1.0424168215626297,3,0
2891,5.446764115255499,1,0
4241,2.818302469267411,2,0
8120,1.1262324437463551,3,0
5188,-1.4472101528135362,2,0
3311,8.22260622532384,2,0
5319,6.200987874229209,3,0
2295,3.5827800883615875,3,1
7076,4.334766169768591,1,0
4359,7.342692014026493,0,0
733,-1.338130284077101,2,1
4305,5.155736469390213,1,0
3030,11.666293771355317,1,0
8505,17.220320956998194,1,0
8712,3.389735252419336,1,0
1619,3.1773628906918825,2,1
2305,0.3614256457890068,1,1
8486,-0.6334183221803991,0,0
8285,7.619611027861779,2,0
8429,10.511092490144678,1,0
5478,1.0759502823262392,1,0
4492,4.938499772077503,1,0
8652,1.6937139343443248,1,0
1104,9.540633376780544,2,0
8174,4.486847916552046,0,0
8034,8.257232307813519,2,0
7361,2.3782016946474545,2,0
3126,-0.41811476103367307,1,0
6576,2.324600718813952,2,0
8615,14.606243275408382,1,0
1946,5.743806754915953,1,0
259,7.791440300489172,0,0
1443,5.802751594938496,3,1
5866,6.240106370093264,1,0
8727,8.985891190026678,1,0
6667,4.474513885073999,2,0
226,-0.36130107721146676,2,1
1115,-0.3683388650368619,2,1
7313,2.1089918384609714,1,0
7533,1.4510425717463833,2,0
3830,6.417699763562437,1,0
2225,1.925507882955824,3,1
5448,2.708869175347581,0,0
1820,5.433771488183101,1,0
6555,8.297788114018255,2,0
8428,2.2309652648036136,1,0
1420,18.849216164240115,2,0
8183,2.4816149202486706,1,0
197,2.8714466874785556,2,1
3143,12.248819561782396,2,0
3279,5.100014905039727,3,0
8154,6.119169648713072,2,0
871,9.098530120117825,2,0
4439,12.97718418447988,1,0
8322,5.192567340576518,1,0
1545,5.21398828087853,3,0
7618,4.1506457586440515,3,0
3264,1.8622156142395407,2,0
8530,14.15061995113411,0,0
1883,3.21179284763358,2,1
279,5.750664164283933,2,0
2083,8.529491867152696,3,1
2767,1.088476510528532,0,0
2335,12.604289855404502,2,0
8753,0.0353997368422454,3,0
7016,2.925342475096539,0,0
6872,-2.4926968871215283,2,0
4533,3.954425881453095,1,0
2495,-3.801905133594651,3,1
8861,6.454920313616855,2,0
1782,5.280656068017857,0,0
6153,1.365983769692357,1,0
2345,6.7926278529865005,1,1
5506,4.100335279064146,1,0
6567,14.071724943755136,1,0
7886,3.649023323169147,0,0
1078,2.2216484001896015,3,1
2700,5.977052369906806,0,0
8686,3.9688631330918307,3,0
523,1.3507388545029335,3,1
1132,6.737505970868946,3,0
2650,9.331533407312591,0,0
1024,4.605423539566629,2,0
2957,-4.804519514707451,2,1
7981,2.8850124488161524,1,0
8966,9.703409329567158,3,0
3374,13.515539501761651,0,0
5125,7.668802554107742,1,0
3377,9.109820628118033,2,0
6896,9.00352001984022,2,0
7512,4.9417670944160275,1,0
4267,6.686147457220528,2,0
7181,10.4812420440183,2,0
926,1.4682726429500208,3,1
2632,0.18054944026081587,0,0
2433,-3.6484823401632953,3,1
610,-0.5009711723155634,2,0
658,9.384186198082572,3,1
2266,2.201277547487607,1,0
2805,5.319175723691982,1,0
1475,1.9689945476427229,2,1
494,4.537114745469388,2,0
1532,-2.4519729098386454,3,1
1461,11.152611775072984,2,0
5301,4.72862075791092,1,0
676,6.15861715486535,1,0
5475,5.503043157906778,2,0
2267,14.558396574417072,1,0
7248,3.491697811847379,1,0
5882,7.353389889522919,1,0
7548,5.8890179883170966,2,0
548,9.317590610469498,3,1
4288,-2.7532295151019426,2,0
115,5.984292070804812,1,0
3118,7.5576853670905715,2,0
5796,5.025456764840981,0,0
7120,8.803243676765874,2,0
2033,4.652152910686459,3,1
4225,3.481580008600468,1,0
5346,14.068085442668297,2,0
3509,7.4782626006724815,2,0
2156,0.7005664225158714,1,0
239,1.2225228913753374,2,1
8325,4.50521766045266,1,0
2520,2.4764762395220377,1,0
3996,4.365739268771896,1,0
34,4.155618584064587,1,0
2684,8.238842315983334,2,0
2945,-0.5407319040624774,2,0
2012,1.1297345901065785,3,1
5801,3.545829681997602,1,0
149,0.6700301639814463,0,0
101,9.664794067996615,2,0
7014,6.786561509378485,1,0
6759,9.936092099515442,3,0
4460,3.356578624402503,2,0
8270,11.131061333278902,2,0
717,5.8592880165265635,1,0
1516,0.9805023702222436,1,1
364,5.594740322109078,3,0
6814,13.999766641115425,3,0
8098,17.560225881618415,1,0
5197,5.1078183211822905,2,0
6036,5.7051539684109835,2,0
6959,10.39457030346044,1,0
325,3.3198878388702644,1,0
4312,3.0142754286437126,3,0
1875,4.900391827001817,3,1
6114,8.255902020897938,2,0
7324,5.235105450404204,2,0
7445,2.2478715681610075,1,0
4970,2.5305854575669757,0,0
7683,7.595517855320206,1,0
4159,4.872771027656539,2,0
4394,6.417708082920479,1,0
702,1.8113920760187523,2,0
4280,2.3313586065677443,1,0
6117,2.896404590512031,2,0
3376,8.592145014184053,1,0
3727,6.473367952482443,1,0
4485,1.6239852652804665,2,0
5334,6.984496848044699,1,0
185,4.51865343160642,1,0
8982,0.6615426485402386,1,0
3586,5.70505601090462,3,0
8764,0.8027612684069538,2,0
3815,10.520941255795234,1,0
6982,3.6176600144993536,2,0
3793,10.359953772898992,2,0
6126,7.0185314106637025,3,0
6665,-0.7170355900446772,2,0
5762,8.073601573736203,2,0
2978,7.572119599047817,2,0
8126,5.239992009944718,1,0
3021,1.8297777522491587,1,1
5887,5.273017661107497,2,0
7479,1.5426779366161385,0,0
8683,3.635865742881995,1,0
5513,0.36194501777229204,1,0
3320,2.9020590795678323,1,0
4740,0.9331713843268157,1,0
8738,0.002634516723020619,1,0
5628,1.1815733975847644,1,0
5408,10.84156964746793,2,0
5122,1.9741149589444902,1,0
4536,1.0440238248475966,2,0
928,10.038429206331404,1,1
507,7.8218824307615495,1,1
1801,4.687205872053376,1,0
8941,-2.63881328849833,1,0
5432,1.8355354558900083,1,0
8124,10.952122010591408,2,0
5422,7.999147391359959,2,0
1449,-0.73180802366829,1,1
465,8.70312554533169,2,0
8756,12.450403964725922,2,0
3730,6.156002649781571,1,0
7129,4.217841415305916,2,0
8837,4.904252297111178,3,0
7464,11.68480692256741,2,0
6052,9.179909313904197,1,0
1042,8.20068365041898,1,0
6646,11.407193791972022,2,0
3713,2.6846595546624683,1,0
7176,16.632413816918845,0,0
4616,8.124862283366094,2,0
7822,4.159484124248028,2,0
1548,4.051152583998251,1,0
1347,4.012274809269295,1,0
3378,4.24530210915457,2,0
2197,11.683637293863674,2,1
5594,3.580934214252858,2,0
8600,1.5633566213617869,1,0
3372,10.236472455260715,1,0
874,4.281131625757695,2,1
1991,10.274605683438725,3,1
8434,1.2765546949764224,1,0
5080,1.1920428089541966,1,0
7881,7.704375818461644,0,0
2833,5.005682918376428,3,0
6718,3.7057534690336555,1,0
938,9.40244704272981,2,0
112,4.271559900731099,2,0
5707,18.21488794931581,3,0
2129,0.17411247443268985,2,0
2479,8.012237746242894,2,1
4834,8.337073726904185,0,0
4189,3.332842671147536,2,0
1151,1.1307015471448887,0,0
386,0.6890652717954808,3,1
5357,1.6424714938962137,1,0
2959,6.4300955350832725,3,1
4265,4.553082757412609,1,0
4426,-2.020412997305171,3,0
2749,-1.6440008569096132,2,1
3371,3.5010173937111047,2,0
795,2.803600816632072,3,1
7575,8.518264424569535,1,0
3932,5.958742920285291,2,0
6829,7.903852083334282,2,0
2523,14.711279794391135,2,1
7427,6.667453227973251,1,0
7805,3.960843766942482,2,0
2511,5.666902671799328,1,0
8597,10.831674505735968,2,0
791,9.167281216599704,1,1
1318,1.1622977714602298,3,1
6027,4.963546229456877,1,0
198,6.7127103003585225,3,1
4619,6.464266446253676,2,0
6557,12.035558579982935,3,0
2193,6.959914018822497,2,1
1251,0.3092553489497456,3,1
8795,-0.03582610439318712,0,0
533,-1.8356164323193758,3,1
3295,1.289841051866496,2,0
3802,3.9847044772839664,1,0
5839,1.706296926474703,1,0
3872,0.8258277029145804,2,0
4704,3.705614648553435,1,0
8697,5.494566195276383,1,0
2919,5.896017260344714,0,0
1249,21.17137954976297,3,1
528,-2.1229483830608635,2,1
1287,-1.160929069171793,2,1
4735,5.305217862004149,1,0
8290,5.71632202550218,1,0
6550,6.8166414307896,1,0
8104,7.927374858988699,0,0
4768,1.8561632299621895,2,0
6809,8.566771106685177,0,0
5259,0.6299814658074281,3,0
3111,23.87884574934337,2,0
6969,16.039636758051497,1,0
4152,4.175420714967415,1,0
1613,5.506865353830403,1,1
2881,1.698569033135481,2,1
5449,14.264938753537619,2,0
298,4.934886286942165,1,0
7083,9.802207328509494,3,0
6020,-1.8439922361215872,2,0
2063,2.2971834855227566,2,1
6400,3.162629213508626,2,0
2257,7.223152087896856,0,0
7718,10.904807858442172,1,0
1727,16.16292232647999,2,0
5479,4.211489123216865,0,0
2443,-1.266878865418571,2,1
588,3.373546734855646,2,1
4387,6.006386962620604,0,0
6911,0.7160361090062141,1,0
377,7.14916195633523,0,0
5027,14.945439496372806,1,0
5820,4.616492598379561,2,0
5745,11.25936009304572,0,0
7400,7.184214107559064,2,0
5152,4.102983068430982,1,0
3635,4.937469728347503,2,0
3916,3.676194495228565,1,0
1870,2.174789366341607,1,0
2405,9.99144236072876,2,0
3099,8.137277504019062,1,0
5253,11.595239716831683,1,0
3951,10.399643907695053,2,0
3314,10.900889617186134,2,0
263,6.50616442561868,0,0
4603,3.0282763695624872,3,0
6841,7.223706794407135,1,0
8080,8.523932142413887,2,0
284,-1.778843085662833,1,1
4720,10.131114334065625,2,0
8805,2.6159242483713228,2,0
242,14.812646614198128,1,0
240,7.478477317651353,1,0
594,14.285076999192068,1,0
4076,3.0222642204219534,1,0
4368,10.097367876783194,0,0
2118,11.45473167110767,1,0
8744,5.905732952133854,3,0
1313,4.489376967564062,2,0
3421,9.84356149681602,1,0
6008,12.40280255362975,2,0
8246,0.42917428526112567,2,0
1480,-0.8542126817848512,2,0
4918,17.08620032544769,1,0
6207,8.307727814793452,2,0
5361,2.3624841160955787,2,0
5088,0.6148043426640579,2,0
3191,7.125638594004203,1,0
3729,-0.20754195753852422,3,0
6525,11.544176438700147,2,0
8948,7.224955265005731,1,0
4148,3.153450903982922,2,0
8571,-0.26717016805656724,1,0
8362,11.510996190992792,2,0
3012,3.252494959219892,3,0
245,15.383601276783505,3,1
6488,3.6202086914215372,2,0
6243,10.279129341695906,0,0
8556,6.0378379933176225,0,0
6131,4.77104481930104,2,0
5237,-2.4306876629132272,1,0
6554,7.471190839303407,1,0
8053,1.4619655732623817,2,0
8009,3.7067858235405255,0,0
2278,7.544740729456043,3,0
4294,22.878993089732724,2,0
1571,12.708856902986305,2,0
209,0.8757774605536751,2,1
3270,12.6993233383857,1,0
8993,5.385516332188601,2,0
3999,9.754132748405132,2,0
7050,1.784012586322158,2,0
7283,4.508930224594577,2,0
2361,1.1041433918139039,1,1
2101,4.0187935824981205,3,1
7345,14.700158819793534,0,0
3005,3.958493254837512,2,1
7339,1.702104514985097,2,0
2901,-0.1805053779055963,0,0
2600,-0.2048009423283862,2,1
5063,10.984181545648694,1,0
4310,6.699143958960102,2,0
681,6.575173594133899,3,1
4971,5.820594520800816,0,0
1101,3.6027615647248803,1,1
2301,1.017805605482936,3,1
8094,10.138144552337064,2,0
6693,16.591386877439025,1,0
7089,14.016140882118655,2,0
8265,9.28087221647371,1,0
5018,10.430700409872715,2,0
6045,1.8982324270174924,2,0
1026,4.168623991178673,3,0
1327,5.896864999359458,2,0
6419,9.57475045389233,1,0
1369,7.332056125517947,0,0
1893,4.567791087017828,2,1
1716,0.08036116610607316,2,1
8576,-1.8465400610871443,2,0
6499,3.0099568875051266,2,0
8137,3.0760826736442457,2,0
7335,4.26478873623374,1,0
1970,4.725300401383708,2,0
2738,9.871503250724581,2,1
8361,2.2501521997358296,2,0
8295,7.683010070807759,2,0
8595,-1.7893911306795272,2,0
6577,10.884301828104853,2,0
6854,4.850894180660989,1,0
4648,8.531845256427363,2,0
3116,1.603041218578694,1,0
6193,6.8068810251863585,1,0
8636,5.012190797706226,1,0
6062,1.1707120817679697,1,0
6118,18.577845856457593,2,0
4153,3.7835725610949607,2,0
3728,9.852687042956308,2,0
1349,11.386030497767948,0,0
153,7.641352546702697,2,1
7251,2.3399026384026334,2,0
8926,4.096899997846666,2,0
1166,10.977411784956049,2,0
3169,21.72628928091893,1,0
7657,6.187871018397486,1,0
766,7.255446530077643,3,1
8588,0.7039193254064671,1,0
5369,2.712165428166145,1,0
7908,7.049532071643991,1,0
3563,7.426889915142153,1,0
5827,3.7473227424732705,1,0
1899,16.455616038178935,2,1
7775,9.077652998202675,2,0
174,11.335649794405077,3,0
603,5.2601491485779945,3,1
7717,5.215068975758082,2,0
577,4.591647122301566,3,1
6106,4.741700799723645,2,0
100,7.689459807679981,2,1
2921,8.174113942283018,1,1
4771,5.417869203816265,2,0
1852,10.032424579343719,2,1
3151,18.23131568572278,1,0
4084,-0.9086367988520783,1,0
710,6.2610213944103865,2,1
1604,42.155364710033965,2,0
6559,9.230858518000197,2,0
3491,5.372688249489251,0,0
2117,7.714596064697868,1,1
4967,4.899625000543013,1,0
4775,2.9283200434272896,0,0
3607,4.58020798241442,2,0
2214,2.0435956066615413,2,1
8145,0.5200894932421345,2,0
2395,15.466054180195123,0,0
6621,0.9509912600233141,1,0
6185,11.556530630306872,2,0
8883,7.141752288457894,0,0
6145,4.885328920488411,1,0
616,2.174718759071289,2,0
8391,12.05364798615015,1,0
8455,4.9181113934566945,2,0
1431,25.50415836899304,3,0
2200,6.087615861506662,2,0
7892,5.605539328383658,1,0
8288,1.8403187216991619,2,0
8340,0.9885838045151512,2,0
2252,1.9132789134432975,1,1
7437,3.5350703810642816,0,0
55,8.207046409633248,1,1
4685,-0.12818434791527916,1,0
7503,11.216222642908413,0,0
21,-0.17661018130464035,2,1
1544,5.98532001834785,3,0
1599,1.3320505765965283,2,0
8368,3.2495667573571665,2,0
3912,6.463946840256417,1,0
6640,0.7356557787305344,0,0
5767,6.644204161517836,3,0
4108,4.199105505386072,3,0
2315,1.6495005728916237,2,1
8503,5.594043180356444,0,0
8627,5.3689163886597795,2,0
39,7.328925532656104,3,0
1553,1.3550951605003452,0,0
1642,4.765982657136883,0,0
5874,-0.03562475324061487,2,0
6999,9.980501784824527,2,0
4080,5.199868749263109,1,0
7912,3.622715830245203,0,0
5904,2.50484518592335,1,0
3869,9.53905485079121,2,0
6984,11.748955473091325,1,0
6545,2.422342515300848,2,0
5728,4.624183873793975,1,0
3265,9.865424494814128,2,0
1258,3.7659091464720773,1,0
2415,6.468625314797324,2,0
4350,10.19207562031951,3,0
3245,10.301584123443963,1,0
3221,3.8501357789355417,1,0
8557,6.217573265593969,0,0
4759,1.9898196026531951,1,0
5023,2.7333120368327837,1,0
5308,8.064641128103544,0,0
4049,2.223114229482864,1,0
5375,0.09791660342537478,2,0
2300,11.6895060379344,0,0
4424,7.127701812168773,3,0
2799,6.05855203545264,1,0
4347,-0.1334956301149215,1,0
5407,5.02198207903049,1,0
6735,13.94754832662243,2,0
72,10.36813477293539,3,1
3445,4.145211089346188,0,0
4082,3.5125696829845947,1,0
2760,7.895895616073559,3,0
2857,3.976600639838371,1,0
8002,1.2814114677439177,2,0
7868,-0.7356402917779876,0,0
1935,4.002917079588189,3,1
3837,6.4325620411639886,2,0
6533,4.087306516114018,2,0
7284,14.123848737304582,2,0
5859,8.604125040067919,2,0
1620,4.572850805251355,3,0
1384,3.300030239737384,1,1
2082,2.756537064790093,1,1
8251,2.852656269034835,1,0
3008,5.203372009872904,2,0
5556,9.108978348483,3,0
3465,3.979434184154593,1,0
6849,2.094183322654258,1,0
8539,4.609023416314671,2,0
4304,3.8191833347454844,1,0
542,5.580085393720847,2,1
768,4.505006303498659,2,1
4168,6.390360177753726,0,0
2512,3.7985182996288684,3,1
7457,9.949812163719798,3,0
3940,5.299282037090938,3,0
7103,-2.0964279074579517,3,0
5191,8.186418586177844,2,0
4017,7.199302410435423,2,0
128,7.752383060587648,1,0
1428,-3.4534441892427514,3,1
4018,0.9683051686066859,0,0
8462,4.894014806756941,1,0
6414,16.250405279566113,1,0
824,3.4609451947931453,2,0
7737,6.369071141398482,3,0
4872,3.9254936996830656,2,0
8448,1.0775377393014174,1,0
8842,10.184985395144375,3,0
5608,15.367005295420897,1,0
4031,12.606041088904735,2,0
7563,-1.480675565715127,2,0
5895,11.337761326130583,2,0
2522,-3.0356052968980145,3,0
2904,1.1334465372695341,3,0
4118,7.700403849784446,1,0
8819,10.171361705747504,2,0
1305,4.369416740820413,1,1
214,-0.4787029350688776,0,0
5560,1.0352457507099757,2,0
7059,3.6803746297272575,2,0
6016,5.668932691170877,0,0
3240,11.228234793284352,2,0
8888,1.5788323955435366,1,0
5134,8.096960257726076,0,0
4508,7.694798236919235,1,0
1964,-4.843993894617617,2,1
7031,10.722274270256353,1,0
2848,16.718342188187044,1,1
2861,1.8347678883811884,1,0
3604,3.6788083694736673,0,0
2224,3.256641921586957,2,0
6983,6.6279320969071005,3,0
7428,12.53269042763569,1,0
7724,8.93567688057771,3,0
6474,2.7950301478039923,0,0
3958,2.9714148598500087,1,0
4750,2.6821955617106004,2,0
6267,5.6088521936291365,3,0
4580,-2.2828878732016245,1,0
6816,4.695241930478848,3,0
6263,5.14618586713525,3,0
3531,10.625073685242647,2,0
6581,2.0600286567032,1,0
708,4.3837009199324335,1,0
2714,9.081472751225538,3,1
1306,0.35119623869674876,2,0
2469,-0.8807190805404308,3,1
5336,10.338861889309541,0,0
6082,5.265388363051265,3,0
3847,2.982214866188616,2,0
7505,2.495042180508051,2,0
915,10.084873818023366,1,0
7268,9.512704185995023,1,0
