,P,Q
3576,5.2782672712574294,1
1911,-3.767386003390013,2
8269,5.1630082615036335,3
1255,-0.8564916038191895,2
1747,4.291165859343536,2
6145,3.1482720507124675,1
905,16.812716690168024,2
10707,4.443103799376377,2
6697,2.1532043306705635,1
1943,4.175915961679193,2
8301,3.797979347637612,2
3806,32.72023678428828,2
9271,-2.54161722683133,0
11086,-2.870469402687659,3
3166,0.6477721104631369,2
2654,12.027692489305469,3
3749,4.934830945533797,2
3482,-1.406989928445575,2
8063,6.088520666580091,0
10965,4.653794664383248,3
13633,6.461593910508711,1
9187,8.963719729886638,1
13124,7.301913396804844,0
11696,2.612563175844717,2
11554,2.178964571635509,2
869,2.255168874865806,0
8700,3.889192815844411,2
6998,4.867020936861222,2
8440,14.632198770255465,3
13063,13.399104434654317,3
13228,-1.0402221626539607,1
7949,2.511650753628911,1
12988,2.2493537485709965,3
2176,1.8748190709565422,2
10110,-0.9766137074017449,2
6329,4.153411442915678,1
13668,2.518285476993971,1
609,2.9036793209100527,2
12684,-0.9766920466140161,3
155,8.053841890811166,2
5154,3.2894340538549245,1
82,4.927081779150157,1
7222,13.191011007480403,0
9569,0.5031096896142805,3
12709,5.156457189146419,1
6949,2.2309926655036705,2
654,10.698755533532985,3
9244,2.572399799584887,1
13478,14.87851868864419,2
11687,2.0738348998100626,0
4458,3.8839252330743235,2
13097,-1.1259508276180672,3
8281,5.036194716963628,2
5826,5.807229379515479,1
8878,27.31147164623857,1
9041,3.0603542853137236,2
14166,11.625129143783518,2
12683,4.822975120093322,2
9582,0.39798919074085004,2
1492,5.562516465105928,2
10544,5.1109586933163165,2
12512,0.8227370656932655,1
6492,9.371541399539549,2
1123,5.358333872220021,2
4955,10.045840369542073,2
5793,1.7952128899931123,1
902,1.0438928144522912,1
4304,2.21065054225753,3
8746,7.098102859612784,2
4640,2.617595657129048,2
542,5.580085393720847,2
9966,12.241887597236419,1
3521,2.0490035083167677,2
12866,5.782377566222995,2
5258,14.077899900378547,2
4832,2.9510184728151367,1
2330,15.23127186849363,0
2630,2.7226695079771397,1
6953,12.602944809641418,1
5853,3.7736138124781347,3
7005,4.606432262122074,2
8835,6.924677041888399,3
1625,6.720181295817207,2
4912,5.299282037090938,3
8854,2.054836820579544,3
5248,-0.4697829848365032,1
5624,-0.16252891503606293,2
10504,-1.7661562704415448,1
336,5.703208075726028,2
13699,1.0775377393014174,1
10296,2.7243913972259253,1
4134,15.439181322283925,1
6141,3.5621836824600095,1
11545,2.8345774166588775,1
2843,3.229386369960664,2
7304,2.727319519512796,2
2101,4.0187935824981205,3
5910,2.0446417403608144,2
2667,0.13681991510082359,3
14067,10.366846119415115,1
10233,0.07442261436722486,2
4449,-2.2836293632630413,1
9820,0.6127471081410341,3
10867,10.728335870943132,2
9999,6.205308128130509,2
3556,2.172047371679499,2
678,8.10552657338609,2
3803,-1.0785026537904439,3
5031,0.4702714015202229,1
7890,-0.00881645313539181,0
3713,13.515539501761651,0
3771,15.812509103841077,2
12244,-2.378834493230648,3
1486,-2.7986690274605746,2
5832,6.4183806484693005,1
13838,7.358850060798927,1
14096,6.98428437177106,0
2675,6.103839041562283,1
9841,9.138319966024886,3
5011,7.5585598063619965,2
13620,11.145502446059947,2
7064,2.0435379614393767,2
8465,-0.17622765864898593,1
2221,3.823810712323912,2
7360,1.4081539979595277,2
9067,-0.8760994384860301,1
11096,-0.360808882986535,2
13395,1.5440216973785357,2
5085,10.4994049236837,2
6873,2.3894714877629273,3
14061,3.9175198108075415,0
3224,7.5576853670905715,2
6094,0.5326241905816216,3
13763,7.483253490155672,2
6608,6.249366237479487,3
5,6.160864404639307,2
10799,2.2608966355294995,1
13306,0.6155361817761958,2
4156,10.857519894030192,1
2138,4.317506260996851,3
10050,8.670524109386502,1
418,7.373478187525691,2
13033,-3.46397857648713,3
12631,12.677028852806815,2
11953,1.5426779366161385,0
907,0.7528958667402621,0
3800,1.6070852843215144,3
2679,4.259004411812776,2
2347,8.229570316325775,2
13632,12.239333029660578,0
4959,-2.2925356509654535,2
8176,1.7509522140737093,1
8643,6.848629405084932,2
6604,0.15486625548266497,2
11420,9.635898615599267,1
12212,1.8102964700233244,3
6961,2.0713603654414916,2
2278,7.544740729456043,3
9093,-1.7259864877889977,2
7649,9.07769715089243,1
1653,5.866237287601571,3
8766,10.662458856121326,1
9696,7.062688823104472,2
5295,3.8613595227209867,3
4021,9.008019602645255,3
10416,5.995921514023446,2
8329,-0.10248155837152773,3
1148,2.294791188112736,2
1365,1.8859268992430973,0
2496,0.3247710244096069,2
12337,-0.99399553435532,1
823,1.49071111536214,2
6792,0.1222272229631276,1
8224,1.6131503191055683,2
1726,8.253545144922748,3
11130,-1.8481765630396578,3
3890,3.979434184154593,1
10410,8.176010173731227,1
8384,4.401743135613482,0
2154,5.22763552848802,3
3198,13.422663359166522,2
8582,-1.7279378176808642,2
8537,8.481867398206067,1
2904,1.1334465372695341,3
4174,-2.2541262877410446,2
8194,5.772412564057607,1
6394,-0.9445630600233839,2
10353,4.232317747455385,1
10166,9.284309161362293,0
10689,4.852279785028094,1
5628,3.702485247322024,1
11259,-1.3661702942020866,1
3347,1.4221890671690383,3
12309,1.8039123224852491,2
13843,2.619515483934938,0
12525,10.754685077820092,2
7636,4.489189579341138,2
14007,12.450403964725922,2
4461,5.374330758880655,1
3228,-0.854500179241335,1
9017,11.264325230358168,2
6210,3.577943203804572,2
12692,0.4722730659179991,2
11153,1.6356700457074687,2
5494,0.07801626517178284,1
1406,8.760973403865247,2
1259,6.079671687961562,2
3222,10.253984034236915,3
10107,9.230858518000197,2
3834,9.471962903213,1
3499,0.9776533885739955,3
4785,6.340483171086816,2
12961,1.8845961615438371,1
2561,1.8949277551562185,2
13428,5.174984493110049,3
8797,4.984854896325946,2
5109,3.6265287521631833,3
11393,-1.6945778040123742,3
7332,2.5503559574140584,2
6133,12.932187000262473,2
10773,8.892866190410988,2
1750,0.117142450532705,1
14124,2.4472693741272162,2
5748,3.4533292378037226,1
3079,10.608575984359094,2
4777,4.313991228826399,2
3158,0.8051465435501886,2
7349,3.4656846614591066,1
6983,-2.3874434772881368,3
10984,1.0231453700057938,1
7712,14.338104580735235,3
2283,7.527138071474104,1
5799,-4.2069524870678645,2
3721,4.24530210915457,2
6065,-3.104632171570028,1
10603,11.707175941878244,2
6856,6.913756650863531,1
9177,1.4851408317332797,3
942,8.787900165200163,2
268,4.391752441119986,3
2507,5.949257026350667,3
5795,6.006386962620604,0
7380,1.693279039467928,2
358,14.996824885045498,3
11751,9.351859634946107,0
2204,8.202993560118589,0
13577,11.320518724321964,1
6713,1.5987676662978683,3
779,16.586254972496924,2
12415,3.245509686215591,2
11688,-0.33448588860683226,0
4612,1.4294007355085043,2
2563,-0.978593896460203,2
9450,0.5606747642181511,2
8691,6.015255864912712,0
4354,3.977608515071323,2
101,9.664794067996615,2
3519,-1.5344267866075811,3
11779,-1.458522988048447,2
3885,12.426559344933349,3
8759,5.273017661107497,2
12952,2.2570561111581537,2
6719,8.109753926208786,3
1415,2.488443791890454,2
12863,7.209021970976674,2
3419,2.47506400150772,2
614,1.8939625967019378,3
2576,13.569929276074596,1
9901,3.8643428596132035,1
7589,7.976403913366142,2
11539,1.7123119387270915,2
13152,-2.2381820108169515,0
6113,1.8045454159665288,3
10081,3.801411713863256,1
1287,-1.160929069171793,2
8355,2.7105867288874133,3
7830,8.600093208196594,2
4794,11.92048944560626,1
4335,1.5115841533421113,1
8750,9.483098864625376,1
12056,1.4510425717463833,2
6470,6.892507841365653,0
9490,8.92504382482446,2
13347,-5.246950304386887,2
9322,6.469654913422711,3
9910,6.5384569773866055,1
1655,2.9948081453107362,2
2386,0.345415991075128,3
1804,2.577315504607948,2
8385,6.049237066284079,2
4906,1.9018818391817283,1
9168,-1.0021101548457412,3
4133,1.7892691268803613,2
2211,4.134446645202901,2
672,12.092336475998005,1
2048,6.043895495979446,3
10343,6.711041840913489,3
9118,6.480182600469881,1
2965,1.2996612269772285,1
12165,2.6560212065870004,2
8014,3.7141796274464864,1
1903,6.565623481805704,1
13292,3.7120551804186754,3
4914,2.629213169874264,1
12867,3.877693850731857,2
5477,4.6225481782434965,3
8937,8.139072910253091,2
3296,12.220619569964601,2
5304,-4.253173829325521,2
564,0.02638788474746967,2
14243,19.477525541432286,3
3217,-1.1096185630105926,1
5113,8.716100249851065,0
6932,2.826352306464415,1
8277,-0.2749607562001237,1
55,8.207046409633248,1
2854,4.622687042465427,1
3892,1.4285940165483846,1
6018,9.21692280099522,2
12797,5.528465096925314,3
4450,-0.9002923750910837,2
9505,9.5551363535729,3
1316,3.555892091019066,1
13422,9.223656584920157,1
9609,16.63154444214429,3
7302,10.778647193451043,1
6038,5.172921676018269,3
5635,5.2087620530501235,1
9129,0.7210457048387634,2
13891,0.2826912620564457,1
3957,7.182557498483222,1
8712,-1.1707153620296449,2
1866,6.3723431190972,3
767,3.977451070989806,2
12544,10.044889536273047,1
9448,6.858148681677287,2
9632,1.6863148490127275,1
5264,15.872936333210859,2
615,-1.1189508431086432,3
13435,5.9211694835252775,1
10675,0.9090929777254383,1
13482,2.1368620769710356,2
3540,6.601258825800259,0
6589,-3.910697379743315,1
2671,3.797164937784655,2
11364,3.1260805983247693,2
4792,-0.9327480566285837,2
13629,3.42197335685993,1
3243,4.563593092417034,2
4636,0.030669156067201775,2
8839,0.9199347280968255,1
4940,2.9714148598500087,1
3453,10.301584123443963,1
10886,3.5323684226323833,1
2152,5.066931084352539,2
347,-0.8935902585700675,2
978,8.49584132542282,2
7419,-4.713946049756977,3
10948,9.980501784824527,2
1264,3.2455451458502393,1
1281,8.980917662511624,3
8127,10.079788009427304,1
5404,5.994325236733748,2
8362,13.17109059257118,2
3241,5.148792509046049,1
5005,2.455152654371206,3
6674,12.469093966709679,0
11663,6.271427043666718,2
10046,5.317539407231326,3
12548,18.434786392856324,1
5694,18.260290216207405,1
5768,-0.9309120605827164,1
7100,11.885756278577563,2
8257,13.24537886674908,2
4142,18.047981719872404,0
9089,20.85277506551799,2
11082,0.7544545396043142,2
9372,6.2179105761274265,2
5472,14.127966937227278,2
2930,1.8097277496490478,2
12619,2.2694154445461225,2
3741,6.0029558855672605,2
10546,3.380525619011329,2
13758,3.9399074881353866,2
13723,2.1038923856180816,1
5576,-3.6255083636359595,3
11828,7.666786635358466,2
13171,7.198958993954763,3
4593,4.055120247087094,2
3801,2.717746728878276,2
9480,2.936197778262672,3
12910,-1.4196377844332846,3
118,4.908089716854914,1
2149,1.4441296153053385,3
3953,0.33230426057417617,3
6213,2.1832844274512184,3
8228,5.721722879461719,1
8594,2.0447240784781426,2
1756,1.501243208244072,1
2076,7.47746183945441,2
9358,11.556530630306872,2
12891,15.562986045553497,1
3438,3.7089399151190836,3
781,10.120958529619324,2
5413,7.864636565216047,3
2737,5.086496142780428,3
3160,7.1268140311940575,2
9699,10.481128158434437,1
10973,11.16278874062565,1
4471,-0.3335696635795924,1
6687,8.090344817392456,1
12279,-0.21140159203646713,2
7191,-2.5108457891158116,2
13607,1.2340999426490322,1
11264,14.364681500057852,0
8358,7.177872197474681,2
2693,3.5645723990048888,1
10350,12.132398197045934,2
7993,0.36194501777229204,1
11196,2.8622817726786653,1
5792,8.0918731825077,2
11464,5.180820704345207,2
13325,17.371001686991452,1
13144,2.890715020153224,2
21,-0.17661018130464035,2
34,4.155618584064587,1
6117,2.3721109195358094,1
9798,3.162629213508626,2
5498,15.242264481029652,2
12042,8.255039620560918,2
4619,5.2818428359660325,2
13711,1.1912400089520658,2
11287,6.605091301224787,1
11316,13.529140468577369,3
5646,3.0880800217722126,1
9946,7.249851765945683,2
12656,2.0059489564305126,3
5314,4.775667640164696,2
7099,0.166503757248893,2
8778,1.6327531500586852,0
3963,7.461947102458078,1
13840,-1.329321061626372,2
11144,0.9418380554772767,3
1051,-1.2192261777545368,2
2575,-0.2782359319556522,0
2661,1.398204723308511,1
8794,6.0388739474308775,3
7565,7.794564108762542,3
12123,10.984597299571474,1
6686,2.411154002541223,1
11479,9.194446247010342,0
5139,8.876607564651449,2
4254,1.9948075717432994,3
7215,-1.422310255343993,2
7869,-4.201900885684541,2
5087,-1.4588762989976507,3
6836,6.7411652378331945,1
2508,2.971855242017105,0
13029,-0.5220303744606443,2
12125,3.2825897745028656,1
8437,4.256848352143844,2
12932,7.70435323338148,1
5678,14.870923025034568,2
6623,4.523178006583846,3
508,10.275084030497426,3
4525,3.473783143375318,1
9171,2.937485205686577,1
11105,2.1547497408535077,1
8169,5.006856714055733,1
9198,11.885567231432121,1
9313,2.2055361895034733,1
12872,3.4045685063384945,2
4388,3.606075232216568,2
5806,6.417708082920479,1
14167,17.582116984047026,1
7345,0.972289254751056,1
11874,5.7118408663739295,0
7932,1.0759502823262392,1
6260,5.938476267113206,3
7952,2.685785715151475,3
13249,1.1262324437463551,3
2380,-3.0068002446332294,2
3982,9.061591758815014,0
7796,4.034207137075608,2
909,1.5665305658025581,2
11809,9.657361729792665,2
9658,10.674025095287119,3
9008,3.817740846862676,2
6723,4.98723013023221,1
9072,1.8982324270174924,2
4572,10.359953772898992,2
1289,15.324419202302902,0
10379,3.5575874814358883,0
5787,4.925111163141117,2
1036,4.898944118554864,3
2396,9.834026023043396,1
8405,18.21488794931581,3
11910,2.503523247919808,1
780,2.3165523568693747,2
7499,1.5244647934557771,2
9052,5.831936867697408,0
4484,16.72857139758562,1
9599,5.369071534127322,3
574,8.59270493188236,1
8715,3.276949977852343,1
10553,6.467240477213831,3
6149,7.038575422288758,2
8388,10.379229385890302,2
178,6.776945939084733,2
13176,4.304930570993411,0
3163,4.804275050204436,2
162,1.3169182022617072,1
6412,2.2078991233335996,1
12938,3.0331638712229347,3
1816,1.5422554048600565,1
3218,11.147792769652114,2
12971,3.0482011053342943,2
4068,4.533249283064468,2
483,1.9633042398725986,1
9314,4.678625609441282,1
9230,9.943907767842122,1
5325,3.762966087218377,0
5782,2.9831655382382047,2
897,5.965977525442572,2
10618,9.59502397497436,1
11534,1.7141156477063575,2
13701,5.245693952239302,1
9131,6.7718326843829,2
192,3.239147989213558,2
4055,2.7005629748372315,1
12434,15.006068792713906,0
12202,8.541111973777758,1
4607,7.399607524596023,3
9626,7.98143551128442,1
938,9.40244704272981,2
10556,0.37422584863510355,3
10253,11.081447715485167,2
8804,5.562657229326158,3
480,5.922269364579147,2
6789,2.7573583422009142,3
9741,5.031601650167244,1
1873,8.769536297361142,3
7182,5.094231422904384,2
9464,12.97800552274396,2
1363,2.2697481647615274,2
8034,-0.22761800092401868,3
5587,2.9428144041306585,1
6669,11.936886375638684,3
3141,9.275743931249654,2
1858,-0.5745294455657163,2
13662,5.509792469530391,2
9020,7.505137968558334,2
1705,5.108175212888075,2
3207,1.391855235219438,2
8071,8.844665611457478,2
9201,4.288771461402941,3
12229,1.1120215913105564,1
4236,10.86399491940725,0
3563,4.204655197581868,3
601,15.32848227071841,3
3375,-2.407341797247165,2
11701,6.470390796077829,0
10217,8.355390349828538,2
2420,6.991467978266034,1
12579,-1.1846386447112027,2
13139,8.189903832890877,2
2754,7.706739786850401,1
9312,5.252986919824727,3
12295,-1.3350714855132408,3
733,-1.338130284077101,2
12195,1.7292218676202122,1
11424,1.6213763959556384,2
6613,-0.6545668549405964,3
13132,8.695532591238212,2
3750,9.043384683669425,3
5747,7.342692014026493,0
12473,2.735024100809803,3
14038,0.6628723143691855,1
8614,12.762253946470596,3
7817,5.158830871391496,3
6135,5.760454715243067,1
7432,4.077472530556306,1
7063,3.962957860362006,3
4283,4.243614686693101,2
11606,13.938821178393315,3
3533,4.907003163345422,2
7648,3.6167810418168447,1
3840,4.872308942689189,1
6287,3.2363835107857746,2
2636,3.3674171051758264,3
10273,2.1053758892702215,2
9760,-2.8108341500663583,3
2409,-0.4540194152078354,1
13146,10.213870499688234,2
6247,-2.381523523045435,1
1928,-1.5168619677005886,2
10686,6.326658658817154,2
8777,4.498241841175409,2
3155,3.457019780285757,3
11870,12.875382500603745,3
10292,15.590204784021195,1
2348,3.5558314813180196,1
1939,-0.7652139198947808,2
14154,2.982394507206122,3
2554,1.6857085545548092,0
7311,3.0677023686062697,1
6986,0.533763561873827,2
560,2.9713748099271315,3
3627,2.9366163317653085,2
6563,2.915998404051698,2
10337,16.591386877439025,1
8126,0.8840922911319122,2
7450,8.14082814981112,2
659,10.915281111924482,2
11154,6.836605922927175,2
9792,-3.5603918824913268,2
4253,8.61131487161101,1
8012,-0.6685568476578906,2
3979,0.022109506311206895,3
3051,3.279204866755443,3
10488,6.104443097240681,1
4708,6.127660765710997,2
4272,0.42858911293525015,1
6641,9.422996864136056,2
5959,1.1097763206969318,2
2791,6.848096723274672,2
8324,-4.487396520175226,1
13060,6.293299711037615,2
12455,3.837594672092381,2
1774,5.713011907346161,2
4983,-1.6424947276438577,2
14062,22.907779100211545,0
4725,0.05846529341072415,1
7266,-0.9322704298093178,1
6093,3.970257665677853,3
1253,0.6920844594094242,2
12197,8.526957866572431,2
7091,-1.614447938759218,3
10712,2.90710127720847,1
4866,3.972187928965072,3
2539,0.6235427743093995,2
7175,11.093783357610226,3
9188,10.299314461015166,1
13741,8.98779438644866,3
6225,14.192085904557663,2
7891,6.455774296358893,3
9752,-0.08931089596984965,0
13211,-2.0887472012173536,3
12498,5.424707820453696,1
689,-0.41515393339100193,1
9734,1.5581177988446204,1
3006,4.952433690955969,2
9001,9.976410881865842,2
8428,2.488183211539234,2
6067,9.00667970580253,2
8955,2.6887082593157468,3
10126,14.511313085481172,2
14207,12.173055821061082,2
4406,16.15557181863316,2
8769,13.264049518502697,2
10033,5.99336203560339,1
8585,1.6027972509824988,2
7095,5.988297412972409,3
6543,12.62908778339273,0
7754,6.875098532260159,2
4297,6.263418684180467,2
314,6.735418911761335,1
8680,13.88496862325482,3
6420,3.4759826303796686,3
11426,-2.5925169049889414,3
6756,-5.30517802145107,2
7995,2.6818411770718305,1
12925,1.6335285587639188,2
5238,6.053765821784731,1
536,2.0769621232224282,2
12458,6.535818846872175,3
6996,2.7333120368327837,1
690,18.39675293460096,1
1581,0.6949856273736809,3
12385,11.918251388342451,2
10967,-0.11330898341781115,0
7850,4.244814993992684,2
8383,1.4445813075418443,3
11885,0.11403587949837912,3
12488,5.988120940787992,2
8001,0.4958773842195857,2
11573,7.525617357413699,0
110,-1.7091941516415838,1
2412,7.6129832573412095,1
2991,-1.397882829629882,3
13386,14.353475943704884,1
9257,4.082295977875764,1
4518,1.908008338578246,2
2115,4.104119696663167,2
13818,13.920168922246592,2
9241,-1.9276498232877437,2
3677,5.255950896440153,1
10188,3.547356803386978,2
2421,3.2068132871934267,2
7480,2.706564923866103,2
6403,-2.449505225639591,3
1371,2.0932734954778747,0
8445,3.171054938818579,2
8340,10.93276076534713,2
72,10.36813477293539,3
12753,6.882367533463617,2
8636,4.41804291552566,2
1776,11.849796515245387,2
10807,2.1737900487612265,3
13149,7.701587835703442,3
10596,3.6633666492103254,3
