,Y
4683,1
2770,1
2882,0
6635,0
3281,1
6078,0
6680,0
1169,0
2982,0
2037,1
5770,0
7392,0
717,0
2527,0
2506,0
3840,1
127,0
5628,1
8002,1
7930,1
1892,1
8235,0
303,0
5060,0
372,0
173,0
4083,0
4848,0
5668,0
1643,1
3187,1
5356,0
5613,1
8040,1
793,0
1527,0
5669,1
7627,1
5720,0
2366,0
6950,1
2541,0
2294,0
1174,0
5907,1
2224,0
2841,1
3396,1
8247,1
1347,1
6385,0
1406,1
3475,0
2217,1
3144,1
4376,0
5944,0
725,0
5381,0
359,0
5815,1
6672,0
2809,1
7838,0
5706,0
3722,0
1509,1
3976,1
4266,1
4295,1
1185,0
5285,1
12,1
5887,0
6308,0
2384,1
1755,0
610,0
4659,1
2655,0
602,1
6374,1
1026,0
5399,1
7244,1
1437,0
6015,1
3911,0
4784,0
2258,1
2844,1
4076,1
814,0
1424,0
3138,1
6585,0
155,1
7132,0
8037,0
1468,1
7313,1
1978,1
4218,0
7960,0
714,0
6760,0
1717,0
1959,1
4340,1
2545,0
3908,0
2124,0
1283,0
1439,0
5463,0
4770,1
6586,1
196,1
6180,1
3832,0
2838,1
5830,1
3482,0
2537,0
7707,1
4910,0
5221,0
4753,0
6613,0
2611,1
6785,0
38,0
425,0
3640,1
6017,1
5090,1
4487,0
3873,1
1660,1
5,0
1836,0
6215,0
1735,1
1665,1
1254,1
6234,1
1477,0
4405,1
3155,1
4175,0
1820,1
3361,0
866,0
6183,1
4842,1
1825,0
4176,0
2873,1
1972,0
4342,1
74,1
6125,0
5347,0
5984,1
4672,1
5805,0
6036,1
3233,0
3899,0
1715,1
3055,1
5295,0
4078,1
2490,1
1417,0
1187,1
3476,0
4878,0
46,0
1695,1
3762,1
6670,1
7488,0
4901,0
1497,0
6662,0
6410,1
7264,1
7700,0
3128,0
3624,1
457,0
1803,1
7361,1
3280,1
3052,0
4020,1
2378,1
545,0
853,0
4508,1
2488,1
4468,1
7027,1
1281,1
6906,0
5524,0
7641,1
3676,0
1022,0
2534,1
4369,0
4268,1
3799,0
4042,1
7801,0
4704,0
5513,0
7591,1
8111,1
2434,0
282,0
4915,0
3043,1
6857,1
3964,1
2612,0
1419,1
4730,1
1777,1
5763,0
7704,0
6267,0
124,0
5601,1
3029,1
1960,1
3071,0
912,0
4057,0
7972,0
4244,0
3820,0
3353,1
2449,1
329,0
582,0
6524,1
6163,1
6321,0
2561,1
1953,1
5008,0
4343,0
1483,1
8193,0
4599,0
428,0
3081,1
4178,0
2471,0
1297,1
1933,0
1699,1
3878,0
5715,0
45,1
5066,1
5607,1
918,0
3163,1
5567,0
5161,0
3246,0
4086,0
5388,1
2531,1
3864,1
3773,1
3439,0
1387,1
7884,1
5211,1
6371,0
174,1
780,0
7029,0
2956,0
1051,0
5281,0
6423,0
1217,0
1708,0
6877,0
3650,1
411,0
387,0
2874,1
3283,0
5764,0
6624,1
6658,1
6710,0
3627,0
381,0
6577,0
5419,0
2145,0
2715,0
4115,0
4631,0
2752,1
4651,1
6582,1
5745,1
968,0
6337,0
277,1
5273,1
7158,0
7185,0
612,0
2894,1
159,0
2491,1
4728,0
3149,0
4089,0
7487,1
434,0
6649,1
1032,0
4447,0
6278,1
7387,0
3539,0
2433,1
6968,1
2149,1
1946,1
3186,0
3320,1
4627,1
1981,0
5004,1
7305,1
2265,0
3226,0
2039,1
1124,0
7967,1
4090,1
3884,1
3554,0
5266,0
4583,1
3575,1
741,0
5536,1
4754,0
4465,1
3248,1
2020,1
2344,1
2626,1
6745,0
5051,0
2575,0
5973,0
6383,1
5899,0
2121,1
2031,0
2920,1
5127,1
2707,1
5058,1
8015,1
5731,0
2579,1
7455,0
2364,0
6403,1
6879,0
3531,1
34,1
8012,1
5131,0
192,0
1314,0
8069,1
4932,0
7175,1
1830,1
8079,1
1354,0
607,1
1966,0
3272,0
4959,0
6110,1
259,1
7318,1
4751,0
6298,1
4428,0
3122,0
234,1
5421,0
3450,0
5857,1
2779,0
5860,0
475,0
3298,1
7075,0
3667,0
7219,1
7941,1
415,0
7939,0
7079,0
6384,0
1313,1
3766,0
1377,0
3156,0
3192,0
4986,1
1658,0
5098,0
3988,1
1111,0
6513,0
4869,1
5977,0
7653,0
2303,1
5340,0
6117,0
576,0
8066,1
5217,0
6360,0
2441,0
7317,1
6220,1
5553,1
7842,0
2751,0
3761,1
2080,1
2118,0
8082,1
7830,1
7416,1
5964,1
3562,0
603,0
551,0
6756,0
7611,0
4204,1
6351,1
3030,0
4855,1
7448,0
5896,1
6201,1
3064,0
3319,1
3006,0
832,0
244,0
2486,0
839,0
5262,1
6186,0
5891,1
1720,0
1072,0
3961,1
103,0
4747,1
2232,0
2723,0
2154,0
2924,1
325,0
6345,1
3953,1
7193,0
1365,0
4029,0
197,0
1930,0
108,1
8170,0
6884,0
7011,0
2090,1
311,0
6846,0
2262,0
552,1
5651,0
7493,1
5644,0
526,1
8234,1
5187,0
4009,0
2241,1
1561,0
4062,0
7807,1
3618,1
6714,1
4291,1
6799,0
6581,0
132,0
3718,0
1899,1
3273,1
1560,1
2034,0
718,1
6459,0
6290,0
1722,0
2980,1
2761,1
2339,0
4658,1
6099,0
1130,1
3384,0
6999,1
3943,1
3926,0
834,0
3771,0
3209,0
6056,1
287,0
2848,0
1172,0
2226,0
1078,0
1824,1
2475,0
5850,0
6763,1
8239,1
5662,0
5358,0
3108,1
7423,1
5196,1
5132,0
3544,1
3491,0
8197,1
7217,1
3275,1
6689,1
6695,0
1818,0
188,0
2361,1
6717,1
269,0
5605,1
2828,0
3885,1
496,0
4339,1
958,1
6589,0
3530,0
5863,1
2494,0
5747,1
7257,1
3560,1
4027,0
2388,0
5915,0
2585,0
2704,0
6924,0
3014,1
3208,0
5686,0
4172,0
4160,0
5909,1
7275,0
962,0
7427,1
7306,0
987,0
4429,1
6825,0
3585,0
1420,1
3355,1
726,0
1987,1
459,0
5614,1
8174,0
276,1
7143,1
1001,0
6148,0
8050,0
3935,0
4478,1
1054,0
3397,0
4419,0
1811,1
8029,0
3247,1
2253,0
5284,0
1305,0
2623,1
1840,1
92,0
5880,0
5136,1
3701,1
7404,1
3350,0
2967,0
1211,0
2306,1
3200,1
5514,1
3001,1
7650,1
6377,0
6578,0
7421,0
3534,0
8067,0
3614,1
7346,1
3880,1
2155,0
4484,0
6795,1
663,0
5640,1
7988,0
2582,1
1470,1
2627,1
1885,1
3591,0
6962,0
5278,1
5511,1
587,1
6758,1
456,1
364,0
3501,1
6596,0
5985,1
2921,1
2784,0
153,1
5588,0
1159,1
3538,0
6534,1
5883,0
764,0
4420,0
4778,0
1894,0
5332,0
7351,1
3184,1
605,0
6064,1
7474,1
3189,0
3993,0
1160,0
5309,1
5904,0
7676,0
5480,0
2580,0
2947,0
2676,0
2944,0
2257,1
1412,0
5528,0
2167,1
373,1
5154,0
3919,0
2007,0
1546,0
6828,0
3950,1
1238,0
3100,1
4681,0
527,0
3255,0
2109,1
7538,0
3569,1
5543,1
304,0
7867,1
6364,0
3679,0
2011,0
1103,0
904,0
7546,0
1196,0
7540,1
7068,0
1817,1
4511,1
5232,1
2450,0
5267,1
1514,1
4540,1
3062,0
2183,0
5942,1
1342,1
1247,0
214,1
859,0
2229,0
953,0
5296,0
5109,1
4063,1
2285,0
4048,0
4858,1
3949,0
7603,0
5434,1
4397,1
5352,1
1181,0
4551,1
3203,1
7887,0
8043,1
5808,0
8045,0
3970,1
2768,1
5374,1
5359,0
3087,0
6539,1
2877,0
2631,1
2881,0
4745,0
3137,1
453,0
4582,0
7805,1
1445,0
517,0
515,0
7994,0
4333,0
383,1
1962,0
3430,1
6260,1
3403,0
268,0
2255,0
2401,1
1381,0
6839,0
5099,1
2847,1
1029,0
3764,1
5831,0
6533,0
4292,1
4589,0
39,0
3631,0
5627,0
4686,0
2673,0
5222,0
5401,0
4378,1
7855,0
2171,0
6951,0
212,0
6687,0
4149,0
3220,1
7839,0
185,0
1192,0
3727,1
3756,0
1625,0
2564,1
5820,0
4504,1
3623,0
4143,0
2998,1
4711,0
6392,1
4850,0
7449,0
7289,1
3409,0
7023,1
7562,0
5270,0
4854,0
7497,0
3508,0
1444,0
2280,1
7356,1
3221,0
4655,0
4567,0
4666,1
7647,0
1285,1
6998,0
7232,1
2499,0
6657,0
3707,1
2890,0
6579,1
2787,0
4957,1
1756,1
3262,1
7168,0
5971,0
8073,1
3066,1
3853,0
5633,0
2871,0
1731,0
5800,0
1492,0
6002,1
1155,0
3745,1
4586,1
7804,1
1139,0
4269,1
64,0
7500,0
4797,0
4619,1
8097,0
5716,1
5369,1
7254,0
8049,1
7574,0
7910,1
145,1
3031,0
996,0
5773,0
5207,1
3120,0
7522,0
3042,1
4762,1
4156,1
6967,1
8216,1
4643,0
3017,1
6936,0
4785,1
7026,1
8243,0
942,1
7777,0
1278,0
6116,1
4221,0
857,1
6913,0
4876,1
7125,0
7167,1
5968,0
3753,0
7970,1
7625,1
4782,0
4654,1
5156,0
2648,0
5466,0
4951,0
41,1
1318,0
195,0
7049,1
498,0
2360,0
5367,0
6594,0
4412,1
1779,0
2014,0
6909,1
5809,1
3056,0
8229,1
6266,0
4384,1
732,0
2087,0
8077,0
6956,0
6900,0
1402,0
6976,0
5970,0
3263,0
8017,0
6885,1
162,0
5385,0
978,0
4545,1
5612,0
4336,1
331,1
7876,1
3877,0
8024,0
868,1
3944,0
3249,1
5268,0
7755,1
6066,0
5943,1
2426,0
2851,1
609,0
6412,1
7174,0
6427,0
1802,0
6982,0
6666,0
649,0
2936,0
7191,0
7370,0
6223,0
424,0
7796,0
60,0
1631,0
6958,1
3783,0
3795,0
2112,0
2073,1
6178,0
1922,1
5708,1
2427,1
5416,1
4902,0
7877,1
40,0
5796,0
3037,0
823,0
8241,0
2758,0
6248,0
3065,1
8117,0
2536,0
5252,0
6871,0
5862,0
24,1
1971,1
643,0
3095,0
3089,0
4300,0
4355,1
6542,1
4389,0
6942,1
371,0
723,1
737,0
7283,1
2198,1
5429,0
6005,1
156,1
5230,1
321,0
4140,0
3197,1
3116,0
722,0
8006,1
3758,1
4569,1
1471,1
8160,1
5072,0
5045,0
3300,1
8062,0
2523,1
4756,0
6853,0
838,0
346,1
4875,0
1462,0
2659,1
1319,1
177,0
6359,1
1149,0
6611,0
1231,0
7271,1
2596,1
6937,0
7209,0
7431,0
4129,1
4596,1
6432,0
14,0
3963,1
5713,0
5994,0
6244,1
6753,1
3213,0
3517,1
2635,1
2205,1
4330,0
1690,0
476,0
8200,0
4449,1
4760,1
3682,1
6651,1
6414,0
881,0
1878,1
6188,0
1798,1
5734,1
5459,0
4998,0
7402,1
3855,0
270,0
5546,1
6468,1
2170,1
2508,0
7413,1
6520,1
3742,0
6391,1
4012,0
3668,0
2067,0
6209,1
7659,1
7760,1
8165,1
4010,1
5282,0
2672,0
7585,0
7578,1
2520,1
4985,0
1273,0
1615,0
2022,0
7231,0
976,1
6803,1
5712,0
2937,0
5675,1
3009,0
2515,1
5325,0
5949,0
1218,1
5948,0
7736,0
4455,1
5189,0
336,0
4684,1
5578,1
6668,0
7837,1
6406,0
4689,1
6011,1
2647,1
7090,0
3400,1
2467,0
50,0
2349,1
8118,1
4667,1
7122,0
4765,0
49,1
6501,0
7018,0
7303,0
6455,1
301,0
7885,1
3041,0
6974,1
7429,1
7010,1
3856,0
620,0
5462,1
354,0
6740,1
3659,1
6077,1
3444,0
6340,0
409,1
514,0
7141,0
3914,0
5162,0
3642,0
6972,0
54,0
21,0
2075,1
4682,0
795,0
2971,0
1226,0
5980,0
2671,1
4563,0
466,0
2141,1
8228,1
5129,1
3741,0
6690,1
6591,1
4924,1
7944,1
773,0
4495,0
4517,0
5946,0
3024,0
2633,0
1770,1
4438,0
2193,1
752,0
893,1
5851,0
296,0
408,0
4309,1
6617,1
7269,0
1431,1
1416,0
6759,0
7441,0
1494,0
2254,0
4636,0
1298,0
3776,1
7078,0
6874,0
1012,0
2918,0
1849,1
5173,0
7579,0
6945,0
6101,0
574,0
4112,1
6948,1
8155,0
1386,0
6919,1
4793,1
1714,0
4860,0
5621,1
2795,1
4489,1
885,0
1275,1
1877,1
4454,1
6830,1
5849,0
6939,0
768,0
7640,1
5689,1
3364,0
3091,0
6251,1
8018,0
7771,0
2852,0
8076,0
3869,1
876,1
2055,1
4184,0
862,1
6033,0
5170,1
652,0
2063,0
3592,0
187,0
5888,1
3555,0
5151,1
6583,0
2850,0
6876,0
3013,0
7655,0
3675,0
6000,1
3068,0
910,0
5560,0
1131,0
638,1
683,0
2553,0
5474,0
890,0
7022,0
6091,0
4053,0
2132,0
6282,0
7253,1
208,0
298,0
7117,1
451,0
1079,0
2745,1
462,1
5023,1
1408,0
6196,0
1569,0
7740,1
279,0
6802,0
6156,1
5009,0
2666,0
2733,1
4297,0
2489,0
5940,0
6430,0
2757,0
5320,0
350,0
2095,1
1334,0
2983,0
4374,1
7667,0
1265,0
8181,0
2337,0
4482,1
4974,0
6870,1
994,0
5677,1
1833,1
781,1
5178,1
2131,0
4537,0
2836,0
3691,0
6762,0
1284,0
6485,0
1021,0
2493,1
1350,0
3879,1
1828,0
1057,0
1977,1
7104,0
2935,0
1873,0
1598,1
3167,1
4539,0
1788,1
136,0
3515,0
6508,1
82,0
1863,0
5667,0
4317,0
8138,0
4219,0
2774,0
1792,0
3615,0
5372,0
3848,1
3957,0
3267,1
7308,1
6,0
1066,0
4789,1
7865,1
3827,0
884,0
5334,0
2931,0
1378,0
941,1
1843,0
7233,1
1070,0
6819,0
2905,0
6250,0
6399,1
824,0
1075,0
2497,1
8139,0
1866,1
940,0
1262,0
1772,0
1949,0
861,1
6424,0
2049,0
5746,0
2600,1
6555,0
7619,1
6987,1
6219,1
7802,0
1165,0
1844,0
5765,0
6521,0
1956,1
8047,1
7014,0
7720,0
5379,1
7383,1
3541,0
591,0
5277,0
1451,1
6450,0
7762,1
7915,1
5856,0
2616,1
8176,0
3142,1
4780,1
1682,1
5458,1
3402,0
4801,1
4970,1
1258,0
6141,1
6729,0
5611,0
5010,0
4592,1
5960,1
8246,0
7978,0
4524,1
2586,0
7108,0
5134,1
558,0
1293,0
6175,0
7451,1
3134,1
1364,0
6212,1
7119,1
1234,0
5935,0
6692,1
1014,1
7649,1
1609,0
7621,0
7460,0
6818,0
184,1
7173,1
37,0
7779,1
1908,1
4358,0
7881,1
7002,1
874,0
6157,0
7314,0
3270,0
2125,1
3434,1
8213,1
4843,1
1616,1
7843,1
2568,1
909,0
4189,1
5212,0
664,1
7243,0
4701,1
3164,1
1763,1
6257,0
4555,1
3053,1
8112,1
1608,0
1773,1
3468,1
536,0
1884,1
7067,0
8031,0
260,0
5250,0
5376,0
2764,1
816,1
3394,1
697,0
7329,1
7756,1
747,0
147,0
8088,1
5780,0
2522,0
1846,1
696,0
7902,0
8090,1
2009,1
1239,0
6643,0
7298,0
5155,0
6150,0
6316,0
2211,1
5025,1
7507,1
7446,1
1240,1
4838,1
927,0
5804,0
3568,1
1821,0
3839,0
7425,1
2628,0
6505,0
4781,1
6615,1
2979,0
5272,0
283,0
6146,1
1970,0
6438,0
7349,0
5300,0
378,0
7025,0
7144,0
5503,1
880,0
1349,1
6518,1
3904,0
2377,1
5767,1
7020,1
6907,1
7389,1
4150,0
8030,0
4409,0
6761,0
79,0
1723,0
7284,1
273,0
1087,0
1659,1
3774,0
2288,0
1028,1
739,0
888,0
315,1
5772,1
5368,1
7882,1
4577,1
4899,1
5001,1
1523,1
23,0
984,0
6626,0
6713,1
4470,0
1552,0
86,0
1450,1
4853,1
3038,0
2316,0
3405,1
3734,0
7945,1
1549,1
5845,0
3520,1
490,1
5969,0
5174,1
5680,1
1339,0
1567,0
7571,1
5033,0
4687,0
4313,1
2973,0
7083,1
4187,0
3735,0
1867,1
6370,1
7834,0
1227,0
1372,0
3493,1
1853,0
4798,0
2885,0
2717,0
4606,0
2501,0
3663,0
3388,0
1671,0
4418,1
4410,0
1985,1
264,0
2162,0
2060,0
5691,1
1404,0
7679,1
2330,0
6386,0
6525,1
6473,1
6600,0
6460,0
3000,0
6634,0
4304,0
1395,1
533,0
2120,0
2749,0
470,0
7986,0
2922,0
4288,1
2160,0
19,0
6790,1
3331,0
4096,1
7381,0
7380,1
3579,1
5484,1
2864,1
3814,0
658,1
7192,1
7702,1
6293,1
7213,0
5500,0
1115,0
3129,1
2365,0
7352,0
529,0
4717,1
3206,0
2464,1
7708,1
1936,0
5574,1
8078,1
1880,0
7503,1
6457,0
349,1
8072,0
7719,1
6420,0
3422,1
2043,0
3893,0
5501,0
1456,1
2999,1
4163,0
6891,0
6683,1
4710,0
597,0
4579,0
3509,1
5577,0
3693,1
6297,1
3596,0
5539,1
606,1
6587,0
5775,1
6062,0
4287,0
1074,1
2415,0
548,1
7201,0
2227,0
5454,0
5351,0
2420,1
1046,0
3080,1
5903,1
1630,1
894,0
4907,0
4381,1
1027,0
4407,0
6404,0
7754,0
8105,1
6245,0
5481,1
3265,0
1980,1
4679,1
157,0
1935,0
3101,0
15,0
4720,0
4402,0
5732,1
5497,1
6681,0
7260,1
7850,0
1110,1
905,1
2186,0
5375,1
6996,1
5618,1
2674,0
7114,0
7629,1
2270,0
2367,1
4614,1
2860,1
342,1
3075,0
1679,0
7309,1
3168,0
1864,1
1036,0
4981,1
5841,0
5616,0
4546,0
3271,0
2949,0
68,0
7086,0
1629,0
6568,1
1452,1
920,0
7109,0
202,0
6239,0
2691,0
464,0
2644,0
1570,1
1740,0
7112,0
4210,1
6287,0
2151,0
4570,0
226,0
5383,1
4662,1
5133,1
6409,0
2939,0
5213,1
6595,1
2202,0
5216,1
4705,0
2251,0
1255,0
1017,1
1205,0
2128,0
7803,1
7149,0
31,0
7938,1
4242,0
1752,0
7473,1
4752,0
6757,1
5758,1
5789,0
8054,1
1532,1
2135,0
8221,1
3408,1
5350,0
7657,1
4108,1
6242,0
210,0
3292,1
5253,0
4552,1
3785,0
5440,0
6176,0
5807,1
7465,1
2941,0
501,0
6797,1
7096,1
4472,1
4241,1
1126,0
6107,1
4933,1
5569,1
3061,1
6779,1
3329,0
6833,0
1871,0
3757,0
1324,1
4059,0
7561,0
7456,1
4692,0
5519,0
140,0
3931,1
6050,0
3643,1
323,0
1879,1
2970,0
5030,0
8038,1
6707,1
4800,1
4549,1
6097,1
7501,0
1343,0
7982,1
5019,0
1410,1
4796,0
1676,0
286,1
4608,0
7840,1
4665,1
5312,0
5065,1
5199,1
5827,1
101,1
4591,1
6735,1
950,0
1950,1
2104,1
5118,0
3092,1
6478,0
5844,1
5310,0
4069,0
917,0
4734,1
4018,0
271,0
142,1
2487,0
2122,1
3016,1
3784,0
6324,0
4474,1
3570,0
4891,1
6153,1
6448,1
6031,0
4965,1
899,1
541,0
938,1
1348,1
5916,1
6010,0
6770,0
4399,0
7414,0
291,1
787,0
6216,0
4832,1
6080,0
588,0
5336,0
6865,0
4310,1
4706,0
2478,0
4164,0
3826,1
418,1
854,0
1505,1
3990,0
2803,1
4466,0
1309,0
6288,1
374,1
1045,0
6265,1
1024,1
6685,1
869,0
4566,0
2638,1
6210,1
8206,1
5594,1
6124,0
6258,1
81,1
6122,0
2045,0
7846,0
5141,1
4913,0
400,0
6888,0
5160,0
1157,1
8095,1
4071,0
489,0
6013,0
1996,0
6673,0
1710,0
2827,0
4483,0
7036,0
2300,0
1332,0
2899,0
361,0
3500,0
2272,0
5934,0
6660,1
4368,0
5989,0
4233,0
3892,0
2260,0
386,0
8010,1
2960,0
1085,0
2551,0
5700,0
6001,0
6034,0
5648,1
1241,0
7587,0
1732,1
4015,1
3716,0
7800,0
487,1
1806,1
6978,0
2917,0
4323,1
1588,1
1590,1
5945,0
2084,0
245,1
3335,0
1605,0
8033,1
3576,1
7328,1
3413,1
5959,0
3948,0
2402,1
284,0
4950,0
3834,0
1170,0
5749,0
7543,0
2934,1
6411,1
6205,1
1692,0
4421,1
770,0
235,0
3917,1
5012,1
5390,1
5024,1
7927,1
7822,0
8194,0
2643,1
3058,0
3866,1
3369,1
3601,0
3359,1
7358,0
3438,0
4945,0
4837,1
2223,1
1860,0
5517,1
6574,1
1267,0
6743,0
5787,0
324,1
3724,1
2448,1
6206,0
4816,1
7080,1
4529,1
7093,1
554,0
5041,1
7798,0
3119,1
1204,0
3915,0
4909,1
29,1
4834,0
6486,1
257,0
5777,0
3372,0
936,0
4209,0
5344,0
898,1
6800,1
5475,0
1135,0
794,0
6235,0
1804,0
5997,0
7718,1
1976,1
2359,1
7135,0
1697,1
1194,0
7532,0
6954,1
5791,0
6197,0
1973,1
6503,0
1984,1
1847,1
98,0
6837,1
1829,1
1134,1
4697,0
2325,1
5120,0
5014,1
1780,0
4138,1
865,0
4660,0
3237,1
1097,0
6327,0
2701,0
7339,0
7222,0
1312,1
7570,0
8061,1
2652,1
2222,0
5962,0
6426,1
5652,1
3342,1
6389,0
1783,0
1058,0
7118,0
3253,0
2778,0
2754,0
3312,0
1487,1
5492,0
7120,0
1508,1
5378,1
314,1
6333,1
4872,1
3798,0
2994,0
1594,1
7517,1
7212,0
1559,0
835,0
4191,1
7342,1
129,0
3447,1
3845,0
1104,1
6941,0
1611,1
2660,1
7410,1
4217,0
4964,1
3674,1
616,0
7947,0
7857,1
7055,0
3466,0
4349,1
341,0
852,0
3290,1
5993,1
6523,0
5978,0
6930,1
1430,0
4154,1
7220,1
2424,1
5092,0
7504,0
4220,0
3360,1
59,1
5523,1
356,0
4849,0
1945,1
4889,1
1992,0
3692,1
7794,0
5258,1
2895,1
3617,1
4695,1
2240,0
7514,1
4435,1
1042,1
923,1
1751,1
335,0
3104,0
5912,1
3008,1
1925,0
130,1
1023,1
1661,1
6915,0
4787,1
6136,0
2239,1
7680,0
3578,0
5590,0
7602,0
3111,0
4372,0
6134,1
7411,0
532,0
5753,0
258,0
4824,0
6724,0
1896,0
878,0
836,1
4877,0
3166,1
1214,1
8060,0
7208,0
7436,1
2309,0
215,0
8191,0
2992,0
3571,0
5123,0
1801,0
1294,0
3022,1
1729,0
461,0
1191,1
7094,1
6694,0
5052,0
7195,1
7864,1
290,0
3330,0
4979,0
3998,1
7847,1
358,1
6437,0
6629,1
2107,0
8195,0
7276,0
4772,0
3004,0
636,1
203,0
7682,1
4978,0
8224,1
2295,0
7408,0
4193,0
7282,0
713,0
6388,0
7032,1
102,0
2304,1
48,0
5337,0
1446,0
1373,0
544,1
2698,0
4324,1
2044,1
6990,0
8147,0
4500,1
5304,1
3124,1
6378,0
919,0
4948,0
6933,1
7494,1
1071,0
5206,0
5038,0
6897,0
2001,0
5064,0
1038,1
1553,0
4279,0
5450,1
2525,1
7327,1
3665,0
7656,0
3909,0
7265,0
7897,0
5799,1
3945,1
573,1
5649,0
7403,1
3863,0
3367,0
3231,1
3244,1
6016,0
7998,1
6358,1
1861,0
6655,0
131,0
8129,1
4691,1
2286,0
7845,0
6944,1
4628,0
5785,0
7617,0
7399,1
3496,1
5566,1
152,1
2242,1
6207,0
123,0
2392,0
3503,0
7808,0
1759,1
4492,1
6038,1
7040,0
4501,0
4530,1
3436,0
3510,0
3977,0
2086,1
7247,1
3563,0
3846,1
887,0
2703,1
1325,1
2714,1
5240,0
540,0
4321,0
497,0
3392,1
3420,1
493,0
4808,0
6808,1
5563,0
4223,1
7744,0
5103,0
5144,1
4612,1
979,0
252,0
7107,1
5573,1
3985,1
634,0
7748,0
5756,0
686,0
965,1
2350,0
3738,1
1912,0
7773,1
6418,0
7360,0
1327,1
1358,1
3552,1
5981,1
1796,0
8081,0
6227,1
482,0
6130,1
6848,1
1400,0
261,0
5229,0
6296,0
7634,0
2451,1
4254,1
4716,1
