,Y
2768,1
7556,1
10224,1
2417,0
3788,1
1548,0
9666,1
6688,0
10489,1
723,1
331,1
4374,0
8086,1
9319,1
3688,0
1755,0
5202,1
10492,1
3475,1
8156,1
10457,1
3855,0
5723,0
5543,1
6070,0
9816,1
5091,1
8091,0
5665,1
10484,1
6793,0
6979,0
2460,1
2366,0
6021,1
9543,0
10192,1
6206,0
9113,1
4075,1
9131,0
7152,0
9658,0
2196,1
3685,0
4388,0
1591,1
1363,0
10407,1
6805,1
2197,1
6262,0
10405,0
8162,1
3100,0
3040,0
5570,0
364,0
9465,0
3334,1
8413,1
8483,0
4397,0
9248,0
479,0
8798,0
4542,1
3260,1
736,0
5992,1
4927,0
9369,1
4869,0
9596,1
4234,0
1705,0
3883,0
3110,1
3681,0
1242,1
5248,0
3099,0
6927,0
2450,0
7092,1
9108,0
741,0
524,0
9080,1
5494,0
1208,0
6210,0
8652,0
4505,0
7449,1
527,1
8474,1
10170,1
7597,0
8190,0
5835,0
2813,0
585,0
8514,1
5725,0
2032,1
9514,1
6872,0
8808,1
9322,0
887,0
753,0
6333,1
9382,0
1932,0
5568,0
5199,1
4140,0
532,0
8118,1
9568,1
6218,1
2801,0
9958,1
4630,0
7335,0
10213,1
6875,0
3587,0
134,0
4941,1
1470,0
2513,0
2575,0
5762,1
859,0
2397,0
4238,1
2661,0
10307,0
1496,0
568,0
10131,1
6347,1
1240,1
7229,0
2372,0
8537,0
1564,1
7863,1
6915,1
8960,0
7655,0
6135,1
3056,0
4875,0
3721,0
10391,0
3090,1
6422,0
4736,0
3610,0
3885,1
839,0
7631,0
813,0
8654,0
8747,0
8621,0
2550,0
7834,1
10290,1
1719,1
1007,1
1599,0
4381,1
9743,1
2326,0
1787,0
10058,1
7701,1
3392,0
8557,0
10181,0
8674,0
5621,1
1494,1
1251,0
7365,0
1015,0
4223,1
4130,0
354,1
9894,1
8313,1
7428,1
6165,0
3921,0
963,1
866,0
6977,1
3225,0
1796,1
1620,1
4398,1
3700,0
2012,0
149,0
3098,0
5939,0
2181,1
200,0
707,0
7056,1
10227,1
2020,0
5046,0
7689,0
5871,0
5364,0
4553,0
6381,1
3956,0
3573,0
8253,1
4182,1
5630,0
4561,0
7576,1
10265,1
4055,0
3723,0
4853,1
6187,0
984,0
1756,0
2332,1
2857,0
7318,1
7535,1
4288,0
4088,1
7603,1
5035,0
7343,1
10127,1
5745,1
3952,0
3410,0
3413,0
5623,0
10199,1
6667,1
8318,0
8531,1
8548,1
6091,1
10362,1
4683,1
9498,0
4965,0
2094,1
158,1
4932,1
7575,1
8918,0
2632,0
5055,0
326,0
3569,0
5140,0
5933,0
5898,1
10380,1
4934,1
3149,0
1351,0
622,1
178,1
2067,1
9129,0
4576,0
4436,0
7510,0
616,0
4920,1
557,0
8219,0
639,0
2396,1
9072,1
7072,0
8824,1
5236,1
4584,0
7709,0
9456,1
1034,0
1950,0
6784,1
4814,1
6260,1
638,1
4623,1
9955,0
3866,1
494,0
7020,1
9217,1
6961,0
2296,1
3863,0
5743,1
3075,0
1675,1
7771,1
6919,1
7047,0
3737,0
8628,1
7113,1
6660,0
4079,0
6384,1
6129,1
3547,0
7981,0
5331,1
1466,1
7553,1
10129,0
4527,0
6861,0
8598,1
5017,1
7529,1
2655,0
410,0
3604,0
5810,0
3451,1
10383,1
515,0
3315,0
8850,0
5982,0
4117,1
3946,0
797,1
1867,1
4646,0
3521,0
4526,1
5309,0
7288,1
7899,0
9715,1
4953,0
2519,1
6807,0
3890,0
6035,0
9639,1
631,0
7977,0
2062,1
3053,0
4909,1
8602,1
4939,1
3654,0
8852,0
1042,1
1530,1
9656,1
5701,0
6732,1
5772,0
545,0
6921,1
2980,1
9174,0
10237,0
683,0
1273,0
9464,0
4558,0
1403,0
5996,0
9841,1
3735,1
2002,0
2301,0
2283,1
10059,0
3023,0
5943,0
5425,1
8362,1
8045,0
507,0
1263,0
6815,1
6932,0
5426,0
8198,0
260,0
594,1
5742,1
8382,0
5131,0
6625,0
6121,1
7774,0
3919,0
188,0
2863,0
3389,0
2621,0
9770,1
255,0
7758,1
9033,0
1501,1
2884,0
6557,1
6277,0
2747,0
8176,0
7200,0
7947,1
6670,0
1912,1
4487,0
8212,0
2048,0
2757,1
1423,0
8075,1
8692,0
5420,1
7914,1
3794,1
8316,0
5727,0
5383,1
8245,0
10026,1
3742,0
203,0
2275,0
7194,1
1782,1
3029,0
6575,1
2190,0
6298,0
9165,0
1642,0
2149,0
5232,1
4997,1
9450,1
4040,1
9948,0
6613,0
6750,1
1628,0
4306,0
9967,1
6614,0
8418,1
1234,0
582,0
2809,0
225,1
4334,0
3969,0
8722,1
5671,0
7896,0
9934,0
609,0
8112,0
7545,0
4752,0
10450,1
259,1
8830,0
2029,0
3329,0
1325,1
4705,0
439,1
9879,1
1241,0
7951,1
7830,1
4385,0
8080,1
7438,0
9027,1
6551,0
5635,0
1824,0
9837,0
7472,0
3356,1
9328,0
1921,0
6728,1
9808,1
9827,1
726,0
6761,1
8510,1
8583,1
3787,0
8167,0
9798,0
2178,0
7022,0
3825,1
5712,1
7500,0
1366,0
9606,1
978,0
9207,0
2540,0
3494,1
284,0
1917,0
9279,0
4693,0
9125,1
521,1
9945,1
2087,0
10415,1
9847,1
10364,0
9452,1
10115,1
9387,1
502,0
8281,0
3350,1
2791,1
393,0
7692,0
9333,1
9463,0
6985,1
2893,1
5518,0
2171,1
9361,1
1216,0
780,0
5859,0
30,0
3186,0
10295,0
3276,1
4562,1
3678,0
8755,0
9853,0
7407,0
1980,1
3173,1
4547,1
5824,0
6570,1
9425,1
10034,0
7409,0
6567,1
3273,0
7032,0
9788,0
10268,1
6071,1
5403,0
9782,0
1709,1
5025,0
10015,0
150,0
69,1
7586,0
1644,0
7173,0
2116,0
8550,0
7215,1
10297,1
1048,1
4157,0
3522,0
9848,1
9273,1
1385,0
1993,0
4679,1
1085,0
2078,0
3620,1
1914,1
4216,0
4895,0
1699,1
7387,1
271,1
3463,0
8218,1
8270,0
378,0
6390,1
7697,1
4456,0
299,0
2371,1
3780,0
8267,1
9415,1
6731,0
528,0
9986,0
7319,1
148,0
10175,0
3578,1
9626,0
1886,0
4946,0
7122,1
7660,0
1354,0
1552,1
3539,0
2113,1
4153,0
2184,0
7761,1
43,0
341,0
5295,0
5605,1
5711,0
730,0
8840,0
3772,1
1726,1
2523,1
6785,0
7063,1
9488,1
2630,0
2849,0
8904,1
6997,1
6016,0
4893,0
6220,1
8464,1
9470,1
1318,0
2569,1
1113,0
7764,1
2910,0
5753,1
10312,1
3889,1
10132,1
9359,1
749,0
8829,1
6053,1
2738,1
5946,0
944,1
10471,1
3121,0
1946,0
3605,0
4745,1
3571,0
8842,1
4809,0
9621,1
2419,0
2673,0
7520,0
4443,0
4063,0
3064,1
7564,1
10451,0
5858,0
5780,1
433,1
5979,0
3259,0
3508,0
4315,0
3708,1
9473,0
7075,0
7467,0
9403,0
2939,0
9309,1
10056,1
8165,1
6063,1
9861,0
8636,0
4896,1
5746,1
7348,0
3271,1
4897,0
1017,1
8030,0
4083,0
5722,0
9880,0
8366,1
6149,0
2267,1
6948,0
10009,1
5015,0
3161,1
1371,0
5795,0
3884,0
8170,0
9474,1
6832,0
3181,0
6721,1
6679,1
8093,1
2922,0
3426,1
10421,0
7326,0
2112,0
4492,0
7506,0
5391,0
3621,0
6208,0
6395,0
3416,1
4680,0
4741,0
6317,0
1147,0
3718,0
6755,1
953,0
7742,0
3633,0
8828,0
109,0
10454,0
2518,0
2226,1
5475,1
1159,1
9659,0
6682,0
3666,0
6846,1
2567,0
5078,0
7296,1
877,1
8542,1
1542,0
3364,0
8728,0
3470,0
7960,1
6429,1
3429,1
4201,0
9255,1
1249,1
9862,1
3088,1
4457,0
10093,1
3582,0
8263,0
6518,1
2583,0
6967,1
8900,1
4913,0
1420,1
8641,1
8748,1
3210,1
905,1
5936,1
5865,0
5641,0
9829,1
1022,0
4253,0
210,0
7793,1
4415,0
2341,0
9513,0
2937,0
3660,1
4114,0
2339,1
7190,1
7060,0
2875,0
5863,0
9395,1
6423,1
9417,1
930,0
7515,1
9388,1
6360,1
3608,0
7584,0
940,0
5551,1
1808,1
690,1
2001,1
6295,0
8067,1
1314,0
8244,0
60,0
8659,0
8912,0
4109,0
5978,0
4185,0
6211,1
8681,1
4167,0
6939,1
2835,1
5130,1
4834,0
3304,0
8839,0
830,1
2239,0
3697,0
6399,0
7620,0
3358,1
3141,1
7338,0
7046,0
7558,0
10332,1
5431,0
8589,1
9141,1
5238,0
738,0
3980,0
9695,0
9329,0
8160,1
6128,1
7578,0
1897,0
10012,1
4723,0
1461,1
7588,1
8493,1
9677,1
8241,1
5290,1
5049,1
6123,1
6588,0
2853,0
4817,0
733,0
5748,0
1369,1
6411,0
9533,1
7383,1
10342,1
4408,0
336,0
1367,1
7624,1
3563,0
6605,1
8503,0
8028,1
187,0
2057,0
6684,1
5531,0
8484,1
10299,1
5289,0
9991,1
5715,0
7310,1
3505,0
5375,1
1247,0
9812,0
4998,0
9451,0
8371,1
3292,1
2126,1
6886,0
5984,1
4237,0
10065,0
8275,0
7129,1
9868,0
4450,0
2946,1
872,1
1029,0
3168,0
6628,1
8649,1
687,0
3460,0
4676,0
9252,1
37,0
6250,0
6478,1
1068,0
1515,0
7604,1
9519,0
5972,1
9061,0
3484,1
1032,0
10191,1
1444,0
6829,0
4795,1
8626,0
8629,0
1929,0
5529,1
9314,0
2578,0
10030,1
2680,0
4528,0
7108,1
8344,1
2481,0
748,0
4371,0
363,1
3592,0
8749,0
9277,1
2766,0
7829,0
6313,1
1804,0
1306,0
7333,1
145,1
2202,1
4529,0
1567,0
4783,0
6542,1
2222,0
6438,0
7139,1
8403,1
834,0
9112,0
1682,1
2385,1
1546,0
1498,1
4015,0
4569,0
3262,0
3320,1
4656,0
2943,0
7317,1
4489,1
497,0
448,1
9843,1
4339,0
3728,1
6699,1
770,0
9608,0
352,1
9101,0
10374,0
5987,0
3853,1
4804,0
9969,1
9435,1
7601,1
1011,0
1955,0
10388,0
519,0
5320,1
10235,1
1887,0
3433,0
6169,0
8469,1
5334,0
3865,0
10241,0
12,1
2619,0
3342,1
7965,0
4735,1
694,0
10304,1
6491,1
5462,0
6764,1
10136,0
3674,0
7339,0
4839,0
4572,1
5613,1
8572,0
3493,0
173,0
6912,1
767,1
8121,0
9838,1
614,0
2986,1
3606,1
7086,1
3998,0
2095,0
8718,1
7888,0
4872,0
7207,1
659,1
3839,0
6892,0
4590,1
4303,1
94,0
8341,1
8516,0
7284,1
8875,1
3404,1
865,0
7810,1
2810,1
8903,1
8758,1
4317,0
4698,0
8827,1
3580,0
9441,1
8733,0
4261,0
2464,1
9187,0
6450,1
5191,1
7596,1
7257,1
7374,0
2445,0
3513,0
3631,1
8929,1
9126,0
4424,0
10166,1
702,0
2972,0
4785,0
7714,0
437,0
4566,0
4232,0
1540,0
6951,1
6527,1
798,0
1772,0
4970,1
7427,0
8255,1
2938,0
10390,0
4420,0
5655,1
8257,0
6589,1
9698,0
9468,0
4635,0
2963,0
4904,0
2333,0
4019,0
6259,1
8026,1
4700,1
1059,0
2564,1
4887,0
8186,0
522,1
8876,0
6418,1
7028,0
3288,0
10087,1
4076,1
4417,0
7001,0
3913,0
1943,0
10377,1
8363,0
480,0
10373,0
5193,0
2188,1
7421,1
3534,0
10282,0
3593,1
6907,0
3183,0
1192,0
1566,1
3585,1
3374,0
3449,1
10251,1
8023,0
9315,0
5677,1
7038,0
8491,0
5977,1
3751,0
5250,1
6406,1
246,1
4606,0
6044,0
415,0
2244,0
3146,0
2228,0
1687,1
10460,1
1362,0
5369,0
7901,0
3639,1
6774,1
243,1
8721,1
3246,0
5928,1
6443,0
2944,0
7331,1
8835,0
7336,0
1839,1
4655,0
8180,1
824,0
9689,1
1387,1
5816,1
7649,1
6194,0
185,1
7600,0
6402,1
4907,0
9180,1
10267,0
9497,1
618,0
6265,1
4605,0
7639,1
1200,1
3048,0
5553,1
418,1
2336,1
7614,1
919,1
2724,0
6819,1
7233,1
8624,1
7450,1
1972,0
1661,0
1410,1
176,0
1707,1
6727,0
2898,0
1297,1
4393,0
3519,0
9823,0
1026,1
8979,0
6441,1
4354,1
5994,1
9929,1
2345,0
4779,0
10140,0
9398,0
7769,0
8480,0
3132,0
9569,0
1956,0
2795,0
9386,1
7017,1
7541,0
4380,0
4589,0
10052,0
4760,0
8879,1
10401,0
3851,0
5838,0
8564,0
3013,0
6639,1
3917,1
9087,1
7030,1
8265,1
9503,1
9539,1
2174,1
4968,0
3994,0
2058,1
7856,0
9555,1
8805,0
142,1
2978,1
4102,0
9392,1
6869,1
7328,0
4982,0
7942,1
9950,0
8964,1
286,1
3272,1
862,1
6442,0
9600,0
3279,0
1809,0
2756,1
5682,0
8359,0
1647,0
8002,0
8950,0
9159,1
7405,0
5084,1
186,0
3366,1
116,0
1397,1
5921,1
7094,0
5497,0
8965,0
1981,0
1970,1
6739,1
5726,0
10021,1
1770,0
5504,0
2737,0
4463,1
1088,0
3474,1
4632,0
2114,0
5642,1
771,0
7464,0
1574,0
7570,0
9785,1
6737,0
2368,0
3799,0
2954,0
3302,1
4931,1
6978,0
4699,1
8487,1
6525,0
2843,0
6826,0
3576,0
8430,1
6182,1
5826,1
7241,0
9684,1
2945,0
8286,1
5284,0
3695,0
1129,0
4366,0
2665,1
6339,0
9325,1
9429,1
2324,0
10171,1
4008,1
2683,0
6711,1
6078,0
10183,0
2084,1
10071,0
8908,1
3677,1
5315,1
9204,1
3201,0
6857,0
163,0
3722,1
1785,1
4449,0
7731,1
1951,0
10441,0
236,1
4440,0
3393,0
9960,0
2465,0
3664,1
7258,1
4145,0
8285,0
2506,0
9081,0
8499,1
10281,0
10443,0
2771,0
1584,0
7950,0
2449,0
4511,1
391,0
4609,0
10234,0
5708,0
5124,0
7498,0
1041,0
6378,1
5515,0
4661,1
10152,1
3209,1
4200,0
5,0
2911,0
7247,1
9783,1
10314,0
3556,0
7762,0
7187,1
7897,1
2097,1
796,0
1716,0
4759,1
5480,0
1861,0
7894,0
9792,1
2932,0
8455,1
4258,0
2957,0
7253,0
4959,0
5988,0
3436,1
3562,0
5040,0
3993,0
7956,0
5141,0
2930,0
9078,0
4239,1
3802,0
6199,0
3,0
10395,1
5586,1
3351,0
2779,0
1071,0
6724,1
8939,1
4337,0
3295,0
4636,0
10278,1
6622,0
7918,0
1911,0
9653,1
6749,1
2059,1
3254,0
9661,0
1766,1
7741,1
9367,1
2161,0
6700,0
9997,0
3501,0
10124,1
10293,1
5663,1
7991,1
8482,0
1520,0
7377,1
6878,0
1264,0
2395,1
5732,0
3747,0
7351,0
4165,1
8595,1
4870,0
5033,1
9594,1
3887,0
434,0
2920,0
5488,1
1327,1
3022,1
6055,0
3717,1
8148,1
10319,1
5832,1
3739,0
7617,0
7677,1
4304,0
325,0
1735,0
6323,1
1214,1
4806,0
10100,0
9942,1
7753,1
6375,1
8251,0
1459,0
7740,1
9509,1
2700,1
9721,1
4943,0
3084,0
8040,1
1927,0
4081,1
5755,1
8283,0
1361,0
4603,0
3667,0
9615,1
9964,1
9424,0
8074,0
201,1
6571,1
6489,1
4360,1
4290,0
9516,1
727,1
8488,1
649,0
973,0
7128,0
8432,1
8360,1
1356,1
4005,1
6045,0
9765,1
1175,0
8101,0
4836,0
9654,1
9822,1
9953,1
6470,0
10298,1
4844,0
263,0
4999,0
8520,1
6400,0
9561,0
8723,1
3039,0
3236,0
3042,1
8394,0
8111,0
7877,0
3512,0
5750,0
4506,1
2955,1
7436,1
2217,1
6698,1
718,1
7161,1
1434,1
4267,0
6648,1
6130,1
6109,0
1717,0
4095,0
2850,0
2958,1
177,0
3966,0
564,0
2861,0
10135,1
2883,1
3284,0
5406,0
192,1
1668,0
3319,1
7848,1
8374,0
3586,1
2172,1
7055,0
1805,0
5407,0
4373,0
7567,0
5562,0
5041,1
3762,0
421,0
6137,1
7401,1
9275,1
2995,0
6532,0
6516,1
10456,1
548,1
9766,0
2956,0
7975,1
5261,0
7983,1
4908,1
9291,1
5348,0
5182,0
5963,1
2118,1
6630,1
443,0
4340,0
9891,1
2386,0
8597,0
6960,0
1281,1
2192,1
4521,1
9712,1
4454,1
5186,0
172,0
7539,1
5789,0
1285,1
7274,1
7267,1
10217,1
1266,0
387,0
5929,0
7851,1
1117,0
3444,0
4425,0
4338,0
5685,0
7722,0
5483,1
6657,1
2744,1
8120,0
5705,0
7967,0
7982,1
1590,0
601,1
9946,0
3108,0
218,1
5003,1
5319,1
8849,1
3085,1
8022,1
2415,1
6608,0
9467,1
5094,0
9567,1
2901,0
8891,1
7672,0
1769,0
655,0
8517,0
2389,0
485,0
2443,0
457,0
104,1
5697,0
8862,1
9726,1
3445,1
1553,0
7915,0
4023,0
3755,0
4502,1
3840,0
1124,0
8763,0
8696,1
3932,1
5421,1
9671,0
562,0
6834,1
3425,0
2833,1
5169,0
4192,0
7272,0
7034,0
9807,1
1718,1
3953,0
988,1
9818,0
8345,0
4675,1
2179,0
5545,1
244,1
3805,1
340,1
4264,0
572,1
3927,1
202,0
4266,1
1905,1
10003,1
7439,0
7245,1
6467,0
2115,1
9066,0
7012,1
6151,1
7508,1
7669,0
8806,0
6196,1
5129,0
2681,0
66,0
3652,1
8329,1
5273,0
7666,1
8425,1
6858,0
8372,0
2052,1
9917,0
583,0
6080,0
7725,1
10206,0
6534,0
7559,1
7995,1
10372,1
5892,0
6929,1
5809,0
7886,1
8937,0
1079,1
6479,1
3021,0
816,1
7059,1
6599,1
10210,0
4372,1
4241,0
1562,1
2355,0
7352,0
2266,0
3415,0
2982,0
2325,0
3151,0
2260,1
9637,1
9667,0
4593,1
7767,1
3907,0
4049,0
5443,0
4033,0
5913,1
4685,0
8897,0
7949,0
2773,0
9598,1
3752,0
7040,0
6666,0
9152,0
3205,0
1563,0
5699,0
2831,0
2404,0
9202,1
6257,1
5337,0
4833,1
3321,0
1438,0
10204,1
6897,1
9635,0
8922,0
9923,1
6276,1
2022,1
2463,1
2231,0
127,0
2759,1
3051,0
7251,1
3434,1
5819,0
4641,0
3096,1
3705,0
3567,0
2520,0
9475,0
2912,0
6586,1
5435,1
4416,1
103,0
3757,0
57,0
2891,0
6996,0
1714,1
2409,0
5807,0
3230,0
7137,0
2,0
4014,0
5528,0
2695,0
3408,0
6909,1
6753,1
5176,0
10011,0
2125,0
8724,1
289,0
976,1
6245,1
3798,0
9003,1
5009,0
3308,0
6808,1
7160,0
1378,0
4901,0
3962,0
7937,0
1188,0
2390,0
7685,1
3869,0
8507,0
3406,0
9340,0
7959,0
8187,1
1997,1
9263,0
4781,0
1270,1
5187,0
8294,1
4522,0
10019,0
3510,1
8094,1
5079,1
1686,0
7035,1
5891,0
4367,0
5198,0
4945,1
7715,1
849,1
4587,0
2985,0
6103,1
1196,0
10154,1
7712,1
4595,1
1660,1
7860,1
8108,1
2277,0
2703,0
7927,1
9988,0
8711,0
8501,1
9940,0
2241,0
3811,0
9825,1
5335,0
2164,1
2588,1
6032,0
5349,1
1721,1
3603,0
7522,1
7840,1
701,0
1961,1
6331,1
4744,0
83,0
888,0
1456,0
8819,0
4873,0
4570,1
398,0
9753,1
8039,0
2050,1
7844,1
7099,0
567,0
8825,1
7381,0
8271,0
1672,1
9058,1
7838,0
8502,0
9864,1
8438,0
5195,0
5669,0
323,0
1729,0
3083,0
9354,0
1870,0
2383,0
3448,1
2718,1
10253,0
954,0
7862,0
2950,0
79,0
2842,0
3059,1
8007,1
3682,1
1217,0
9215,1
7786,1
1727,1
9097,1
1493,1
62,0
9886,1
10163,0
9029,1
2236,0
2792,1
1150,0
2211,1
5060,1
1033,1
3285,1
9107,1
10280,1
1522,1
7391,1
4597,0
7141,1
7633,1
6033,0
5985,1
3224,1
3834,1
9563,1
6138,0
3803,0
9482,1
5700,1
4162,1
6270,1
3063,0
1879,1
3198,1
6905,0
5880,0
8410,0
5156,1
7707,1
1486,0
800,1
5842,0
5806,1
3291,1
1045,0
4175,1
5209,0
7290,1
809,0
10196,0
8547,1
2035,0
1194,0
1497,0
10079,1
2000,1
3206,1
2453,1
605,1
5218,0
6680,1
5430,1
5548,0
8377,1
516,0
10368,1
7864,1
3395,0
5095,1
7307,0
1549,0
9093,1
3553,0
4437,0
2235,0
4766,0
1449,0
9680,1
9845,0
4918,0
5442,1
7041,0
9601,1
5759,1
6352,0
9118,1
686,0
10057,1
5241,0
3724,1
1776,1
967,0
9706,1
8576,0
7845,0
5240,0
9554,0
3527,0
3832,0
9759,1
3185,1
381,0
3945,1
5563,0
6604,1
2342,1
1355,0
6821,1
6038,1
4937,0
9249,1
1510,0
4616,1
9234,1
10403,1
8866,0
6754,1
3598,1
2852,0
1151,1
2652,0
10258,0
1220,0
3456,1
8820,1
3253,0
7213,0
9274,1
2663,1
9069,0
999,0
10284,0
8230,0
5083,1
6434,0
5877,1
9657,0
1066,0
8314,1
5986,1
3027,0
5578,0
7355,1
3472,0
1125,1
2586,0
661,0
139,1
6254,1
2689,1
8783,1
40,0
552,1
6917,1
6767,0
3894,0
7626,1
9775,1
9859,1
6523,0
86,0
1303,1
6405,0
1753,0
6839,0
6096,1
3669,0
9802,1
3081,0
535,0
5761,0
7127,0
7534,1
7458,1
5942,1
6203,1
4138,0
9914,0
4919,0
10256,1
9442,1
3826,0
6204,0
8422,1
4843,1
2206,1
5365,1
965,1
5752,0
2323,0
5616,1
444,1
2722,0
3704,0
5190,0
6454,1
9191,0
10420,0
8871,1
3619,0
5486,0
4805,0
5646,1
4,1
3016,0
777,0
3979,0
760,0
4072,0
5137,1
1685,0
3383,0
495,0
4199,1
10250,0
1638,0
5036,0
697,0
3052,1
937,0
1700,1
8650,1
8157,1
1245,0
8623,0
2726,0
9282,1
7606,0
3453,1
1132,1
7938,1
2762,0
5617,0
1643,0
5260,0
6524,0
7080,0
3806,1
1372,0
3707,1
3706,0
9933,1
9915,1
8015,0
8302,0
4480,0
5736,0
4674,0
7453,0
2760,1
10134,1
4135,1
6802,1
1829,1
3915,0
2387,0
2841,1
4458,0
1491,1
3184,1
5907,0
6975,1
546,1
8509,1
8414,1
1364,1
1801,1
4731,0
1512,1
6849,0
350,0
7750,0
8751,0
6658,0
4552,1
4985,0
6896,0
6933,1
5767,1
5673,0
8841,1
8349,0
4257,1
2043,1
4214,0
5645,0
6745,0
3965,1
3856,1
4148,1
950,0
5846,1
6547,0
4922,1
3160,0
8055,1
1408,0
6286,0
414,1
7668,1
505,0
75,0
5326,1
3719,1
9529,1
1365,0
9305,0
9418,0
2601,0
2173,1
9930,0
5610,0
2628,0
3065,1
1431,1
451,0
9976,1
112,0
3101,0
10310,0
4414,1
10214,1
917,0
3622,0
717,0
6725,1
5104,1
4928,0
1641,1
2136,0
10442,1
5833,1
7868,1
5074,1
8990,1
9772,0
9416,0
6214,1
465,1
5908,1
8938,0
8152,0
2770,0
2677,0
603,0
6198,1
6881,0
4404,1
8146,1
9553,0
775,0
975,0
8020,0
563,0
7481,1
10435,1
1128,0
6548,0
4429,1
6931,1
6505,0
2004,0
5219,0
10486,0
2439,1
4249,0
2300,1
9911,1
9237,1
5304,0
115,1
8046,1
1619,0
2358,0
7917,0
8221,1
8942,1
6297,1
9580,1
4846,1
8945,0
7081,1
10302,0
6143,0
2650,1
4331,1
8071,1
6464,1
8836,1
3643,1
2805,1
8944,0
470,0
8920,1
4399,1
7236,1
554,0
9604,1
7923,0
5111,0
8807,1
10144,1
1099,1
1330,0
2812,0
2579,0
165,0
6910,0
2969,1
2565,0
1211,0
2699,0
9224,1
4710,0
3421,0
2667,0
9208,1
5013,0
3892,0
10322,1
7163,0
2438,0
7411,0
6247,1
8786,0
1842,0
6106,0
2436,0
9124,0
8081,0
2887,0
4229,0
1224,0
175,0
2185,0
6008,1
9877,1
130,1
2753,0
10337,1
2907,1
7294,0
972,0
10410,1
2675,0
1797,0
6311,1
2815,1
3422,0
89,0
2232,0
74,1
4713,0
1710,0
4263,0
3041,0
6127,0
2240,1
1347,1
10367,0
