,P,Q,A
8705,19.974414534473976,3,0
2879,2.492277525355666,2,1
2512,3.7985182996288684,3,1
5973,0.7480884663264171,1,1
5847,10.389111970442759,3,0
8227,0.7280485920779247,1,0
1323,1.3034347592442779,1,1
9906,4.263960166475091,2,0
4071,1.4592002339625716,2,1
10431,4.883993753487321,0,0
1359,7.7084848841763645,2,1
1154,6.470416731672898,1,0
3898,0.9222998081557883,1,0
3478,1.0246432300940151,3,1
7943,3.8442735177302767,2,0
8533,5.06858923300116,1,0
1283,-2.5071388253495774,2,1
4379,8.155639663638716,1,1
10151,9.607708514916075,1,0
10088,0.7039193254064671,1,0
6827,9.07769715089243,1,0
2091,5.897948376760945,1,0
5032,7.673283424345958,2,0
9932,16.95465009851826,2,0
7870,11.808867810420399,3,0
2010,3.194756955036718,2,1
5172,17.314046120052133,2,0
2806,9.909376044150722,2,0
2166,16.652680906809803,2,0
2221,3.823810712323912,2,0
10242,6.431265085221423,2,0
2580,5.359416780079627,2,1
711,8.43473747729297,2,1
4604,-0.9652713436304561,2,1
8367,2.082043800222944,2,0
3221,3.3572285098487535,1,0
8048,6.2279706779506006,1,0
5087,-1.4588762989976507,3,1
3163,4.804275050204436,2,0
3220,1.603041218578694,1,0
10287,0.6628723143691855,1,0
904,2.4272635681581445,1,1
5856,7.127701812168773,3,0
6209,10.17553517688127,2,0
2076,7.47746183945441,2,0
1828,2.009237463767476,3,0
8192,20.00828063134462,2,0
5541,2.757506866188626,1,1
7710,13.379120399635033,1,0
257,-2.704461924425166,1,0
7536,5.7051539684109835,2,0
624,10.992654051479352,2,0
279,5.750664164283933,2,0
1370,3.089534722616095,3,1
403,11.31465278087198,1,0
8143,7.1527563960290745,1,0
240,7.478477317651353,1,0
9826,11.320518724321964,1,0
1226,3.9954106464384607,3,0
7301,3.545829681997602,1,0
4293,0.8638371037575534,3,0
9520,7.611381783367966,0,0
5625,4.5058823539155295,2,1
8206,7.447018026650027,3,0
6332,10.470935720422293,0,0
9163,-0.7168547660718658,2,0
2272,0.7911749287326335,2,1
7936,6.71356439279076,1,0
2405,9.99144236072876,2,0
10326,7.155000737087714,0,0
3663,5.536225107035418,2,0
2656,4.079911485078334,1,0
3577,-1.549748633185955,2,1
7006,4.100335279064146,1,0
593,2.5036473403961885,2,1
1543,-0.3030810960315877,1,0
1986,8.564497148799576,2,1
7477,8.139072910253091,2,0
1053,0.1629422526887629,2,1
4876,-2.079749605887744,1,1
7625,9.943907767842122,1,0
4474,1.3676628207867743,3,1
2423,-0.33571731453657794,3,0
7684,6.3552930964538605,0,0
8809,14.488567667520542,2,0
2495,-3.801905133594651,3,1
6946,4.597594504917223,1,0
4496,-1.7271443218641946,1,1
7004,0.40204552815734873,2,0
3650,-0.5948843119136873,1,1
8163,5.131772865982498,2,0
9343,9.42615291646426,3,0
8458,20.912056091019647,1,0
7874,4.703387309768108,1,0
7024,0.7948329073680689,1,0
8631,9.8762236928762,2,0
10225,5.676786510152991,2,0
317,0.3423963105428829,2,0
628,6.326826467645833,2,1
952,5.3704442382812765,1,0
9603,2.805440279380701,2,0
8380,14.281271694376896,2,0
2576,13.569929276074596,1,1
899,17.65592232905097,3,1
5956,6.735943885529528,1,1
7418,13.75576205723067,1,0
125,11.15759786300066,1,0
10238,0.002634516723020619,1,0
783,-0.26166297907765745,2,0
1,-0.35255907074069404,2,1
8752,6.111594928289093,1,0
166,13.957453744338812,1,0
10160,9.154812297099008,2,0
4320,2.711372636653971,2,1
9791,4.822363728343375,1,0
10164,11.113303199820235,0,0
1112,8.53468296583352,2,1
9094,1.750302484084224,2,0
2110,-0.19643344527003032,3,1
6801,4.72862075791092,1,0
6559,9.458089421225063,1,0
5760,10.097367876783194,0,0
6870,3.9734124310242276,1,0
6185,-0.12818434791527916,1,0
758,0.4004242126971438,0,1
9154,9.804508919610784,2,0
6580,1.1920428089541966,1,0
8729,3.9284468258385052,1,0
7462,2.098581879728874,2,0
2314,6.922091246400127,1,0
8119,5.329002450519285,2,0
5587,2.9428144041306585,1,0
9206,7.972822970445257,3,0
4858,2.4793385471811082,2,0
871,9.098530120117825,2,0
2987,-4.725549401698044,3,1
996,1.6936339929410238,1,0
1122,0.3168402383872426,1,1
3589,9.264628017796664,1,0
1803,3.659877786797927,2,1
4579,3.433755572319537,2,0
8282,7.742633283343583,0,0
7144,5.227354683718925,3,0
1313,4.489376967564062,2,0
5047,2.719043242611327,3,1
9610,6.041860041736812,2,0
2679,4.259004411812776,2,0
2684,8.238842315983334,2,0
4134,15.439181322283925,1,0
10120,3.920159750990596,3,0
7813,1.6863148490127275,1,0
5465,5.730850160558556,2,0
7687,11.275661891984274,0,0
3488,5.97703107244699,1,0
5224,4.569878210704394,2,1
4906,1.9018818391817283,1,1
9835,2.475529836086429,2,0
2074,3.9825738027831417,3,1
1001,4.731316040759283,0,0
9476,5.271327214983089,2,0
9461,-1.8271305615957834,2,0
5481,-1.0358538242072697,3,1
962,4.23818076310388,2,0
4299,10.578082617297614,3,1
714,3.3254045086061574,2,0
6341,2.01385582587321,1,0
10449,1.6249387731659568,1,0
1436,11.721531482846418,2,0
9811,6.91752016103422,2,0
1272,-0.2204939239680861,2,0
1082,1.429615317667388,3,1
7651,3.564974735214763,1,0
10485,0.3836531168835964,1,0
5109,3.6265287521631833,3,1
3814,4.63685955489417,2,1
1182,5.243872330783418,2,0
467,5.522138133414092,2,1
901,9.01071469045634,1,0
8132,4.733382083219963,2,0
9717,-2.5742255881984217,2,0
3543,3.163579307031637,2,1
4684,1.6853710365109633,1,0
7919,9.57475045389233,1,0
5653,6.056875912039199,0,0
7366,6.240106370093264,1,0
3753,4.6689175270507155,2,0
5882,6.590285974999345,0,0
620,2.786888157840463,1,0
868,16.891370685426295,1,0
9446,1.8316351518970393,1,0
2660,10.038190774491333,1,0
7756,14.719882185701815,0,0
5212,5.4769707415754905,1,0
2410,1.7393762465817173,3,1
1909,17.268729280182036,2,1
10311,22.907779100211545,0,0
9145,8.015624538952526,3,0
8404,12.926711200666428,1,0
9104,6.762382064102974,0,0
1836,-3.0197162072668235,3,1
3331,-4.3077984823812425,3,1
6982,4.939129127825581,1,0
6164,6.423544019905618,1,0
2273,13.189642307510493,1,0
6949,14.264938753537619,2,0
7728,16.124011097451753,1,0
8228,8.176010173731227,1,0
8096,7.957572916018053,1,0
845,16.107745733194786,2,1
108,9.650428523298789,1,0
9048,5.8890179883170966,2,0
4697,2.982214866188616,2,0
4784,3.451559618202407,2,1
6001,2.5718051576039986,2,1
9018,8.461271053500838,3,0
1057,7.051607422554227,0,0
9350,5.156457189146419,1,0
3629,4.220205634259612,3,1
2867,2.9253100009019652,0,0
8307,7.794366399784443,1,0
3736,1.2121452737276968,2,0
2467,12.222618179522518,0,0
6970,4.416199804909279,2,0
7303,3.6766765827287053,2,0
2971,6.576298842862839,1,0
9494,10.013255542036342,1,0
8234,2.9249485417825682,3,0
6426,4.061008306500944,2,0
1689,1.5357778950216212,2,1
8784,14.123848737304582,2,0
9502,1.2814114677439177,2,0
6353,18.388705125766208,1,0
9366,7.113834345086356,1,0
1072,4.168065142997941,2,0
9871,6.135718229300922,3,0
3089,1.1258178121855993,2,1
10126,5.696174551465893,1,0
2573,1.6495671751911556,2,1
9994,2.7844980961229573,2,0
3012,3.252494959219892,3,0
1023,9.148111265302411,2,0
8062,9.370589020209206,1,0
5473,0.8463606967921664,1,1
2254,-3.2915003299515924,1,1
6013,4.491329889445095,2,0
695,0.4951962682295524,1,1
4198,4.460868765813781,0,1
7837,5.56053554093031,0,0
6095,0.18942532633642273,1,0
3626,10.40727103086072,2,1
4523,3.5439193063523566,2,1
5800,7.459799116006296,3,1
1715,7.1536022620344974,2,0
6468,3.222819266406482,0,0
5254,1.073206121538216,1,0
4822,9.495183364079075,0,0
349,18.752811067208494,2,0
2215,5.971810525322226,3,1
1587,5.488236714413365,1,0
4629,-1.7572013230670231,3,1
337,15.623648276201198,1,1
2099,4.794872034223867,1,1
7594,1.9767611265080651,2,0
5384,5.951842812434062,3,0
7371,1.135873912868537,3,0
6269,3.935017232761925,2,0
8844,-1.5964163838733518,2,0
6716,0.6470529475173752,1,0
4441,6.156002649781571,1,0
39,7.328925532656104,3,0
2755,6.473078015994561,1,0
6552,12.371526310614199,2,0
4150,9.923831719882479,3,1
5376,7.06918061371271,1,0
8905,-0.5763194963808438,0,0
7050,6.31431389058192,2,0
58,4.292333950670187,1,1
2625,-1.6809465205472445,3,1
2216,2.1676308590294204,0,0
5696,2.5442914094703912,3,1
5188,1.8478567997712592,1,0
4089,7.107928942488313,3,1
2768,8.542312882757782,3,1
7556,10.699825496659853,1,0
10224,7.828644207669423,2,0
2417,5.289098775126972,2,0
3788,7.173474880732883,1,0
1548,4.051152583998251,1,0
9666,10.77467998218911,2,0
6688,-1.4472101528135362,2,0
10489,7.820243703595111,1,0
723,11.48319047776309,3,0
331,14.64390840279646,2,0
4374,4.133922868708992,2,1
8086,8.309164570212266,1,0
9319,2.1775336519624595,2,0
3688,-1.0771768141978146,2,1
1755,4.956165109107855,2,1
5202,4.585108576554552,1,0
10492,19.477525541432286,3,0
3475,3.7554734830926346,3,1
8156,10.490502387497527,2,0
10457,7.774459713135638,1,0
3855,6.036334618431196,2,1
5723,1.6811528870822854,2,1
5543,8.173860638249497,1,0
6070,0.6002040149923316,0,0
9816,9.773891764361792,1,0
5091,4.296429843908781,1,0
8091,1.6417373329907512,0,0
5665,9.97311161889624,2,1
10484,6.89427845991776,2,0
6793,4.566600182402102,0,0
6979,4.211489123216865,0,0
2460,11.305219374160627,2,1
2366,5.276461080145562,3,1
6021,8.103233392321913,2,0
9543,5.802589794541121,0,0
10192,8.298848773708414,1,0
6206,8.54996703816998,2,0
9113,7.776148465771311,2,0
4075,7.463216369094576,2,1
9131,0.008092169494709367,2,0
7152,5.036194716963628,2,0
9658,1.4557392586902986,3,0
2196,5.292354760286526,2,0
3685,3.8903449742569527,1,1
4388,3.606075232216568,2,0
1591,8.335830310126537,3,0
1363,2.2697481647615274,2,0
10407,3.917033437910071,2,0
6805,8.173820840655903,1,0
2197,11.683637293863674,2,1
6262,2.4002547289509297,0,0
10405,1.5297199679860993,1,0
8162,15.590204784021195,1,0
3100,5.076719349664435,2,0
3040,1.382299304911771,3,1
5570,-2.59321223756893,3,1
364,5.594740322109078,3,0
9465,3.882234196084636,2,0
3334,15.367218570102496,2,1
8413,9.794857499583145,3,0
8483,6.6279320969071005,3,0
4397,0.8520778559179034,0,1
9248,2.453626798134629,1,0
479,3.736186255552529,2,1
8798,0.387540336028652,1,0
4542,11.375539235789452,3,1
3260,6.29216381256338,3,1
736,2.5718047394999113,2,1
5992,15.944944537733253,2,1
4927,2.402903877917677,1,1
9369,15.870007795552343,1,0
4869,-1.579432035111271,2,0
9596,4.981016666758286,0,0
4234,4.060642699372666,2,0
1705,5.108175212888075,2,1
3883,0.057069442311514784,2,1
3110,13.60512579898105,2,0
3681,1.361568617847334,1,0
1242,6.428784587195089,3,1
5248,-0.4697829848365032,1,1
3099,6.452407263490999,2,1
6927,2.733360052547566,2,0
2450,2.570724179035549,2,1
7092,8.404933018991363,1,0
9108,-1.3052716466934409,1,0
741,1.4268854899770511,2,0
524,2.18955017123477,2,1
9080,4.328643191334521,2,0
5494,0.07801626517178284,1,0
1208,1.465217257966918,2,0
6210,1.0206913222164657,1,0
8652,6.170675413048438,1,0
4505,3.181444808470841,1,0
7449,9.25330652107877,2,0
527,6.023846071049948,1,0
8474,8.392646539325478,2,0
10170,6.97331518381752,2,0
7597,3.5917693392901064,1,0
8190,4.7189820656391905,3,0
5835,1.2366331718699624,2,1
2813,2.7109921229708562,3,0
585,2.4371210972416,3,1
8514,6.786561509378485,1,0
5725,3.7365770275397585,2,0
2032,3.736462848615556,2,0
9514,5.520547626004772,2,0
6872,2.0097609737281985,1,0
8808,12.358933532850955,0,0
9322,4.159484124248028,2,0
887,2.4464723019789454,3,1
753,0.8860569521179882,3,1
6333,2.9870964380250404,2,0
9382,4.98746279622428,1,0
1932,2.87047230425586,2,0
5568,0.9658842284131012,3,1
5199,13.387689399412984,2,1
4140,2.28958583903115,2,1
532,4.030903319174511,1,1
8118,5.144033212851568,1,0
9568,8.590820572132312,3,0
6218,15.757144494456238,2,0
2801,-1.9251700009552697,2,1
9958,8.996566667213845,2,0
4630,5.080434841303635,0,1
7335,6.126991595300194,1,0
10213,2.3007038500698775,2,0
6875,0.09791660342537478,2,0
3587,9.735728405947352,1,1
134,-2.068294623018633,3,1
4941,9.320628025973377,2,1
1470,1.9090300745743292,2,1
2513,2.6204094105927362,2,1
2575,-0.2782359319556522,0,0
5762,10.535846342398642,3,1
859,0.9578428487276223,1,0
2397,1.1491903014247968,3,1
4238,3.6469861480735553,3,0
2661,1.398204723308511,1,0
10307,-0.7299999724208887,0,0
1496,2.0617634197628525,3,1
568,0.2546153907673257,3,1
10131,8.854926493398567,1,0
6347,9.576997155712187,3,0
1240,12.982944065507928,1,0
7229,5.496648816798542,1,0
2372,-3.210061025421357,1,0
8537,3.879775907513934,1,0
1564,13.296864233244298,3,1
7863,9.397699058229897,1,0
6915,3.8482205699170935,2,0
8960,2.503523247919808,1,0
7655,6.057570496863178,0,0
6135,11.148970337178675,1,0
3056,-0.5651386496715087,2,1
4875,-1.9832781954970558,1,1
3721,4.24530210915457,2,0
10391,2.3699323151975626,1,0
3090,9.539489001453816,1,1
6422,5.247229984900599,1,0
4736,1.731869505402536,3,1
3610,2.0079355570153683,1,1
3885,12.426559344933349,3,0
839,0.6629001507981541,2,0
7631,4.77104481930104,2,0
813,6.7452313806418704,2,1
8654,3.4986116302964514,1,0
8747,-1.8053106343832521,2,0
8621,3.1980524087769933,3,0
2550,-2.3691539084330144,1,1
7834,26.27254351359423,3,0
10290,5.664542613917279,2,0
1719,14.2258471063885,2,0
1007,4.9534385685882825,1,0
1599,1.3320505765965283,2,0
4381,11.42619660791743,2,0
9743,5.461108844692803,2,0
2326,5.8698871829064005,3,1
1787,-0.13154519696860367,2,0
10058,8.761768466899188,1,0
7701,10.281030198125915,2,0
3392,3.2150708609515934,2,1
8557,6.917376148704136,2,0
10181,7.149441324969663,2,0
8674,7.141513399483925,1,0
5621,12.122495052478492,3,0
1494,7.758731459943164,2,0
1251,0.3092553489497456,3,1
7365,-0.13266500685400096,1,0
1015,0.09669568196363221,1,0
4223,8.016068045660175,2,0
4130,0.656446796170285,3,1
354,4.207316994157914,1,0
9894,8.082621280096854,2,0
8313,10.408736763009891,2,0
7428,6.924677041888399,3,0
6165,-0.2803956875063476,2,0
3921,2.9042959393434873,2,1
963,9.813255612646415,2,0
866,2.768710007793773,2,0
6977,9.81614447922193,2,0
3225,-1.631486232814501,3,1
1796,7.40473435905349,2,0
1620,4.572850805251355,3,0
4398,15.91432646529211,2,1
3700,7.270372727374964,3,1
2012,1.1297345901065785,3,1
149,0.6700301639814463,0,0
3098,1.7568727122556078,2,1
5939,-1.1323656597256022,2,1
2181,4.107431952822877,1,0
200,8.678534683554862,1,0
707,-1.8488067969948736,2,1
7056,9.108978348483,3,0
10227,8.985891190026678,1,0
2020,2.848344317484364,3,1
5046,-0.1413038812700767,2,1
7689,3.8252034999275804,2,0
5871,1.4340566967169825,3,1
5364,-0.7389607095231856,3,1
4553,6.308120591328081,2,1
6381,4.98723013023221,1,0
3956,0.1929232008215156,3,1
3573,1.1753676539943299,3,1
8253,11.84156098536894,1,0
4182,9.058164726816884,0,0
5630,3.8191833347454844,1,0
4561,1.1723175018032805,2,0
7576,6.182113377770548,1,0
10265,18.606220374032645,2,0
4055,2.7005629748372315,1,0
3723,-2.246099493429038,3,0
4853,3.676194495228565,1,0
6187,4.153411442915678,1,0
984,4.247914666915963,3,1
1756,1.501243208244072,1,1
2332,8.190179235881091,1,0
2857,3.976600639838371,1,0
7318,7.984616668625826,2,0
7535,4.042613041068269,1,0
4288,3.721128006563441,2,1
4088,6.161520140582578,3,0
7603,11.990205283504848,1,0
5035,4.365739268771896,1,0
7343,19.591594036223857,0,0
10127,5.3689163886597795,2,0
5745,8.000009501783682,2,1
3952,0.8759189860916292,1,0
3410,1.203714509655796,3,1
3413,4.216719275111677,2,1
5623,-2.525787562056428,2,1
10199,22.179769710718038,2,0
6667,1.6347765740810387,1,0
8318,0.38651489346468715,2,0
8531,10.722274270256353,1,0
8548,10.743582554504119,2,0
6091,5.669347734448744,2,0
10362,8.157637963679242,1,0
4683,6.870518257354771,2,1
9498,2.812101796968597,3,0
4965,1.9743598547131582,3,1
2094,6.853057543879679,2,0
158,12.248283289944819,2,0
4932,10.399643907695053,2,0
7575,3.1285937483891795,1,0
8918,3.1383199543174265,3,0
2632,0.18054944026081587,0,0
5055,5.681577420997392,0,0
326,7.239565762558767,2,1
3569,2.592810248480963,1,0
5140,2.223114229482864,1,0
5933,4.303561219855884,2,0
5898,10.946708832682365,3,0
10380,11.7887138528122,1,0
4934,9.631849278751194,1,0
3149,1.0016926813608031,2,1
1351,4.735644385589986,2,1
622,8.149415096073124,1,0
178,6.776945939084733,2,0
2067,5.3862941948525265,2,0
9129,3.7199681655297105,2,0
4576,11.308011819146389,2,1
4436,2.012669133477498,3,1
7510,2.2577637785344042,2,0
616,2.174718759071289,2,0
4920,3.9318057419170236,1,0
557,1.648739620524774,2,1
8219,4.716504266385652,0,0
639,0.9213639506991196,3,1
2396,9.834026023043396,1,0
9072,11.311040569693915,0,0
7072,3.0795433580624723,1,0
8824,5.235105450404204,2,0
5236,14.558840008454164,2,0
4584,6.75256218649594,2,0
7709,3.0454726200515068,1,0
9456,8.400900770856028,3,0
1034,2.327825323933557,1,0
1950,-0.8205489640114147,2,0
6784,20.00083009724315,2,0
4814,9.07518186145277,3,1
6260,16.989797891785205,3,0
638,22.769240040238174,0,0
4623,10.520941255795234,1,0
9955,4.9181113934566945,2,0
3866,3.7919143994724913,1,0
494,4.537114745469388,2,0
7020,8.769912520608264,1,0
9217,5.215068975758082,2,0
6961,1.0165721975306372,1,0
2296,5.31457777767572,2,0
3863,4.986139574299642,1,1
5743,11.533585351272508,0,0
3075,6.505687254869211,1,1
1675,7.7912626381898145,2,1
7771,5.597669122017427,1,0
6919,9.74478450257297,0,0
7047,6.088520666580091,0,0
3737,0.8146890097565558,2,0
8628,7.152217422387722,0,0
7113,10.518921461656818,2,0
6660,1.5583996929360717,2,0
4079,1.3365754722073637,3,1
6384,13.230091536480051,1,0
6129,11.614835122372774,2,0
3547,1.289841051866496,2,0
7981,4.89202798312588,2,0
5331,4.175420714967415,1,0
1466,6.989276164506811,1,0
7553,15.411458855907078,1,0
10129,5.375230832029176,1,0
4527,2.547018644435945,1,0
6861,2.3624841160955787,2,0
8598,10.553334661816445,3,0
5017,5.418507592198765,3,1
7529,3.697295843185544,1,0
2655,-0.48951300100193373,3,1
410,6.781173184247176,2,1
3604,6.6689624171695705,1,1
5810,-1.262957461529171,3,1
3451,6.553001188677234,2,0
10383,7.141752288457894,0,0
515,4.02579243665639,1,1
3315,6.397056576986266,1,1
8850,0.03676920064004552,1,0
5982,2.8935707648420883,3,1
4117,10.603936858640711,2,0
3946,8.776946885285803,2,1
797,5.439814701199022,1,0
1867,13.309626027431618,2,1
4646,4.392888431268572,3,1
3521,2.0490035083167677,2,1
4526,6.967432287631921,1,0
5309,-1.4512949361293095,2,0
7288,2.4079416311442636,1,0
7899,6.971607195220657,3,0
9715,8.207077020506366,0,0
4953,2.64592271670157,2,1
2519,8.22280724282696,2,1
6807,3.87085869808798,2,0
3890,3.979434184154593,1,0
6035,3.3146810998647247,1,0
9639,7.865025065987007,2,0
631,4.219977959053466,0,0
7977,-0.3476728254773227,2,0
2062,7.754646361458406,2,0
3053,2.1810951956589584,2,0
4909,17.548128983554648,1,0
8602,5.521468554942379,1,0
4939,12.877147018016352,1,1
3654,7.109815490838902,3,1
8852,-2.8530370473101008,0,0
1042,8.20068365041898,1,0
1530,2.909293396640667,2,0
9656,5.6264691622508884,1,0
5701,7.412760180438541,3,1
6732,4.211888124234283,0,0
5772,2.2958203076667196,2,1
545,1.9767506984274832,3,1
6921,3.946562317017338,2,0
2980,6.710425721642261,3,1
9174,-0.99399553435532,1,0
10237,2.154003268432235,0,0
683,3.9266384089699446,0,0
1273,5.1109540194690455,2,1
9464,-0.9100502517527441,2,0
4558,1.5874551353791526,3,1
1403,2.8877938610655405,2,1
5996,1.5008887020109265,1,0
9841,8.927607924992161,2,0
3735,9.213800103262978,0,0
2002,-2.6311766279996207,1,1
2301,1.017805605482936,3,1
2283,7.527138071474104,1,0
10059,1.8017575298607904,1,0
3023,1.3656219913700993,2,1
5943,9.212449368150592,2,1
5425,12.227586882264752,3,0
8362,4.852279785028094,1,0
8045,2.422342515300848,2,0
507,7.8218824307615495,1,1
1263,2.3243343706717843,3,1
6815,13.77791186007039,2,0
6932,1.8355354558900083,1,0
5426,0.06929911044733794,2,1
8198,-0.2070701899682157,0,0
260,-1.6843179003238224,3,1
594,14.285076999192068,1,0
5742,6.620915446331484,1,0
8382,3.3798421295612933,2,0
5131,-1.2684159574009768,2,1
6625,7.668802554107742,1,0
6121,8.847485590235799,0,0
7774,1.3563612223541894,1,0
3919,4.495303982671002,3,1
188,2.0874772551700875,0,0
2863,-0.29782866635057104,1,0
3389,2.4141359229234425,3,1
2621,-0.41835243161539903,3,0
9770,11.131061333278902,2,0
255,-0.25337447618105147,2,1
7758,4.734058006483088,1,0
9033,1.4510425717463833,2,0
1501,4.677241882628496,1,0
2884,1.6649759131530681,0,0
6557,4.468898708975194,0,0
6277,1.9468234722717688,2,0
2747,0.2147151166164647,2,1
8176,-0.7576399919883701,2,0
7200,1.81739140394888,2,0
7947,8.44541790259163,1,0
6670,3.886296539271605,1,0
1912,12.017066704905238,2,1
4487,0.6522674430624846,0,0
8212,3.5575874814358883,0,0
2048,6.043895495979446,3,0
2757,2.81667864577121,2,0
1423,2.401690121925867,1,0
8075,6.633329975352302,3,0
8692,1.576418627937989,3,0
5420,7.308574067938902,1,0
7914,16.250405279566113,1,0
3794,9.964678747215107,3,1
8316,4.695241930478848,3,0
5727,4.933550587854638,2,1
5383,5.576127930927488,2,0
8245,1.0676809278593793,3,0
10026,5.422106081764055,2,0
3742,-1.0142902224816006,3,1
203,-2.194620124354542,3,1
2275,1.1711233817272446,1,1
7194,7.004532478429207,0,0
1782,5.280656068017857,0,0
3029,7.331780081221016,0,0
6575,11.35437266447104,1,0
2190,-1.4336503994491714,3,1
6298,-0.3062694504399355,3,0
9165,0.941017404562903,1,0
1642,4.765982657136883,0,0
2149,1.4441296153053385,3,1
5232,8.930900205721107,1,0
4997,13.875769686150488,0,1
9450,6.094148518022103,2,0
4040,8.337439311679532,1,0
9948,1.0775377393014174,1,0
6613,4.7558185054607955,0,0
6750,8.287457706994479,1,0
1628,-2.6060517949832374,2,1
4306,4.46752233675879,0,0
9967,9.261446045777571,0,0
6614,-0.3001941456865982,1,0
8418,5.4652607626777385,2,0
1234,2.708170511834015,3,1
582,3.257471791123332,2,1
2809,7.167457721149863,2,1
225,18.77696871161283,2,1
4334,2.9133398423999814,1,0
3969,10.009502736812305,2,1
8722,17.05205118413238,1,0
5671,-2.5824502717768905,2,1
7896,4.824201011813999,3,0
9934,1.2765546949764224,1,0
609,2.9036793209100527,2,0
8112,2.0923007258270245,3,0
7545,1.8982324270174924,2,0
4752,2.8180807919170463,2,1
10450,7.310746503113911,1,0
259,7.791440300489172,0,0
8830,4.957393520936748,2,0
2029,4.975349448430018,1,1
3329,1.93200135007144,1,1
1325,12.636557875061477,1,0
4705,1.68176482254981,3,1
439,17.88945774833962,2,0
9879,9.85770620360168,1,0
1241,-4.054484108123539,3,1
7951,16.343491778037336,0,0
7830,9.286969176513864,1,0
4385,3.745305828076421,3,1
8080,15.092483582623561,2,0
7438,1.5538106183970024,2,0
9027,12.430151687458366,1,0
6551,-1.0317235442498474,3,0
5635,5.2087620530501235,1,0
1824,4.638905493948673,2,1
9837,-1.2612097858488402,1,0
7472,2.5625184752409744,0,0
3356,13.966608225482279,2,0
9328,6.650393638258798,1,0
1921,-1.0461413103159414,3,1
6728,7.1155252794252,1,0
9808,7.491997164248351,2,0
9827,8.517997541790427,1,0
726,1.2952190274224122,1,1
6761,3.325666567967776,0,0
8510,6.358910006046226,1,0
8583,9.802207328509494,3,0
3787,-1.357136950623068,2,1
8167,4.474513885073999,2,0
9798,7.587678586836954,1,0
2178,2.1902913523067284,2,0
7022,4.289600026421027,2,0
3825,8.284488267639539,1,0
5712,7.283347664614011,0,0
7500,5.839920504410686,1,0
1366,-0.1675044890659272,2,1
