,Y
1313,1
5655,0
3221,1
4404,1
6423,0
6189,1
3528,0
4040,1
3096,1
4775,1
8074,1
9554,1
8916,1
9430,1
5801,0
4793,0
9035,1
8077,1
709,1
9288,1
1861,0
246,1
2415,1
6278,0
4853,1
8738,1
6246,0
6398,0
3884,0
4202,0
8080,0
8679,1
4690,1
203,0
3585,1
4001,1
6322,0
4373,0
9693,0
156,1
4014,0
3567,0
1325,1
7769,1
5664,0
7971,1
1461,1
60,0
8379,0
353,0
2653,0
7495,0
4391,1
5075,1
7797,1
4644,1
4768,0
9236,0
5015,0
3439,0
9232,1
3142,0
2986,1
630,1
1974,0
6014,1
6407,0
3169,1
8619,1
6957,1
9079,1
2883,1
6330,0
1515,0
1431,1
47,0
305,0
3717,1
8487,1
7403,1
3445,1
567,0
3527,0
8674,0
6651,1
824,0
8939,1
7536,1
6760,0
9061,1
7792,0
185,1
5399,0
1219,0
7426,0
9011,0
363,1
3263,0
8317,0
7097,0
9734,1
8814,0
397,1
6211,0
7924,0
1885,0
2665,1
9410,1
2899,0
8583,1
9088,1
1935,0
4687,1
4116,0
3681,0
7000,0
8437,0
1104,1
8685,1
9182,1
3653,0
2937,0
4227,0
5176,0
9515,1
9033,1
5123,1
2958,1
5902,0
8404,1
5408,0
2773,0
1052,0
134,0
3097,0
7456,1
4777,1
8668,0
1192,0
7999,0
6353,1
9149,1
72,1
8770,1
1072,0
9564,0
4038,1
1584,0
1870,0
3184,1
2632,0
8956,1
3393,0
4266,1
4755,0
6992,0
5145,0
9651,0
8769,0
5982,1
6003,1
6545,0
7638,0
4321,0
940,0
1118,0
7201,1
579,1
1541,0
6058,1
2655,0
1715,1
4522,1
4939,0
2978,1
117,0
7814,0
1387,1
3434,1
2868,0
8732,1
1909,1
705,0
6300,1
5414,1
636,1
257,0
5449,0
938,1
6542,0
8889,1
527,1
5938,0
9204,0
6122,0
7961,0
8951,1
6717,0
7232,1
8996,0
243,1
9561,1
5034,1
5717,0
4584,0
1574,0
9103,0
7151,0
8914,0
1886,0
1209,0
3444,0
372,1
4181,1
124,1
9265,0
1753,0
1891,0
7217,0
3763,0
9226,1
1188,0
2813,0
2833,0
1591,1
8147,0
7521,0
7276,1
3570,0
8452,0
1369,1
3716,0
6599,1
2464,1
2519,1
8764,1
2569,1
7660,0
7008,1
8298,1
6298,1
3664,1
8497,0
860,1
5118,1
2409,0
9377,1
9302,0
1535,0
7200,0
1811,1
7507,0
688,1
7419,1
5090,0
2791,1
1384,0
5518,0
9015,1
301,0
8473,1
1132,1
5603,1
877,1
4005,1
3736,0
3802,0
8591,1
5054,0
7053,1
727,1
2323,0
255,0
4412,0
758,0
9617,0
4405,0
3515,0
3719,1
5460,0
6162,1
8903,1
1362,0
7014,1
1727,1
5548,0
967,0
9704,0
9560,0
377,1
9124,1
3867,0
4976,0
4183,0
5454,0
2722,0
8187,0
1548,0
1159,1
6621,0
1306,0
8694,1
175,0
1147,0
1226,0
9247,0
8532,1
5721,0
3320,1
9159,1
4429,0
2178,0
8844,1
3970,1
434,0
773,0
2404,0
5610,1
1694,0
2983,0
1034,0
3889,1
7317,1
7406,1
325,0
702,0
1208,0
1032,0
404,0
3559,0
2357,0
7079,0
4998,1
396,0
958,1
2052,1
3868,0
2425,1
9633,1
2806,1
9501,1
6836,0
7272,1
3208,1
5634,1
1644,0
7261,1
386,0
800,1
1035,0
5321,1
6065,1
3711,0
9569,1
2042,1
5295,0
2506,0
3303,1
3088,1
5086,1
7979,0
5500,0
4334,0
1699,1
1905,0
5875,0
4950,1
655,0
8008,1
2277,0
6581,1
7361,0
7127,0
3644,0
2062,1
7257,1
2221,0
8255,0
3948,0
8229,0
4600,1
1907,0
2010,0
7177,1
2174,1
3296,1
7709,1
1181,0
3146,0
323,0
3804,1
2411,1
3475,0
2116,0
4938,0
5008,1
6131,0
8089,0
2398,0
5857,1
9298,0
8475,1
3062,0
866,0
6847,0
6285,1
8743,0
7978,0
9016,0
4944,0
7225,1
2301,0
5700,1
4225,0
81,1
3820,0
5231,1
759,0
1251,0
9048,0
1964,0
9141,1
4467,0
4833,1
2759,0
7025,0
2192,1
4954,1
2683,0
3163,0
1794,0
4443,0
3887,0
1036,0
4681,0
3110,1
3885,1
6627,1
6517,1
8904,1
1941,0
9329,1
4200,0
6413,0
8567,0
4524,0
2009,0
4271,0
5126,0
5510,1
5928,1
876,1
2982,0
125,1
8564,0
8572,0
266,0
4933,0
5950,0
5401,1
1265,0
3700,0
2904,0
464,0
950,0
1642,0
2583,0
8760,1
6487,1
4480,0
2541,1
7680,1
2279,0
9716,1
1869,0
3697,0
5622,0
8433,1
8595,1
7938,0
5631,1
1989,0
5009,1
841,1
5435,0
64,0
748,0
9612,1
6922,0
8702,1
3722,1
7136,1
5605,1
6942,0
9112,1
9013,0
2304,1
9414,1
4908,1
3798,0
9566,1
7220,0
5990,1
5668,1
6323,1
3425,0
1529,1
8976,1
6899,1
7952,0
5285,0
9537,0
9022,0
3888,0
4948,1
2511,1
6177,0
1057,1
5649,0
524,0
4915,0
4153,0
9425,0
9364,1
263,0
965,1
4249,0
8358,0
8711,0
4139,0
1957,1
6084,0
2950,0
7491,0
4624,1
3395,0
4700,1
6944,1
4434,0
2101,0
3578,1
9105,0
2990,0
5506,1
1239,0
3693,0
901,1
340,1
6270,1
2737,0
1772,0
4746,0
956,1
5650,0
5030,0
9449,1
4947,1
2032,0
6509,0
4797,1
2275,0
9530,1
1180,0
647,0
5305,0
9640,0
1998,0
8351,0
783,1
8415,0
8316,0
9630,1
8849,0
4799,0
5068,1
9618,1
3271,1
1687,1
4926,1
8357,1
9253,1
4257,1
418,1
4254,0
542,0
7330,1
3890,0
4222,0
1588,1
973,0
8799,1
8853,0
6272,0
2091,0
3799,0
3266,0
7503,1
9165,1
153,1
5108,1
8660,0
7870,1
6165,1
4241,0
2969,1
2924,1
70,0
8899,1
5168,0
3205,0
7090,1
3149,0
2879,0
364,0
3562,0
271,0
7588,1
9190,0
932,1
7393,1
5444,0
4541,0
6391,1
6803,1
6284,0
2777,1
1224,0
6901,0
1873,1
8811,0
7591,1
7990,0
9384,1
6809,1
1351,0
3863,0
563,0
5967,0
9280,1
9111,0
8055,0
2495,0
3775,0
2244,0
3105,0
2672,0
7967,1
6689,0
148,0
8158,1
7494,0
2618,0
4580,1
3141,1
5688,0
952,0
3120,0
4302,0
4214,0
5693,0
3505,0
9306,1
8456,1
7430,1
6889,1
1981,0
8940,1
5971,1
856,0
7615,1
177,0
4388,0
2756,1
3626,1
4794,1
8752,1
1620,0
2260,1
2999,0
8879,0
5144,1
5457,1
5458,0
3210,1
4305,1
3994,0
2184,0
240,1
8376,0
493,0
889,0
7227,0
6850,0
3410,0
3048,0
6089,0
7271,0
9284,0
3366,1
6120,0
937,0
5854,1
5507,1
4655,1
8140,0
3595,1
7320,1
9454,1
7095,0
9631,0
1087,0
3129,1
1330,0
2022,1
768,0
5987,0
2156,0
2222,0
7566,0
3840,0
558,0
8661,1
8374,0
3705,0
2520,0
1000,0
1787,0
8673,1
4416,0
4027,1
7610,1
2891,0
5697,1
202,0
469,1
5205,1
1659,0
839,0
8277,1
6508,0
6700,1
7112,0
166,1
6247,1
2385,1
4809,1
894,0
7892,1
6232,0
8330,1
147,0
4552,0
9304,1
9601,0
4311,1
4223,1
5495,1
2760,1
5091,1
6079,0
2470,1
5380,1
3704,0
7197,1
7124,1
2865,0
3295,0
3382,0
7248,1
3363,0
8948,0
2112,0
9164,0
2911,0
8311,0
6071,1
4563,1
2310,0
3442,0
8313,0
3017,1
8554,1
3580,0
9085,0
4167,0
130,1
6553,0
2615,0
4769,1
6834,0
1709,1
2853,0
750,0
3493,0
1641,1
4902,1
9404,1
6960,1
341,0
7886,0
3927,1
4542,1
7110,1
5097,0
7358,1
5689,1
7874,1
607,1
6377,0
6069,1
6507,1
809,0
2128,0
9075,1
3150,0
2164,0
9087,0
8424,0
3638,0
5941,0
2181,1
6772,1
1700,1
1928,0
8575,1
9372,1
6851,1
6928,1
8667,1
7948,1
1914,1
1136,0
5357,0
1904,1
164,0
9200,0
2059,1
2492,0
9433,0
400,0
5802,1
8155,0
9114,1
1466,1
3805,0
7390,0
2619,0
2231,0
5527,0
8604,0
7238,0
3448,1
7960,0
2161,0
2071,0
3132,0
1247,0
831,0
2271,1
4598,1
1334,0
1704,0
4688,1
7382,1
8559,1
6588,0
609,0
3788,1
2024,0
1294,0
8803,0
5214,1
3975,0
5525,0
9136,1
1185,0
3474,1
9487,0
1150,0
1522,1
5005,1
3069,1
9469,0
2324,0
7983,0
4386,0
4656,0
6883,1
5283,0
4805,0
5246,1
3224,1
3285,1
5065,1
4830,1
6825,1
7568,0
4668,0
2726,0
6642,1
6440,1
6155,0
7753,0
480,0
3291,1
6349,0
3100,0
3735,1
8430,1
1552,1
7101,1
8717,1
4487,0
3236,0
162,0
9428,0
4175,1
7937,0
1078,0
3358,0
5855,1
1236,0
2352,0
3025,0
2000,1
9705,0
5765,1
5930,1
2539,0
2316,1
7627,1
2700,1
9638,0
7708,1
1549,0
6585,0
3587,0
1164,0
8331,0
920,0
4720,1
6389,1
8160,1
1501,1
9622,1
9442,1
8816,0
8472,1
6130,1
6975,1
7826,0
7738,1
9090,0
8368,0
3663,1
4320,0
6935,1
9214,1
2956,0
7466,1
3677,1
1867,1
2150,0
274,0
5096,0
3185,1
9032,0
3823,1
766,0
8085,0
8052,0
75,0
8091,1
6864,1
5714,1
7908,1
4082,0
858,0
5288,1
7749,1
4477,0
7531,0
5583,1
1779,0
5628,1
3560,0
7295,0
8700,1
1048,1
3598,1
4827,0
1151,0
2652,0
9557,0
410,0
227,0
2008,0
36,0
5742,0
777,0
1371,0
7891,1
5817,1
3011,0
5825,1
6354,0
5189,1
5238,1
192,1
8117,1
7106,0
5379,1
8070,1
8325,1
6605,1
7743,1
4856,0
7663,1
7278,1
8962,0
1041,0
8200,0
317,0
8092,1
6017,0
5590,1
6875,1
7289,0
3491,1
6703,0
568,0
3200,1
5813,1
1303,1
4478,1
3339,0
7513,0
6410,0
1669,0
6201,1
6910,0
6684,0
6486,1
9106,0
5028,0
2812,0
5453,1
859,0
5597,1
2405,1
8212,1
4686,0
5282,0
1033,1
5828,1
616,0
2124,0
4511,1
2086,0
2332,1
2805,1
5044,1
3773,0
853,0
5223,1
3451,1
7794,0
4829,0
3242,0
1898,1
9548,1
8215,0
5378,0
2621,0
4918,0
329,0
6903,0
168,0
9374,1
3699,0
8993,1
3997,0
620,0
8691,0
3383,0
226,0
320,0
7563,1
8337,1
862,1
9122,0
4819,1
9133,1
712,0
2252,0
1819,1
3932,1
4486,0
2602,0
8813,1
8189,1
2058,1
9062,0
4506,1
7926,1
4864,0
3633,0
5774,0
6688,0
3881,1
4385,0
3707,1
6326,1
5330,0
43,0
3547,0
816,1
314,1
7024,0
4135,1
3364,0
6469,1
7767,0
7589,1
6589,0
7644,0
2864,0
55,0
7369,0
2702,1
2175,0
2876,1
2993,0
918,0
5072,0
9599,1
3847,1
5908,0
252,0
5412,1
230,1
6146,0
7341,0
6009,0
2963,0
3480,0
6157,0
8887,1
1955,0
1455,0
5995,0
7402,0
5978,1
8865,1
9421,1
6624,0
5137,0
6631,0
1342,1
1852,1
8529,0
3392,0
7305,0
9467,1
6916,1
414,1
6918,1
8941,0
4089,0
457,0
3484,1
4834,0
8817,1
5236,1
5353,0
7062,1
9180,0
5684,0
2940,1
3730,0
1618,0
4261,0
2172,1
6310,0
215,0
189,1
479,0
557,0
9485,1
7856,1
8665,1
1911,0
6333,1
7544,1
717,0
9091,1
3604,0
4781,1
7231,0
5947,0
9195,1
1749,1
7974,1
165,0
8498,0
4555,1
3,0
8724,1
919,0
8240,1
4016,0
1782,1
854,0
2084,1
3094,1
465,1
7501,0
3237,1
3022,1
2734,0
4837,0
9582,1
9657,0
3386,1
1917,0
7396,1
2227,0
1443,0
395,0
6210,0
145,1
3012,0
6659,0
2118,1
4587,0
4162,1
7017,1
8283,0
68,0
2246,0
6779,1
7043,1
172,0
4505,0
4547,0
1658,0
2439,1
516,0
2300,1
9161,1
3347,0
2097,1
115,0
7296,1
1238,0
6758,1
8609,0
9699,0
6387,0
7998,1
2667,0
1553,0
8830,1
4662,1
4726,0
7199,0
5393,0
2650,1
3976,0
2138,0
3755,0
8033,1
6227,1
7321,1
1089,1
5864,0
2565,0
8848,1
7800,0
127,0
8235,1
2206,1
686,0
7552,0
5652,1
5093,0
5720,0
8319,0
2453,1
6263,0
6182,0
1664,0
6867,0
2579,0
2744,1
6615,0
4047,0
533,0
6344,0
7193,0
9446,0
625,0
7206,0
8886,0
3781,0
4206,0
2063,0
9040,1
7290,1
4703,1
1933,0
3721,0
6558,1
8441,0
4338,0
3603,0
5109,1
6378,0
2901,0
555,0
1801,1
9402,0
1439,0
7331,0
662,0
8086,1
1520,0
1379,0
3866,1
6228,0
6358,1
4303,1
4992,0
3643,1
7876,0
103,0
2753,0
4964,1
9587,1
3198,1
9435,1
6854,1
157,0
9660,1
4306,0
4340,0
6466,0
3400,0
2887,0
2226,1
3910,0
3534,0
2629,0
406,0
2361,0
5038,0
4090,0
8082,1
8071,0
2851,0
3563,0
5377,0
1347,1
1042,1
3510,1
5663,0
1707,1
1323,0
8451,0
6077,1
7579,1
3980,0
3446,0
4109,0
5954,1
4361,1
3260,1
9184,0
8622,0
8172,0
8945,0
5910,0
3265,0
4900,1
1003,0
9003,1
7741,0
784,0
8779,1
4176,0
4208,1
2064,0
1755,0
110,0
7252,0
3426,1
1571,1
7661,0
9531,0
6107,0
2117,1
69,1
6812,0
6327,0
2186,1
8658,0
5869,0
4714,0
3342,1
9390,0
6306,1
9413,0
921,0
8339,0
8748,0
9095,0
9577,0
639,0
9464,1
7417,0
6654,0
279,0
6483,1
1029,0
2763,0
1765,1
7480,0
1339,0
1762,0
9494,1
1472,0
4055,0
2395,1
2888,0
1892,0
4502,0
8305,1
6301,1
3750,1
4447,0
1165,0
4069,1
2920,0
6168,0
4150,1
7965,1
3737,0
2550,0
7163,0
8549,1
4745,0
5078,0
6752,1
453,0
242,1
7241,1
2129,0
3109,0
5333,0
9700,1
3772,1
7931,1
3206,1
1512,1
1324,1
8363,1
6785,1
8040,1
7326,0
3085,1
847,1
8178,1
8393,1
4529,1
112,0
1144,0
7129,1
4956,1
9132,0
1326,0
4676,1
8468,1
8590,0
5503,0
9540,1
6260,1
4786,1
8861,1
1410,1
6183,1
884,0
9131,1
3311,0
7834,1
5432,1
28,0
7986,1
3064,1
9345,0
3416,1
4475,0
6351,0
6959,0
359,0
7169,1
4773,1
4351,1
5627,1
2535,1
4008,1
6696,1
5526,1
2267,1
2681,0
5124,1
8909,0
572,1
1972,0
7911,1
6572,0
3486,0
7094,1
5446,1
7031,0
3848,0
875,0
2137,0
676,1
6291,0
868,1
7362,0
4826,1
3305,0
7599,0
4248,0
3529,0
381,0
2191,1
9742,1
4484,1
2140,0
3387,0
7067,0
7672,1
8645,1
764,0
109,0
1480,0
4570,1
857,1
9627,1
610,0
7755,0
7847,0
2152,0
4435,0
4513,0
9381,1
9698,1
4898,0
4812,0
3215,1
6802,1
6795,0
3826,0
6993,1
7164,1
9706,1
6282,0
7515,1
2699,0
904,0
4684,1
4337,0
7617,0
2067,1
4117,1
9259,1
9743,1
219,0
5656,1
7733,0
3103,1
7803,0
6166,1
443,0
7781,1
7246,1
8001,0
6767,1
4255,1
161,0
3565,0
4049,0
7280,0
2365,0
9477,1
2549,1
3892,0
7630,1
7542,1
3261,0
4072,0
4178,0
1839,1
1402,0
1599,0
3652,1
3161,1
6225,1
389,1
2370,0
2907,1
188,0
8846,1
3326,0
8693,0
5392,0
9338,1
7578,0
2240,1
6678,1
6869,1
8971,1
6919,0
3183,0
1513,0
9736,0
9071,1
6708,1
4122,1
9196,0
7604,1
9431,0
4884,0
438,0
6943,1
1717,0
2745,0
2099,0
2919,1
2522,0
3995,0
5918,1
2972,0
6967,0
2076,1
7092,1
9238,0
5729,1
8839,0
3351,0
6274,0
7877,0
8911,0
7364,0
6190,1
5004,0
5132,1
9205,0
6859,0
9681,1
174,1
5315,0
9167,0
9686,0
8960,0
9579,1
6846,1
9655,0
6573,0
8860,0
2209,0
5476,1
6733,0
9218,1
4198,0
9707,1
6551,0
7186,1
1432,0
4313,0
8616,1
4762,1
9144,1
6117,0
1913,1
601,1
8965,1
1099,1
1361,0
6906,1
6727,1
5048,1
5884,1
3337,1
2417,0
2216,0
2985,0
7118,1
2334,0
5117,1
1524,0
8927,1
8135,0
3015,0
861,1
298,0
7839,1
2173,1
2673,0
3685,0
101,1
6164,0
5602,0
8648,0
7210,1
5653,0
3228,0
5821,0
8094,0
6478,0
8297,1
6463,0
893,1
1961,1
268,1
2857,0
2335,1
4278,0
8012,0
5218,0
2850,0
9109,1
8771,1
7809,1
1398,0
6593,1
6609,1
2603,0
3965,1
691,1
4345,0
7853,0
4860,1
3688,0
1103,0
3936,0
5494,1
7616,1
7562,0
8608,0
6244,0
4670,0
3098,0
4329,0
8789,1
7036,1
2910,0
4607,1
3243,0
5824,1
3665,0
594,1
7532,1
5134,0
2056,0
8371,0
5293,0
5415,0
118,1
1937,0
6053,1
2481,0
2053,1
1355,0
870,1
3682,1
6506,0
7703,1
3768,0
6045,1
5625,1
6191,1
5563,1
1305,0
8130,1
5398,1
2017,0
6730,1
8641,0
194,0
8675,1
947,1
8736,0
8513,0
6853,1
1655,0
2816,0
4019,0
1258,0
9042,1
5861,1
1950,0
9324,0
1450,0
9262,1
1991,0
8747,1
850,1
4614,1
5957,1
6446,1
6256,0
2568,0
9611,1
5166,1
7285,0
1017,1
1409,0
8259,0
8525,1
9379,0
7283,0
9741,0
9684,1
3421,0
9641,0
3827,0
5898,1
6151,1
7959,0
8653,0
1214,1
5201,1
8806,0
6472,1
2692,1
2859,0
3544,1
6917,1
799,0
5981,0
8295,1
6732,1
7641,1
2563,0
4832,0
3298,1
3991,1
8680,1
3095,0
354,1
3331,0
6796,0
1976,0
5263,1
4339,0
9447,0
2092,0
9098,1
4627,1
283,0
8871,1
5567,0
5674,0
1024,1
6169,1
5741,1
1026,1
2762,0
3972,1
1183,1
5778,1
3375,0
1166,1
4325,0
7240,0
2348,0
6770,0
3540,0
6348,0
3075,0
745,1
8287,1
2679,0
4052,0
8908,0
602,1
4749,1
2205,0
5025,1
7622,0
4096,0
7379,1
1494,1
4879,1
976,1
1491,1
5961,1
5087,1
7077,1
1702,1
3136,0
3519,0
4210,0
991,1
7146,0
3272,1
3321,0
167,0
1623,0
4906,0
5062,1
3624,1
7712,1
1420,1
5823,1
5509,1
6750,0
5156,1
3397,0
83,0
9309,0
7224,0
1558,1
4750,1
9326,0
3362,0
1350,0
2610,1
3139,1
7955,1
964,0
8666,0
7511,1
2727,0
4934,1
6235,1
4526,1
7822,0
2461,0
5562,1
9662,0
994,1
7594,1
6376,1
7021,1
5866,1
4701,1
8113,0
8989,0
6870,0
475,0
3987,1
3831,0
2239,0
5039,1
6529,1
3778,1
1951,0
8804,0
3810,0
3277,0
3008,0
8923,1
4290,0
681,0
9544,1
6782,1
1240,1
4449,0
2467,1
3413,0
9179,1
6136,0
16,0
794,0
8151,1
5581,1
224,0
1923,1
7019,0
6786,0
7556,1
6619,1
8066,0
5355,0
5059,0
7111,0
6000,1
3940,1
2278,0
706,0
5573,1
8150,1
1947,1
8524,1
4399,1
1119,0
4023,0
2651,0
6566,1
7732,0
7897,1
6171,1
5900,0
6980,0
4525,1
3251,1
9217,1
2939,0
2463,1
8013,0
3002,1
7436,0
7688,0
3765,0
7595,0
5308,1
9528,1
272,0
2414,1
9620,0
8253,1
4,1
9570,0
1058,0
7519,1
6820,0
7215,0
1564,1
821,1
7656,1
3814,0
8784,1
711,0
696,0
4844,1
8397,0
5175,1
3040,0
3254,0
6196,1
7683,1
2074,1
8122,1
4706,0
5140,1
6841,0
6963,0
3162,0
4623,1
8078,0
3517,1
3689,1
5046,1
1378,0
3372,1
4912,0
926,0
1912,1
7120,1
6288,0
3897,0
1179,0
3107,0
6939,0
9735,0
9503,0
3348,0
7471,1
842,0
2952,0
8188,0
1921,0
4195,1
3968,0
2935,0
5277,1
9155,0
21,0
7286,0
6050,1
9118,0
4893,1
6082,0
4604,0
8129,1
4127,1
6714,0
4936,0
7705,1
4081,0
7859,1
5685,0
6607,0
4532,1
7739,1
8076,1
8931,0
3430,1
2166,1
108,1
8469,0
4365,0
8681,1
3121,0
8018,1
3945,1
6158,1
8709,0
3168,0
4679,0
661,0
9007,1
8818,1
559,0
4518,0
5359,0
7418,1
8314,1
4455,0
8584,0
1157,1
2115,1
8499,1
1182,1
1890,0
4309,0
6884,1
5007,0
1980,1
8611,1
6895,1
3032,1
1579,1
9294,1
8628,1
8115,1
6948,0
6677,0
5369,1
3511,0
5266,0
95,0
8870,0
5459,1
8081,1
8629,1
4597,0
46,1
3748,0
1110,1
8776,0
8154,1
6661,0
8366,0
5536,0
5838,0
1359,1
2718,1
789,0
4492,0
439,1
4042,0
909,0
2200,1
5172,0
3856,1
7477,0
4189,0
8450,1
9041,1
2892,0
8874,1
3084,0
4476,1
5182,1
495,0
6426,0
8322,1
4417,0
4377,1
8177,1
3654,0
2874,1
9512,1
890,0
8386,0
6687,0
985,0
8756,0
5868,0
419,0
4578,0
2945,0
1006,0
7910,1
9488,0
9725,0
8921,0
5049,0
1327,1
903,0
468,0
5228,1
3821,1
5520,1
8654,1
6465,1
2893,1
6921,0
7668,1
8065,0
2266,0
7068,0
3660,1
927,0
6187,1
3999,0
1770,0
9261,0
9255,1
8334,0
3203,0
3001,1
8466,0
4013,0
2690,0
5248,0
2321,0
3828,0
6290,0
7613,0
4211,0
327,0
5045,1
7133,0
4991,0
8733,1
7344,1
2523,1
7066,1
5970,0
5413,0
8902,1
8262,0
5906,1
2796,0
5240,1
1212,0
6205,1
7884,0
1731,1
2295,0
3552,1
8149,1
8439,0
5256,0
2219,0
2452,1
9670,0
583,0
7113,1
3971,0
4873,1
437,0
5953,1
5135,0
8574,0
451,0
4870,1
7657,0
9215,1
2180,1
5880,1
7958,0
4292,0
9386,0
7867,0
8967,0
817,0
8837,1
5100,1
5919,0
3076,0
8353,0
5464,1
9470,1
348,1
5234,1
9313,0
3135,1
2941,1
7233,1
1942,0
4243,1
1504,0
471,1
336,0
6052,1
9664,0
9575,1
9010,0
6818,1
6637,1
1364,0
3396,0
4665,1
4121,0
749,0
1419,1
3621,0
2245,0
6111,0
8520,1
4034,1
9045,1
9506,1
2660,1
2930,0
6450,0
347,0
8296,0
6840,0
9497,1
7244,0
8630,1
2285,0
4033,0
6962,1
795,0
5591,0
733,0
635,1
8257,1
2714,1
5262,1
2814,0
8111,0
5448,1
2922,0
6868,1
3240,0
9504,1
3281,0
4865,0
3857,0
1301,0
4059,0
6628,1
5727,0
5294,0
1356,0
6519,1
4852,0
8906,1
805,0
3209,1
9187,0
1437,0
6617,1
4283,0
6565,1
1161,0
3052,1
1609,0
7063,0
9081,1
6858,0
1005,0
2821,1
5158,0
6328,1
4913,1
9219,1
7805,1
2013,1
7902,0
8202,0
1459,0
6001,0
4548,0
4880,0
1015,0
345,0
7080,1
2977,1
6342,1
3783,0
694,0
5638,1
3020,0
5351,1
6504,1
1638,0
3956,0
1196,0
8126,0
7078,1
214,1
222,0
4922,1
2307,1
7191,1
3152,0
5731,1
7474,1
3702,0
7813,0
1746,0
3186,0
7187,0
5512,0
9269,0
2955,1
8631,1
7701,1
1879,1
496,0
7559,1
5558,0
5327,0
603,0
5809,1
1217,0
2830,0
9674,0
7087,0
6570,0
8413,0
2913,0
2268,0
4101,0
5481,0
1970,1
5876,0
9362,1
3003,0
2837,0
3957,1
7577,1
5561,1
2898,0
4411,1
2531,0
6083,1
1843,1
244,1
5419,0
8757,1
2183,0
523,0
8419,1
9252,1
1427,1
6267,1
4232,0
8356,1
6601,0
7378,0
6316,1
8644,0
4523,0
7946,1
4733,0
5037,1
4102,0
1261,0
4708,0
4890,0
3640,1
5468,1
720,1
3521,0
1960,0
8618,0
4169,0
1148,0
6704,1
3627,1
4360,1
6541,1
1540,0
6470,1
653,0
3606,1
8095,1
2944,0
7011,1
8858,0
361,0
9510,1
3042,1
6059,1
3599,0
6360,0
1836,0
1797,0
5258,1
8982,0
1643,0
1079,0
3853,1
4896,1
1018,0
6633,1
8248,1
9584,0
4326,0
9385,1
