,P,Q,A
9321,-0.26717016805656724,1,0
3993,1.7541281413967469,3,1
7757,-0.11330898341781115,0,0
8787,5.172376471289954,2,0
6076,3.6167810418168447,1,0
2706,2.199002486343308,3,1
8362,0.8608674268533868,0,0
2564,13.873478332893999,1,0
8179,3.7490823834457947,1,0
6313,10.102184425159454,1,0
433,11.15203300747745,1,0
4371,-2.4055885108695705,1,0
4489,11.713734226455692,3,0
1733,4.631722761674009,3,1
1444,2.9364126818445087,2,0
1153,8.349145992344061,3,1
8632,4.98746279622428,1,0
5167,10.389111970442759,3,0
1121,-3.652319063730543,3,1
4145,3.6788083694736673,0,0
3632,-0.22674646530564768,2,1
7448,-0.2070701899682157,0,0
4272,0.42858911293525015,1,0
8759,3.7067858235405255,0,0
2447,4.792779119174373,3,1
7885,0.9071595285382357,1,0
8494,3.759746897351436,1,0
2932,1.5913459947498718,1,1
1462,0.5007956798274851,2,1
5105,6.620915446331484,1,0
9532,-0.10304877360656817,2,0
9198,1.0775377393014174,1,0
1115,-0.3683388650368619,2,1
131,-2.487121707923084,1,1
1993,3.764140931627119,1,0
425,-2.342067242506451,2,0
1366,-0.1675044890659272,2,1
7734,11.748955473091325,1,0
6297,6.088520666580091,0,0
614,1.8939625967019378,3,1
8328,-2.72535756654285,1,0
3041,-1.4083422972416653,2,1
4229,5.940935579186294,0,0
311,1.424558438284904,1,1
3276,12.248819561782396,2,0
7412,15.590204784021195,1,0
502,0.25597575141965834,2,1
5858,3.933234810417107,0,0
8194,-0.5254658786898678,1,0
4667,2.4793385471811082,2,0
1526,2.7739404958320266,3,1
2366,5.276461080145562,3,1
1174,2.385198634725414,1,1
6057,3.87085869808798,2,0
5989,8.719719261487905,2,0
7878,7.152217422387722,0,0
6831,5.8209435608900835,2,0
2755,6.473078015994561,1,0
4921,7.06918061371271,1,0
6756,2.0253756070477698,2,0
2193,6.959914018822497,2,1
8467,5.215068975758082,2,0
6586,4.843906299446447,2,0
5820,5.988297412972409,3,0
4268,6.558571630739593,3,1
1813,9.454955655717582,3,1
1589,3.1663052881678366,3,1
829,4.238677203393378,3,1
8409,19.33862401380257,2,0
4182,9.058164726816884,0,0
5830,1.1920428089541966,1,0
1946,5.743806754915953,1,0
6081,9.054252655779631,3,0
9271,5.930938908388088,3,0
5055,5.155736469390213,1,0
1045,1.3088127439680552,2,0
4353,1.9225218149617262,3,1
2654,12.027692489305469,3,1
2020,2.848344317484364,3,1
6655,4.640039217606082,0,0
6817,2.543612499013835,1,0
4499,-0.01111542516940811,1,1
2771,2.4122056634313287,1,1
8102,-2.8530370473101008,0,0
5519,3.935017232761925,2,0
344,0.4083431153218082,2,1
1365,1.8859268992430973,0,0
4767,7.199302410435423,2,0
5672,5.247229984900599,1,0
1343,0.5718349483450167,2,0
1278,1.3324077185347838,2,1
4293,0.8638371037575534,3,0
1769,1.0424299014828882,1,0
8642,5.605539328383658,1,0
9072,5.192567340576518,1,0
1592,10.167622692678844,2,1
6402,5.036194716963628,2,0
2087,2.987100946838395,1,0
8933,2.4816149202486706,1,0
6576,-2.0707271028663357,2,0
1604,42.155364710033965,2,0
1385,-1.2978351804485104,2,0
9534,-0.08767678521923639,1,0
729,18.747476977294365,2,1
4501,4.625356672161098,1,0
1177,-0.2224871537366888,2,1
4622,0.8258277029145804,2,0
1929,2.6735896338400686,1,1
3187,6.501992298547463,2,0
9486,-1.2877579153093959,1,0
6072,1.7590952307442664,2,0
6881,4.77104481930104,2,0
9020,11.131061333278902,2,0
2713,4.4737679669476185,3,0
349,18.752811067208494,2,0
5114,5.019314082901229,1,0
6159,15.392650402473818,1,0
440,12.158551228284068,2,1
8744,10.013255542036342,1,0
7766,2.925342475096539,0,0
2843,3.229386369960664,2,0
1256,-0.4243128981285009,3,1
2793,-3.1953942948796454,2,1
5977,4.475061685057215,1,0
9462,3.389735252419336,1,0
9576,7.155000737087714,0,0
6324,1.8209135608018001,1,0
1544,5.98532001834785,3,0
6251,0.6202559632374178,1,0
2436,-2.0496160234444454,0,0
2608,1.3847245413414033,2,1
4438,3.5201319382467213,1,1
4697,14.960774462854522,1,0
1896,8.621681949184296,2,1
9549,5.410689458691547,2,0
3241,5.148792509046049,1,0
6670,12.237422174122543,1,0
5026,2.9428144041306585,1,0
4558,5.635273315011986,2,0
9244,2.7844980961229573,2,0
5805,1.824757170252177,2,0
350,-2.099774407838468,2,0
2123,3.05117536158176,3,1
8725,3.0963438028627355,1,0
3964,0.9265249042040333,3,1
3494,15.211460588033066,1,0
9268,8.344208303896043,2,0
7968,7.9401507923429495,2,0
9614,4.492257577667266,1,0
6371,7.868851979131917,2,0
3839,1.3972803539522094,2,0
4691,3.7726371839838855,1,0
2001,10.18198563951664,1,0
5839,7.017235808052085,1,0
7852,5.521468554942379,1,0
3292,13.643463353684433,2,0
2110,-0.19643344527003032,3,1
4594,1.6870774201100698,3,0
3797,9.84356149681602,1,0
5692,0.8822160346911987,1,0
2957,-4.804519514707451,2,1
3728,4.092556704882763,1,0
7415,-0.7170355900446772,2,0
5681,0.5600373563695662,2,0
3449,4.866366752391667,1,0
752,3.5379324113878954,3,0
6188,1.6452846268318875,1,0
5241,2.7357886902337576,3,0
2208,16.699770862678353,1,0
7636,6.721842776935273,3,0
8854,7.927374858988699,0,0
6002,16.453944755511145,0,0
3724,18.894508963048388,3,0
9676,4.096899997846666,2,0
660,9.443007376816357,2,1
880,7.8572253300444075,3,1
5792,3.672979573344695,1,0
8034,14.123848737304582,2,0
1130,5.8700211420043615,1,0
6296,3.742299185413095,2,0
7270,3.7495566030611207,0,0
6800,-0.2670779897011428,1,0
4300,3.8274135811630217,0,1
5909,1.0085297985879147,2,0
4682,5.958742920285291,2,0
197,2.8714466874785556,2,1
6199,14.264938753537619,2,0
6096,14.068085442668297,2,0
2224,3.256641921586957,2,0
1796,7.40473435905349,2,0
2371,7.4941862699462085,1,1
3415,3.0947218735091377,1,0
7484,2.9249485417825682,3,0
4413,1.3132818921664429,2,0
6575,15.130685666399888,0,0
6457,18.21488794931581,3,0
3745,0.963898819450199,2,1
4402,7.760373928714935,2,1
1313,4.489376967564062,2,0
5655,1.7449687878123072,0,0
3221,3.3572285098487535,1,0
4404,4.479871664332539,1,0
6423,3.921631519820284,2,0
6189,7.283536849785591,0,0
3528,1.220024496528724,2,1
4040,8.337439311679532,1,0
3096,5.402241198709957,2,0
4775,4.296429843908781,1,0
8074,5.235105450404204,2,0
9554,10.039120960929848,2,0
8916,10.77467998218911,2,0
9430,11.632211987652742,2,0
5801,-1.0317235442498474,3,0
4793,2.8450922478170075,1,0
9035,7.619611027861779,2,0
8077,9.954957741679756,1,0
709,12.179484073295724,1,0
9288,10.08499652774745,1,0
1861,-0.24465811358163347,2,0
246,12.39686916475144,3,1
2415,6.468625314797324,2,0
6278,2.46578840747038,1,0
4853,8.930900205721107,1,0
8738,8.170281259781861,2,0
6246,4.672356018651235,3,0
6398,-2.7186964249694707,1,0
3884,6.052485358963709,0,0
4202,5.426753807564379,3,1
8080,4.957393520936748,2,0
8679,6.48872915766188,0,0
4690,5.299282037090938,3,0
203,-2.194620124354542,3,1
3585,8.22260622532384,2,0
4001,10.943819038264479,3,1
6322,3.0795433580624723,1,0
4373,-1.9516072184842048,2,1
9693,2.384945315442568,1,0
156,11.045019210831738,1,0
4014,0.9819219450242345,3,1
3567,1.443379587800352,2,0
1325,12.636557875061477,1,0
7769,2.3040541414755245,1,0
5664,2.8415116780143803,1,0
7971,13.579736961533857,2,0
1461,11.152611775072984,2,0
60,2.298319613713808,1,0
8379,3.7199681655297105,2,0
353,3.201791616156672,3,0
2653,-1.6060651224237323,2,1
7495,1.0676809278593793,3,0
4391,2.6846595546624683,1,0
5075,3.5286094281868454,2,0
7797,9.636311603316901,1,0
4644,8.450316095803961,1,0
4768,0.9683051686066859,0,0
9236,-0.6334183221803991,0,0
5015,4.553082757412609,1,0
3439,1.5763948008990776,2,1
9232,3.6384685085328865,2,0
3142,-1.1273741551187075,0,1
2986,10.558077827010967,1,0
630,20.066063464631014,1,0
1974,3.2671799266972252,1,0
6014,9.929995578360186,1,0
6407,-0.32284159294763703,2,0
3169,4.759240671527586,2,0
8619,15.870007795552343,1,0
6957,8.307727814793452,2,0
9079,2.5281992670303,1,0
2883,9.605770149948103,1,0
6330,0.8840922911319122,2,0
1515,3.1620840986674783,2,1
1431,25.50415836899304,3,0
47,7.091330090491395,3,0
305,3.523792721301632,2,1
3717,8.592145014184053,1,0
8487,6.369071141398482,3,0
7403,15.388410870613953,1,0
3445,9.202618077482981,2,0
567,2.7195326635898143,2,0
3527,1.504651947637838,0,1
8674,0.6748261106900475,2,0
6651,8.056515163426422,2,0
824,3.4609451947931453,2,0
8939,6.198756122857432,1,0
7536,8.558810592554451,1,0
6760,2.2577637785344042,2,0
9061,6.91752016103422,2,0
7792,-0.04040674501438435,3,0
185,4.51865343160642,1,0
5399,8.932075358960683,2,0
1219,1.2003565094501598,1,1
7426,-0.7576399919883701,2,0
9011,2.7791186048755834,1,0
363,7.204653566240871,2,1
3263,1.7291216581327782,2,1
8317,1.1184686934251502,0,0
7097,6.774683183689451,1,0
9734,6.89427845991776,2,0
8814,-0.18073258386363533,2,0
397,9.677205751308087,3,1
6211,1.0165721975306372,1,0
7924,7.141513399483925,1,0
1885,6.395445538082982,2,1
2665,5.358007165686963,3,0
9410,9.154812297099008,2,0
2899,2.9585469639336752,3,1
8583,3.364302237935659,2,0
9088,14.477065705116088,1,0
1935,4.002917079588189,3,1
4687,6.713374864386903,2,0
4116,0.10188063777001855,2,1
3681,1.361568617847334,1,0
7000,3.1473535786546147,2,0
8437,3.122062262724851,2,0
1104,9.540633376780544,2,0
8685,3.5137908883981392,2,0
9182,16.95465009851826,2,0
3653,4.954338295521992,2,1
2937,4.409546466520816,2,0
4227,2.353392392573328,3,1
5176,-2.020412997305171,3,0
9515,18.606220374032645,2,0
9033,8.646880896066788,2,0
5123,3.649394836284925,1,0
2958,4.977518273658514,1,0
5902,4.102983068430982,1,0
8404,9.804508919610784,2,0
5408,5.308369531240103,1,0
2773,1.8285434797310778,2,1
1052,-2.642455090960266,3,1
134,-2.068294623018633,3,1
3097,4.121721148305332,3,1
7456,7.447018026650027,3,0
4777,16.407616730807895,2,0
8668,3.7813387523682254,0,0
1192,0.8823113070645133,2,0
7999,0.7319198986981093,2,0
6353,7.029842558620898,0,0
9149,10.090019777201302,1,0
72,10.36813477293539,3,1
8770,7.611381783367966,0,0
1072,4.168065142997941,2,0
9564,0.11670428043047332,1,0
4038,6.401337662769858,1,0
1584,4.732185423140064,3,1
1870,2.174789366341607,1,0
3184,8.137277504019062,1,0
2632,0.18054944026081587,0,0
8956,5.9211694835252775,1,0
3393,-0.9131523295571298,3,1
4266,6.804382244394757,3,0
4755,5.681577420997392,0,0
6992,3.872381256606933,1,0
5145,3.912773969341326,2,0
9651,1.5186756662526397,2,0
8769,2.1769537334709774,2,0
5982,4.211888124234283,0,0
6003,11.595239716831683,1,0
6545,0.8635145410042526,1,0
7638,-0.6660828612816863,2,0
4321,2.816271261872009,2,0
940,-2.5734636377775435,3,1
1118,1.546554836681973,2,1
7201,16.343491778037336,0,0
579,12.9065525586494,2,1
1541,1.141874407977283,2,1
6058,8.064641128103544,0,0
2655,-0.48951300100193373,3,1
1715,7.1536022620344974,2,0
4522,6.967432287631921,1,0
4939,3.332842671147536,2,0
2978,7.572119599047817,2,0
117,3.6848887784038773,1,0
7814,2.1547497408535077,1,0
1387,13.209141212019214,0,0
3434,6.0203143763328395,3,0
2868,2.454718037127793,3,1
8732,2.8321697601314977,2,0
1909,17.268729280182036,2,1
705,5.750258841572111,3,1
6300,6.31431389058192,2,0
5414,6.423544019905618,1,0
636,6.211257740060531,1,0
257,-2.704461924425166,1,0
5449,2.0633541170075325,2,0
938,9.40244704272981,2,0
6542,2.977072674302308,1,0
8889,7.865025065987007,2,0
527,6.023846071049948,1,0
5938,-1.4472101528135362,2,0
9204,3.913553159810292,2,0
6122,2.0097609737281985,1,0
7961,-1.484577542147044,1,0
8951,9.557615301529834,0,0
6717,3.147779294863726,2,0
7232,12.241887597236419,1,0
8996,0.42917428526112567,2,0
243,9.960190731505167,2,1
9561,22.907779100211545,0,0
5034,4.2829471703085344,0,0
5717,4.899625000543013,1,0
4584,2.8764015188878687,0,0
1574,5.314588348967083,3,0
9103,0.6031743689934939,0,0
7151,-0.07086112622491436,0,0
8914,4.232387546096217,2,0
1886,3.3329824730928514,2,0
1209,-1.2507787997407187,3,1
3444,2.745610955571344,1,1
372,7.207986349997094,2,0
4181,8.647570773006873,2,0
124,9.779441862959416,3,1
9265,3.458384738127271,1,0
1753,5.623404596809964,2,0
1891,0.17230363975771867,2,0
7217,2.901744124733404,1,0
3763,3.4920266423562314,3,0
9226,5.33152137612499,1,0
1188,7.185818496461266,3,1
2813,2.7109921229708562,3,0
2833,5.005682918376428,3,0
1591,8.335830310126537,3,0
8147,2.110380398242852,2,0
7521,5.669594021355178,2,0
7276,9.045446136149959,2,0
3570,-0.6807411576848654,1,1
8452,3.931567900095975,2,0
1369,7.332056125517947,0,0
3716,0.2586712158060287,2,1
6599,5.501759684694305,2,0
2464,7.047545944187305,2,0
2519,8.22280724282696,2,1
8764,5.520547626004772,2,0
2569,10.927809628486003,1,0
7660,4.4832391688880575,0,0
7008,4.734058006483088,1,0
8298,5.8890179883170966,2,0
6298,3.8835614765675057,2,0
3664,15.081326098496,0,0
8497,-1.5316696456929608,0,0
860,14.44687351777576,0,1
5118,10.097367876783194,0,0
2409,-0.4540194152078354,1,1
9377,5.3689163886597795,2,0
9302,8.392314313890244,1,0
1535,1.8387998220239554,3,1
7200,1.6094067660473226,3,0
1811,6.777905000776477,1,0
7507,4.518739099951822,2,0
688,13.6179180972741,2,0
7419,8.042288898854238,1,0
5090,-0.6828064295908018,1,0
2791,6.848096723274672,2,0
1384,3.300030239737384,1,1
5518,1.8561632299621895,2,0
9015,9.28087221647371,1,0
301,4.990690710697505,1,1
8473,15.006068792713906,0,0
1132,6.737505970868946,3,0
5603,18.388705125766208,1,0
877,13.094479773773848,1,0
4005,2.056548760958469,1,0
3736,1.2121452737276968,2,0
3802,4.7985029263522865,2,1
8591,10.43428150350367,3,0
5054,3.8191833347454844,1,0
7053,12.961910437581825,2,0
727,10.28652149327618,1,0
2323,-3.0011690825522943,3,1
255,-0.25337447618105147,2,1
4412,5.711979436593503,3,1
758,0.4004242126971438,0,1
9617,4.773521645504266,2,0
4405,-0.23547926128777152,3,1
3515,-1.1097829039028329,2,1
3719,9.109820628118033,2,0
5460,1.0206913222164657,1,0
6162,9.27936064487762,1,0
8903,7.601351550160005,0,0
1362,-0.07733370813743556,2,1
7014,4.962656334867411,2,0
1727,16.16292232647999,2,0
5548,-0.3062694504399355,3,0
967,-1.672624686647281,3,1
9704,2.917020892473543,2,0
9560,3.9175198108075415,0,0
377,7.14916195633523,0,0
9124,3.7503248773110776,2,0
3867,4.265480006140591,3,1
4976,0.07801626517178284,1,0
4183,-3.521004164052876,3,1
5454,3.705614648553435,1,0
2722,4.074082369469313,1,0
8187,3.5350703810642816,0,0
1548,4.051152583998251,1,0
1159,7.594243208198275,0,0
6621,1.135873912868537,3,0
1306,0.35119623869674876,2,0
8694,8.66559339006897,1,0
175,1.545086181085451,3,1
1147,4.010637438538885,2,1
1226,3.9954106464384607,3,0
9247,3.108722607102993,1,0
8532,19.022516239992534,0,0
5721,5.820594520800816,0,0
3320,21.72628928091893,1,0
9159,11.348491983587737,1,0
4429,6.473367952482443,1,0
2178,2.1902913523067284,2,0
8844,10.138144552337064,2,0
3970,7.4782626006724815,2,0
434,2.40293801619909,3,0
773,-2.7049326084887317,2,1
2404,1.6025185425686317,3,1
5610,5.992870724138433,1,0
1694,2.311740030425326,2,1
2983,2.7682414023876705,2,1
1034,2.327825323933557,1,0
3889,6.247836307158634,1,0
7317,14.071724943755136,1,0
7406,10.490502387497527,2,0
325,3.3198878388702644,1,0
702,1.8113920760187523,2,0
1208,1.465217257966918,2,0
1032,-3.150878765575082,1,1
404,0.9501926952574875,2,1
3559,5.924963077840058,3,1
2357,0.9473392203330131,3,1
7079,1.6709047865000566,1,0
4998,14.043061391459297,1,0
396,0.6225282105199345,2,1
958,14.675437802062199,2,1
2052,3.3046863721196096,2,0
3868,7.553711037566581,1,1
2425,9.955345991692926,2,1
9633,7.141752288457894,0,0
2806,9.909376044150722,2,0
9501,9.04972161258919,2,0
6836,6.2365701244294,2,0
7272,3.4858665141214935,2,0
3208,11.44452895882382,1,1
5634,13.230091536480051,1,0
1644,5.027302820580337,2,0
7261,14.572057449006213,3,0
386,0.6890652717954808,3,1
800,14.300784759231206,2,0
1035,5.313106486309142,3,1
5321,10.143040706616882,1,0
6065,13.77791186007039,2,0
3711,-0.42541065204142825,2,1
9569,10.171361705747504,2,0
2042,7.05482297069709,2,1
5295,0.9056288369815411,1,0
2506,3.7570091599136104,1,0
3303,3.8043128476215116,2,0
3088,10.029332900428994,3,1
5086,16.845936031017292,0,0
7979,3.9284468258385052,1,0
5500,2.6821955617106004,2,0
4334,2.9133398423999814,1,0
1699,5.9926431381468594,3,0
1905,5.88140007572349,0,0
5875,7.668802554107742,1,0
4950,6.469117139253891,2,0
655,0.2186274622636648,2,1
8008,7.737273664271026,1,0
2277,1.7390762545053393,2,1
6581,7.536525546390929,1,0
7361,1.762473529376759,2,0
7127,0.8066524175948615,1,0
3644,-2.8869259644493552,1,1
2062,7.754646361458406,2,0
7257,6.280853002358828,2,0
2221,3.823810712323912,2,0
8255,2.495042180508051,2,0
3948,4.816691777490953,0,1
8229,1.5426779366161385,0,0
4600,13.649027269908323,3,0
1907,1.4194790395192258,0,1
2010,3.194756955036718,2,1
7177,5.7534714204462505,2,0
2174,6.058983086428947,3,0
3296,12.220619569964601,2,0
7709,10.39457030346044,1,0
1181,6.569755828575195,2,1
3146,0.034619602643302105,2,0
323,2.558455564377348,3,0
3804,12.308674742108723,3,1
2411,12.416305976133348,1,0
3475,3.7554734830926346,3,1
2116,-0.08285990931502907,3,1
4938,1.001970987068078,2,0
5008,6.589241323796921,1,0
6131,-1.307829264242161,2,0
8089,1.702104514985097,2,0
2398,-1.5147127748426803,2,1
5857,5.094231422904384,2,0
9298,1.0864794244303506,2,0
8475,8.17251345759429,3,0
3062,0.5046681122084109,3,1
866,2.768710007793773,2,0
6847,3.5917693392901064,1,0
6285,10.369596473070514,1,0
8743,2.2493537485709965,3,0
7978,4.343246090400747,0,0
9016,-2.3427914840947293,2,0
4944,4.979013637068366,0,0
7225,6.5562789753398185,3,0
2301,1.017805605482936,3,1
5700,6.913756650863531,1,0
4225,0.4080836742482181,2,1
81,11.277815842972977,3,1
3820,-4.874098829629424,2,1
5231,9.354048656474486,0,0
759,5.577139329862024,2,0
1251,0.3092553489497456,3,1
9048,7.587678586836954,1,0
1964,-4.843993894617617,2,1
9141,12.05364798615015,1,0
4467,-4.173597604367179,3,1
4833,8.788197723966915,0,0
2759,5.106243879188231,0,0
7025,5.722849274776671,2,0
2192,20.705243055551847,0,0
4954,0.9348781473904566,1,0
2683,1.730248813516691,1,1
3163,4.804275050204436,2,0
1794,2.0600517164826755,1,0
4443,1.9917282755343484,3,1
3887,0.7638225154092797,2,1
1036,4.898944118554864,3,1
4681,3.0485256412429442,2,0
3110,13.60512579898105,2,0
3885,12.426559344933349,3,0
6627,7.4408293970277,2,0
6517,6.644204161517836,3,0
8904,6.119169648713072,2,0
1941,3.723497054152237,3,1
9329,6.9929522467071825,1,0
4200,-0.110706310326709,2,1
6413,-1.2856976620865277,1,0
8567,-0.7518980297523632,2,0
4524,0.130597719440674,2,0
2009,3.064559828441167,2,1
4271,0.9170073717256733,0,1
5126,-3.9004856048551027,0,0
5510,16.989797891785205,3,0
5928,2.5503559574140584,2,0
876,6.312952184852535,3,0
2982,1.5442503915527381,1,0
125,11.15759786300066,1,0
8564,4.04393164671874,0,0
8572,4.159484124248028,2,0
266,4.296746746489447,1,0
4933,0.9955309628962341,2,0
5950,2.290672151059377,2,0
5401,8.079745048714322,0,0
1265,4.723951257440818,2,0
3700,7.270372727374964,3,1
2904,1.1334465372695341,3,0
464,4.576200524334419,2,1
950,0.3422364269343283,2,0
1642,4.765982657136883,0,0
2583,-0.33377223034552894,3,1
8760,10.263028762614294,1,0
6487,7.883680804347419,2,0
4480,2.015609713696473,1,0
2541,10.708585550342256,2,1
7680,6.5143255124414114,2,0
2279,4.916079268369389,3,1
9716,9.703409329567158,3,0
1869,2.309222952868436,1,1
3697,4.456706168807795,0,1
5622,3.9254936996830656,2,0
8433,7.595517855320206,1,0
8595,9.211657018589499,2,0
7938,4.098005176148563,2,0
5631,4.98723013023221,1,0
1989,1.3756538895426673,2,0
5009,8.965368832301579,1,0
841,14.03833554290992,1,1
5435,-0.12818434791527916,1,0
64,3.5840824139054153,3,1
748,-0.7794830735653182,3,1
9612,8.157637963679242,1,0
6922,4.544301675663319,1,0
8702,15.562986045553497,1,0
3722,9.553665372915875,2,0
7136,15.823894218567588,0,0
5605,9.507616743238943,1,0
6942,4.28152890093494,1,0
9112,11.510996190992792,2,0
9013,0.7140634527631882,1,0
2304,4.644863396057148,1,0
9414,11.113303199820235,0,0
4908,7.605437161133722,2,0
3798,1.3739314853992441,2,0
9566,10.366846119415115,1,0
7220,2.68808251788241,1,0
5990,5.779194779128902,1,0
5668,17.08620032544769,1,0
6323,5.829233366877856,2,0
3425,-1.2943196903208354,3,1
1529,14.10038274817011,2,1
8976,16.36435946412937,2,0
6899,11.785442459663955,1,0
7952,1.2249407783413664,0,0
5285,3.3146810998647247,1,0
9537,0.6628723143691855,1,0
9022,2.4469368049845643,0,0
3888,-2.4611795932912512,3,1
4948,12.227586882264752,3,0
2511,5.666902671799328,1,0
6177,2.733360052547566,2,0
1057,7.051607422554227,0,0
5649,2.782630688729873,3,0
524,2.18955017123477,2,1
4915,3.604534223318124,1,0
4153,4.58020798241442,2,0
9425,4.150895116357398,0,0
9364,12.010143274708328,0,0
263,6.50616442561868,0,0
965,5.562769031716183,1,0
4249,-2.7406284541178647,2,1
8358,-1.3052716466934409,1,0
8711,-1.8271305615957834,2,0
4139,3.340127086905951,1,0
1957,9.336726144656236,2,1
6084,6.984496848044699,1,0
2950,3.7980533859844434,3,0
7491,4.868298557053597,2,0
4624,3.5501461984906273,0,0
3395,0.5723145260773213,2,1
4700,11.229900660207534,0,0
6944,6.2179105761274265,2,0
4434,1.9365868303551448,3,1
2101,4.0187935824981205,3,1
3578,8.739283897011985,2,0
9105,4.633710103967067,0,0
2990,4.0470939583209535,2,1
5506,4.665842297977666,2,0
1239,-0.8159704188194417,2,1
3693,5.26017732426352,2,1
901,9.01071469045634,1,0
340,6.9503997411754606,2,0
6270,8.769912520608264,1,0
2737,5.086496142780428,3,1
1772,2.3835532003354927,3,0
4746,4.365739268771896,1,0
956,6.181613925558047,3,1
5650,2.619291756589212,2,0
5030,2.3313586065677443,1,0
9449,22.179769710718038,2,0
4947,7.656980632528082,2,0
2032,3.736462848615556,2,0
6509,0.4620179650678784,0,0
4797,6.451908285782633,2,0
2275,1.1711233817272446,1,1
9530,1.6924477172810621,1,0
1180,0.7504954900031495,2,1
647,4.737068875233751,3,1
