,Y
12632,1
9307,0
13266,1
2251,1
10201,0
10441,1
4763,1
12305,1
6932,0
12187,0
7055,0
7545,1
6816,0
5923,0
461,0
10792,0
3777,0
12343,0
3969,1
11854,0
3006,1
4618,0
618,0
4387,1
10944,0
6511,1
4659,0
101,1
12303,0
11919,0
3200,1
12762,0
10114,1
9171,1
9584,0
10167,0
3611,0
9744,1
9951,0
8593,0
10956,0
12367,1
2503,0
6608,1
11632,0
9076,0
5016,0
8126,0
4805,0
6874,0
4638,1
4501,0
11691,0
938,1
5938,0
8811,1
2078,0
7420,1
2665,1
2891,1
6760,1
7727,0
8583,0
3041,0
87,0
9291,1
8458,1
406,0
4164,1
11522,0
12474,0
9118,1
6428,1
10595,0
899,1
879,0
1970,1
13379,1
12716,1
2928,1
8493,1
7146,1
2573,0
784,0
2487,0
5373,0
10351,1
10923,1
8916,0
1685,1
118,1
2945,0
10723,0
12194,1
12092,0
13421,0
7968,1
12808,1
9294,0
9562,0
7525,0
13288,0
2843,0
1099,1
6027,0
9139,1
5806,1
4498,1
5635,0
6367,0
1237,1
3469,1
12766,1
12412,1
4488,0
8156,0
2304,1
1304,1
1917,0
10561,0
7407,0
200,0
7316,0
3927,1
6100,0
6732,1
10306,0
11609,1
1365,0
11611,1
8501,0
8454,1
8721,1
13089,1
975,1
9190,0
3663,1
11239,0
3277,0
381,0
8176,1
4709,0
2847,1
2738,1
2270,1
623,1
10238,1
5437,0
1946,0
6212,0
11550,0
10113,0
1429,0
3756,1
2671,0
6792,0
7531,1
8700,0
8924,0
4824,0
6040,0
9117,0
7040,1
1332,0
6038,0
5850,0
10049,0
3733,0
1209,0
10012,1
3637,0
3160,1
4946,0
5381,0
6883,1
11425,1
11154,1
4567,0
6909,1
7500,1
5666,0
7100,1
2338,0
2216,0
5337,1
11342,1
10973,1
874,0
8922,0
6077,0
7442,0
13327,1
6864,0
7158,0
7440,0
4867,1
537,1
11191,0
11918,0
1038,1
1143,0
2624,0
12936,1
11884,0
7015,0
6713,0
10643,1
7721,1
12209,1
12926,1
2317,0
1599,0
7268,0
7934,0
13398,1
6420,0
11721,1
9067,0
8001,0
4159,1
4599,0
10984,0
5624,0
709,1
116,0
5515,0
8166,0
8440,1
11710,0
11296,0
12050,0
4700,1
9390,1
9528,1
6329,0
2896,1
1890,0
6886,0
4980,0
315,1
10647,1
2683,0
4932,1
6798,0
10965,0
6408,0
1491,1
10333,0
939,0
760,0
11142,1
9593,1
8750,1
437,0
10120,1
4024,0
1379,0
4161,0
2718,1
12434,1
1164,0
12277,1
8755,1
12387,1
2200,1
7853,1
8089,1
7431,0
7526,1
6351,0
4355,1
10233,0
3892,0
1942,0
3711,0
5748,0
4000,1
11502,0
13392,0
7219,0
9515,0
10030,0
6371,0
10415,0
265,0
10057,0
11579,1
8794,1
7670,1
4342,1
13183,0
721,0
925,1
142,1
9425,0
9314,1
9669,0
4236,1
12273,1
2586,0
8409,0
10613,1
3337,1
5724,1
2904,0
11999,1
4357,1
10262,1
11026,0
10523,0
3243,0
3351,0
8831,0
3080,1
3527,0
10899,0
4513,0
12827,1
10628,1
11441,0
8887,1
11212,1
12264,1
13455,0
10356,0
13426,1
7643,0
11534,0
9833,0
7665,0
2069,0
12843,0
5704,0
919,1
6953,1
3313,0
3738,1
4349,0
1219,0
2050,1
9012,1
4131,0
6469,1
7611,0
7723,0
4826,1
8062,0
907,0
13384,1
7091,0
9904,1
7000,0
11535,1
9734,0
8471,0
9410,0
8943,1
3408,0
6357,0
351,1
755,1
6652,1
490,1
13495,0
10027,1
12554,0
11337,1
7598,0
7242,0
1208,0
12359,0
13457,1
1620,1
4133,1
7061,0
8714,1
4940,0
12030,1
5111,1
10217,0
3412,1
5159,0
9882,0
8204,1
2378,0
5449,1
7782,1
3956,0
6381,0
2587,0
9072,0
7438,1
6686,1
7737,0
2692,1
2123,0
7389,0
10877,1
8774,1
8565,1
2234,1
3521,0
4316,1
16,0
2396,1
11638,0
5399,1
6291,0
13066,0
4337,0
13292,1
5472,1
9411,0
9231,0
10174,1
4471,0
9974,0
6472,0
13370,0
6817,1
5963,1
2053,1
9426,0
1168,0
13057,1
13362,1
8345,1
4514,0
8013,0
83,0
2202,1
6868,1
8614,1
6572,0
1294,0
8797,1
10303,0
11490,1
13088,1
3356,1
12819,1
9841,1
3857,0
8162,1
3444,0
4750,1
9789,0
2496,0
10394,1
7756,0
13109,0
8927,0
7964,0
4717,0
12569,1
9245,1
4360,1
6039,0
9996,1
4271,0
940,0
9776,1
9719,0
418,1
7228,0
3292,1
4224,0
54,0
11882,1
4311,1
5232,1
6806,0
9736,1
9305,0
4635,0
3168,0
10273,0
6509,0
6631,1
9312,0
10151,1
781,1
11689,0
4612,0
2319,0
10357,1
2722,0
7657,1
3072,0
7336,1
5556,0
2999,1
5195,0
2281,0
6843,0
11489,1
7544,1
9274,1
1996,0
13305,1
2124,0
12991,1
8010,0
3298,1
12468,1
4168,0
5887,1
5290,1
4634,1
2752,1
2716,0
13192,1
5494,0
8291,1
13425,1
10478,0
214,1
5018,0
10381,0
5237,1
9262,0
6682,0
6723,1
7519,1
9045,0
1266,0
2031,1
2755,1
1888,0
10590,1
4580,1
10905,0
12676,1
6397,0
5582,0
4405,0
7049,1
1768,0
12969,1
7253,0
8960,0
4806,0
1857,0
5568,0
3932,1
859,0
7110,0
3661,0
2074,1
7343,1
6570,1
8737,0
6059,0
12012,0
1653,0
11642,0
12552,0
8257,1
11574,0
1066,0
13062,1
12442,1
6340,1
11577,0
4586,1
3707,1
7216,1
3692,1
129,1
2280,0
5682,0
7906,0
4656,0
10856,1
13073,0
11442,1
12200,1
9926,0
4605,0
7609,1
4116,0
8084,0
10589,0
5192,0
9739,1
5778,1
2633,0
3035,0
13417,1
1111,0
4637,0
4563,1
12560,1
7349,0
2102,0
6566,0
5466,0
4607,0
4284,1
2920,0
12684,1
5603,0
4912,1
1223,1
1605,1
2365,0
3837,0
12842,1
2648,1
8752,1
237,0
9529,0
4699,1
10586,1
10752,1
4358,0
7722,1
10724,0
2663,1
8066,0
5194,0
8014,0
11440,0
4012,1
4798,0
9437,0
7310,0
10932,0
2678,0
4100,0
9695,1
12993,1
5238,0
10653,0
5919,0
11229,0
13257,1
10927,0
7812,1
9699,1
2554,1
10957,0
1941,0
12400,0
8229,0
11449,0
6457,0
10582,1
609,0
9682,0
5842,0
8195,1
7065,0
6739,0
5587,0
7153,0
3620,1
13096,0
11729,0
1045,0
6177,1
6384,0
2965,0
4739,1
12111,1
11520,0
5544,0
12889,0
4292,0
1378,0
8484,1
689,0
3221,1
2601,0
1104,1
7649,1
6266,1
1492,1
2141,1
1746,0
524,0
1870,0
5092,1
7122,0
12651,1
711,0
11628,0
4670,0
5715,0
2876,1
11687,0
11532,1
1494,1
11484,0
4979,0
12724,1
11916,1
6345,1
12330,1
2840,1
9825,0
4222,0
34,1
12717,1
1839,1
12900,1
3764,0
11576,1
8043,0
7870,0
3814,0
5767,1
10092,0
10116,1
1892,0
10337,1
1956,0
7807,1
11993,0
12347,1
11295,0
3842,1
7561,1
4784,0
376,1
9141,1
4241,0
9773,1
8426,1
4571,0
2483,0
4646,0
3323,1
9658,1
8430,0
5744,1
13416,1
7430,0
4666,0
2174,1
13211,0
1049,1
5471,0
8771,1
3825,1
8294,0
8420,0
12665,1
5430,1
10848,1
11478,1
5219,0
12379,1
11335,0
4785,0
6430,0
9170,0
12515,1
152,1
10327,0
10444,0
2854,1
9913,0
4233,1
3657,0
9741,1
5413,1
3329,0
8377,1
13405,1
8058,0
10213,1
2383,0
3301,1
7339,1
6978,0
9805,1
813,0
1601,1
11951,0
1655,0
12707,1
10227,1
1264,0
5552,0
1758,1
11588,0
10685,1
8437,0
13068,1
9112,0
13027,1
9321,0
5498,1
12935,0
3846,0
12622,1
7829,0
8225,1
2723,0
8266,1
10610,0
6270,0
12789,0
4518,0
10746,1
1909,1
6238,1
4447,0
11304,1
3741,1
3331,0
7846,1
10350,1
1852,1
11753,0
6492,1
10416,1
2952,0
3475,1
2807,0
12370,1
12870,1
7648,0
8362,1
12155,1
5193,0
5482,1
9645,0
9150,0
11367,0
1497,0
12076,1
9110,1
7876,0
4389,1
2076,1
5573,0
9298,0
8025,0
8712,0
9297,0
6366,1
6237,1
5793,0
8973,0
890,0
2309,0
2932,0
638,1
3513,0
4120,1
1891,0
8994,0
12611,1
8915,1
5933,1
10073,1
8170,0
10326,0
102,1
10270,1
4640,1
1203,1
9405,0
11850,1
1718,1
5593,1
12011,0
13467,1
1121,0
4856,0
2857,1
5230,0
4295,0
11618,1
10739,0
1488,0
1001,1
8990,1
5129,0
8678,0
4695,1
9406,1
140,0
11088,1
8365,1
5588,1
9902,1
4047,0
12250,1
6564,1
960,0
2968,0
10420,0
861,1
12540,1
12318,0
5225,0
1097,0
1614,1
878,1
1735,0
10437,0
6987,0
5757,1
659,1
8983,0
7950,0
1327,1
8574,1
10717,0
11871,0
12369,0
3291,1
11825,0
6825,0
10633,0
4055,0
9518,1
7066,1
1571,1
3768,0
13296,0
4738,1
3761,0
3004,0
5911,0
5093,0
12063,1
11133,1
7731,0
7537,0
13040,1
1166,1
577,1
7173,1
6658,1
13374,0
4484,1
3652,1
11403,0
10770,1
9499,0
5962,1
4038,1
8940,1
2939,0
4550,0
10790,1
10691,1
817,0
6149,0
9414,1
10908,0
12657,1
3155,0
9981,1
775,0
1433,0
4622,1
151,1
10461,0
10707,1
8427,1
3681,0
5805,1
12392,0
7632,1
1289,1
5924,0
914,1
3419,0
508,1
10228,1
2071,0
2645,1
2211,1
8431,0
1466,1
7060,0
8819,1
207,1
5701,0
10912,0
10800,0
4287,0
7490,0
8099,0
4593,1
3358,1
11808,0
9464,1
6230,0
8410,1
178,1
9011,1
8252,1
11842,0
13155,1
9026,0
1646,0
832,0
9728,1
8525,1
12269,0
8639,1
10159,0
3821,1
4101,0
7669,0
3466,0
3170,1
1751,0
2402,0
8798,0
11776,0
1204,0
9284,1
8739,1
5108,0
367,0
8299,0
11859,1
5746,1
8692,0
268,1
4321,1
2863,0
4630,0
730,0
10732,1
5223,1
4179,0
1883,0
6670,1
4737,0
8292,1
6141,1
2288,1
3723,0
10799,0
3451,1
3332,1
10875,0
3606,1
5551,1
965,1
13127,1
12987,0
8772,1
1014,1
12195,1
921,0
7530,0
13138,0
2343,1
320,0
740,1
2583,0
9623,0
6143,0
1189,0
4911,1
9490,1
6991,1
6118,1
847,1
11817,1
2421,0
7467,0
5779,1
12604,1
8158,0
10720,1
13065,0
4752,0
7218,0
7024,0
7365,1
3576,1
4906,0
1321,0
4435,0
12190,0
3979,0
4600,0
10547,0
12621,0
741,0
12424,1
9640,1
11089,1
9091,1
9724,1
11877,1
8880,0
12862,1
2873,0
6493,0
8521,1
6216,1
1542,1
9301,1
7698,0
1947,1
3991,1
4679,1
6692,0
5769,0
11293,1
8352,1
5813,0
3161,1
3840,0
9060,0
2550,0
12319,0
379,0
7418,1
9908,0
10066,0
11481,1
8854,0
3090,1
130,1
5325,1
8314,0
5261,0
5503,0
11031,0
1431,1
11695,1
8138,1
7558,0
11206,0
8779,0
8937,1
10067,1
6687,1
7515,0
7597,0
3065,1
3205,0
11527,1
3627,1
690,1
1798,1
4214,0
4153,0
8790,1
11707,1
5905,0
11780,1
68,0
12378,1
7546,1
10702,0
3498,1
9182,1
4792,0
10676,0
1357,0
5661,1
3925,0
1650,0
5293,0
5760,1
12949,1
436,1
2763,0
9752,1
2405,1
286,1
10967,0
3987,1
396,0
9468,0
149,0
7651,0
11983,0
3879,0
2988,0
3314,1
10410,1
11866,0
5212,1
11148,1
10206,0
9225,0
3153,0
6170,0
5713,0
12649,1
10878,0
8985,1
9565,1
576,0
4178,0
2883,1
2432,1
11904,1
10928,0
6337,0
6549,0
8016,0
6135,1
5179,0
2010,0
10712,0
1788,0
5960,1
1245,0
862,1
13085,0
6709,0
7005,1
10036,0
10697,0
6184,1
7002,0
2858,0
2470,1
6243,1
8163,1
7542,1
12338,1
8874,0
4952,1
5849,0
1867,1
6712,0
2184,0
7557,0
11715,1
12706,0
6491,0
13373,1
7890,0
1473,0
10298,1
5200,0
5014,1
1850,1
6567,0
12247,1
11621,0
10412,0
11652,0
10470,0
4982,0
430,0
7660,0
7053,0
11589,0
2237,0
6171,1
9775,1
8063,1
3899,1
12601,0
10880,1
5531,0
5871,0
5664,1
3060,0
10811,1
5094,0
3714,0
11767,1
5692,0
11676,0
2048,1
10760,1
4115,0
2310,0
12306,1
11936,0
4110,0
7879,1
12082,0
2818,0
12631,1
2033,0
4412,0
2303,0
3327,0
783,1
4004,1
2196,1
2225,0
5999,0
198,0
8228,1
12961,1
4673,0
13175,0
1124,0
1903,1
2204,1
2055,0
7383,1
11602,0
12337,0
2412,1
9800,0
1782,1
8735,0
328,0
10296,0
4429,1
2472,0
10286,0
11399,0
11990,0
7193,0
4459,0
10365,0
955,0
10995,0
7237,1
7345,0
12055,1
276,1
3719,1
3961,1
3442,0
10226,0
12544,1
5149,1
6856,1
13031,1
12652,0
4417,0
12168,1
1813,1
8442,0
2989,1
10883,0
3223,0
6916,1
1556,0
64,0
10455,1
10339,1
11674,0
12217,1
7529,1
5245,0
12161,0
13164,1
8428,0
10765,0
11789,1
5051,1
11701,1
3275,0
9181,0
5052,0
12590,1
2836,1
8404,0
9336,1
8507,1
1067,1
9009,0
2462,0
11129,1
12883,1
11204,0
4489,1
2385,1
9870,1
11657,0
2608,0
12051,1
4555,0
8825,0
10108,0
2531,0
10190,0
9856,1
3251,1
11177,1
4895,1
1366,0
9850,1
10169,1
521,1
5727,0
11351,1
7704,1
2115,1
2349,0
4326,0
10668,0
6458,1
11131,0
11903,1
10495,1
2508,0
11816,1
3633,0
12637,1
8230,0
195,1
4458,0
2505,0
3113,0
2287,1
9325,1
2835,1
4140,0
7458,1
4821,0
353,0
13432,1
12718,0
12102,1
4209,0
7008,0
4526,1
4088,1
8492,1
7254,0
12923,0
7351,0
6746,0
11901,0
6096,0
5869,0
2950,1
13363,1
5572,1
10845,1
3128,1
2655,0
4642,0
8413,0
3640,1
608,0
397,1
28,0
3517,1
8238,0
7287,1
12175,0
7866,0
9175,0
7470,1
13033,1
9630,1
10963,0
12358,1
9151,0
6134,0
6426,1
6785,1
8327,1
6264,0
2575,0
6997,0
9886,0
1404,0
10999,0
11928,0
5371,1
4536,1
8666,0
11541,0
9155,1
11891,0
10575,0
10677,0
5294,0
5244,1
5311,0
4492,0
7086,0
6913,1
8691,1
594,1
6248,1
2758,1
13315,0
10171,1
8042,0
13330,1
8276,1
8278,1
3515,0
224,0
6727,0
12081,1
7133,1
8376,0
9758,0
9674,1
10515,0
13118,1
11426,0
9690,0
2990,0
11434,0
3795,0
9201,0
7962,1
9196,0
6412,0
5438,0
3293,0
4802,0
555,0
11814,1
10491,0
1666,1
12331,1
5845,0
901,1
9147,1
7593,0
7595,1
4015,0
7976,1
1540,1
8671,1
7006,0
7325,1
1155,0
11485,1
4744,0
12078,1
8806,1
5095,1
13161,1
11645,0
9140,1
5859,1
9156,1
11406,0
4808,1
8256,1
169,1
2283,1
12607,1
11805,1
12731,1
9221,0
7400,1
5788,1
6179,0
5549,0
2499,1
835,0
3641,0
5611,1
8894,0
13090,0
11896,0
2661,1
9059,0
10442,0
5329,1
4629,0
6719,1
894,1
8281,0
7668,1
2628,0
8673,0
2229,0
4335,0
6619,1
6998,0
3839,0
6698,1
11860,1
12824,0
12817,1
13450,0
780,0
3632,0
9451,0
7445,0
10918,0
4091,1
2170,1
2267,1
5106,0
5627,1
5527,0
10183,0
1339,0
517,0
1470,0
9671,1
11424,0
6496,0
13171,1
1577,1
11192,1
7238,1
13275,0
5037,0
11876,0
13028,1
8363,1
13232,1
2785,0
902,0
11417,1
10504,0
2190,0
4329,1
12519,0
13240,1
363,1
2415,1
8781,1
12891,1
3946,0
1823,1
10002,1
12913,0
323,0
2745,0
6922,1
4858,1
1373,1
4896,1
6481,0
9339,1
3054,0
2340,0
5650,1
13146,0
5969,1
11240,1
12934,1
9184,1
5462,0
11100,0
8725,0
2944,0
4761,1
12148,0
5875,1
9183,1
110,0
615,0
10855,0
2182,1
1750,0
3082,1
2659,0
12094,1
4648,1
1377,0
4795,1
11820,1
2125,0
1462,0
10541,1
7374,1
8695,0
1866,1
3797,1
10146,0
7342,1
12989,0
6220,1
13494,1
10314,1
2881,0
12411,0
8847,0
5348,0
13378,1
9709,0
11935,1
554,0
12570,0
10742,0
9711,1
12346,1
10438,1
13069,1
9079,0
620,1
2646,0
6269,0
9910,1
8680,1
2420,1
10621,1
647,0
12065,1
3537,0
5328,0
10038,0
139,1
13382,0
4953,0
1840,0
279,1
11533,1
8839,0
11329,0
1110,1
4465,0
12466,1
10618,1
10796,1
2467,1
11450,1
5776,1
12229,0
5208,1
1125,1
4621,0
5882,1
12034,1
3682,1
7461,1
8698,0
13347,0
13218,1
5726,0
7182,1
9287,0
8685,1
6980,1
12763,0
8053,1
8262,0
11956,1
8418,1
7801,1
6531,0
5583,0
2675,0
3702,0
10527,1
80,0
11639,1
9605,0
8319,0
4225,0
8620,0
4705,0
2208,1
9367,1
12638,1
12839,1
7913,1
8663,1
9107,1
13337,1
795,0
5243,1
11030,0
1797,0
9875,1
13044,1
1079,1
10829,1
4137,0
6157,0
2192,1
5978,0
5234,0
7386,0
10232,1
8652,0
924,1
12073,1
8629,0
1324,1
10409,0
11732,0
5118,1
227,0
125,1
4189,0
1265,0
3225,0
8996,0
13141,0
3727,1
1297,1
10297,1
12711,1
10060,0
8269,1
4232,1
11246,0
6353,1
2791,1
8951,1
4431,0
10342,0
9632,0
10081,0
12522,1
1756,0
3586,1
2272,0
10828,1
12661,1
1769,0
7640,0
5191,1
9827,1
7382,0
10745,0
11270,0
12140,1
5486,0
4211,0
7854,0
11167,1
7809,0
8265,0
12114,1
3197,0
9230,1
11176,1
5660,1
6804,1
348,1
10652,0
2830,0
9616,1
12557,0
1074,1
13280,0
13291,1
10371,0
13224,1
2802,0
10734,0
9653,1
8668,0
1285,1
8323,0
7676,0
4244,0
6743,1
11283,0
13458,1
12776,1
10343,0
9994,1
7439,0
12054,1
8650,1
4285,1
6837,0
13497,1
2145,1
12534,1
9592,1
2118,1
5536,1
2152,1
9174,1
12857,1
6117,1
9670,0
2677,0
329,0
10821,1
10209,0
12658,0
154,0
8777,1
12341,0
7447,0
9124,0
3645,0
931,0
5013,0
6239,1
7844,0
3091,1
3406,0
5027,1
2004,0
6112,0
541,1
2547,1
10779,1
2549,1
7364,0
6596,0
6554,0
13092,1
754,1
3982,1
3747,0
1949,0
12465,0
3397,0
3532,0
10091,0
93,1
9815,0
6812,1
3173,1
4632,0
13022,1
8998,0
12690,1
440,0
11881,1
2984,0
5147,1
513,1
10421,0
3333,1
10866,0
5663,1
7673,0
6624,1
630,1
12117,0
5383,1
11101,0
8883,0
10323,1
12624,0
12495,1
12499,0
9603,0
3052,1
5038,1
1684,0
12748,0
2971,1
7026,0
6734,0
10118,1
8945,0
5275,1
8024,0
8584,1
8696,0
7690,0
12500,1
2277,0
6527,0
4250,0
6591,1
4446,1
3762,0
11734,1
4671,1
1271,0
5154,0
1057,1
13341,1
2561,0
3833,1
9463,1
1980,1
5273,1
2667,0
12828,1
5750,0
6594,0
697,0
4288,0
9337,0
12803,1
1821,0
2502,0
1052,0
10740,0
5384,1
421,0
12461,0
11471,0
10280,0
11617,1
3540,1
3079,1
1157,1
9010,1
11653,1
9040,0
3557,0
240,1
4959,0
5853,1
4553,0
13093,0
11205,1
1109,1
5683,1
4473,0
1368,1
6655,0
2001,1
12228,1
7178,1
10329,0
7603,1
6139,1
920,0
8855,1
4454,1
875,0
9956,0
11396,1
4172,0
1167,0
13456,0
6667,0
5367,0
10627,1
3805,1
12895,1
1153,1
13050,1
1529,1
1182,1
7991,1
4157,0
4476,1
455,1
9330,0
5450,1
3267,0
261,0
11061,1
8184,0
4925,0
7498,0
11162,0
10379,1
4914,1
8675,0
12898,0
12467,0
12220,0
7772,0
2026,1
887,0
7680,1
1034,0
11339,0
2768,1
3488,1
7190,0
11066,0
12667,1
6086,0
3725,1
9686,0
11357,0
11855,0
7871,1
8878,1
942,1
1982,0
8808,0
11036,1
3483,0
8302,0
11738,0
10045,1
8957,1
9165,1
9526,1
7990,1
7285,0
5206,0
2278,1
192,1
6582,0
5398,0
3464,1
9247,0
4807,0
4125,0
6245,0
4219,1
7918,1
9755,1
7507,0
11731,0
2801,0
1827,1
688,1
12838,0
12188,0
6358,0
7744,0
6190,1
1154,1
12486,1
7582,1
1369,1
3392,0
10041,0
3059,1
10785,0
12410,1
12598,1
6029,0
1419,1
11562,0
2168,0
356,0
10626,1
777,0
148,0
10145,0
2425,1
4453,0
4790,1
6752,0
7813,1
4353,0
6391,1
8305,1
8359,1
6613,0
10294,0
11316,1
11071,0
8955,0
7728,0
4589,1
13303,0
12213,0
8997,1
9259,0
8064,1
5932,0
1535,0
11087,1
12503,1
11506,1
9356,1
2361,0
246,1
2834,1
7277,0
6490,0
7585,0
3629,0
8274,0
9477,1
5656,0
6971,1
1921,0
11141,0
2510,0
8726,0
7187,1
1406,1
10225,1
7371,1
12405,1
13013,1
13475,1
10795,1
8351,0
1858,0
2089,0
10162,1
3865,0
13173,1
1510,0
6555,0
1120,1
5425,1
745,1
7247,1
13236,1
4450,0
4493,0
601,1
9333,0
12693,1
5870,0
4296,0
13189,1
1598,0
2765,0
9289,0
3529,0
9917,0
5694,1
1021,0
9804,1
2735,0
9999,0
2754,1
12764,1
4497,1
4591,1
480,0
12640,1
3563,0
6113,0
10203,1
2993,0
6750,1
5497,0
6262,1
1763,1
9176,0
6552,0
6918,0
8651,1
12172,0
2779,0
11437,0
3238,1
8124,0
1336,0
8905,1
9466,1
8773,1
11362,0
5543,1
13121,1
5075,1
10844,0
11605,1
7681,1
8756,1
5435,1
6912,0
5317,0
1774,1
8076,1
7195,0
5844,0
2030,1
8297,0
7105,1
9253,0
6060,1
8835,1
3780,0
2697,1
3678,1
2743,1
7013,0
2751,1
1616,1
5227,1
12809,1
3377,0
10508,1
103,0
8778,1
5996,0
8585,0
12482,1
8169,1
658,1
7589,1
6087,1
7149,1
3199,0
9185,1
2501,0
11779,0
5003,1
7587,1
3,0
5926,0
11046,0
5187,0
1436,1
10892,0
1408,0
7320,1
5072,0
8703,1
6449,1
13035,0
10568,0
735,0
10163,0
4619,1
1181,0
4878,0
7140,0
2449,0
3048,1
4139,0
2929,1
9154,1
10332,1
220,1
3499,0
8129,1
11610,0
9547,0
9740,1
2797,1
415,0
5521,1
13245,1
7331,0
3166,0
8152,0
2214,0
4192,0
9639,0
5353,0
10768,1
1969,0
1316,0
2877,1
5881,0
5424,0
10722,0
9596,0
4333,1
4766,0
8653,1
2977,1
6376,0
5114,1
10165,0
5155,1
5950,0
13320,1
4474,0
12970,1
11924,1
8372,1
12095,0
676,1
12,1
1512,1
12093,1
11199,0
8150,0
7032,1
10414,1
2261,1
7932,0
11984,0
2941,1
11189,1
8849,1
8270,0
8320,1
11185,0
3955,0
7910,1
1240,1
422,1
7096,1
2355,0
12401,1
160,1
349,1
6574,0
3284,0
11404,0
9842,0
12388,1
13265,0
7905,0
9255,1
7993,0
4480,0
9052,1
8832,0
167,0
9524,1
292,0
5641,0
4117,1
4376,0
8423,0
10542,0
6664,1
8636,1
5356,0
2032,1
10953,1
6872,0
1046,0
3696,0
11350,0
9475,0
3876,1
3453,1
9439,1
9995,1
1430,1
5897,0
526,1
11309,1
2874,1
4777,1
9536,0
111,0
3701,0
1051,0
4624,0
1911,0
6810,0
4397,0
12048,1
5794,1
2860,0
4449,0
10759,1
5722,0
714,0
5835,0
10020,0
4945,1
9344,1
11604,0
5274,0
12881,0
10783,0
9641,0
13312,1
8503,1
58,0
9738,0
12832,1
6470,1
10798,0
2528,1
6025,1
6957,0
6359,1
1811,1
10263,0
4142,1
12744,1
12927,1
8598,0
9793,1
9918,0
2593,1
5563,0
6786,1
1886,1
5041,1
3901,0
257,0
10594,0
341,0
2691,1
5031,0
6067,1
504,0
6925,1
6521,1
12323,1
610,0
6830,0
3739,0
5091,1
1776,1
37,0
757,1
6842,0
2475,0
11473,1
8540,1
3963,1
4974,0
9704,1
5429,0
978,1
5056,0
9715,0
3750,1
11261,0
11152,0
6150,1
4382,1
12192,0
4801,0
10308,0
624,1
10930,0
12363,1
339,0
13324,1
9510,1
7411,0
9068,0
3501,1
12687,1
6466,1
9265,1
5828,1
2973,1
411,0
6373,1
9845,0
10896,0
10557,0
3176,0
5292,1
6365,0
45,1
1665,0
1241,0
2356,0
3720,1
5992,1
3491,1
7062,0
2796,0
11274,1
10110,0
2371,1
