,P,Q,A
6701,3.9254936996830656,2,0
5199,13.387689399412984,2,1
11782,5.66418325504383,0,0
4525,3.473783143375318,1,0
11370,0.5131739001903333,2,1
2923,-0.4385506454899691,2,1
2410,1.7393762465817173,3,1
1559,3.4921896399617767,2,0
386,0.6890652717954808,3,1
9084,5.281524457947188,1,1
678,8.10552657338609,2,0
1590,3.293454742297682,2,1
5863,4.101013227320121,2,0
9001,9.976410881865842,2,0
1420,18.849216164240115,2,0
1036,4.898944118554864,3,1
7434,3.0172140216852608,1,0
691,8.202982554173483,1,0
2435,1.0678591005324878,1,1
2321,4.815770068340088,2,0
9509,-1.1562706301988652,2,1
6094,0.5326241905816216,3,1
13375,4.8993623625049185,3,0
881,-0.32680491571830794,2,1
3455,6.175767915204553,1,0
10673,4.850894180660989,1,0
6828,2.3804249031931306,2,1
9498,14.719882185701815,0,0
4156,10.857519894030192,1,0
10222,-1.780939787628626,2,1
7607,0.8591563476552718,2,1
6214,6.58659683264711,0,0
11774,-5.113431629426069,3,1
11365,1.576418627937989,3,0
10688,4.9872556843543405,1,1
290,0.6315004767987746,2,1
1725,3.9780597588603848,1,0
2640,3.369006920142777,2,1
5315,3.82374333953162,2,0
11156,-2.0731406666070775,2,0
1363,2.2697481647615274,2,0
9631,5.942464946547725,1,1
12999,2.7055114448957127,2,0
7741,7.140407722440065,1,0
13368,4.773521645504266,2,0
7949,2.511650753628911,1,0
10921,3.5225650552403263,3,1
12954,9.339304624358553,2,0
4402,7.760373928714935,2,1
5839,5.011087287648168,3,1
12423,2.410792809966746,1,0
3174,3.9366168860404316,1,0
5137,6.451908285782633,2,0
1228,2.1874658428309326,3,1
3624,11.676200911676242,0,0
2382,8.634017910680996,0,0
3274,5.459347294881426,2,0
10906,0.42657398189820384,2,0
5752,5.063108383192183,2,1
13038,6.479119924972332,2,0
12816,6.520446531062758,1,0
11408,4.124629271126581,2,0
11675,0.2971065005297373,2,1
7410,20.437027957332887,3,1
9189,4.741700799723645,2,0
3538,-0.21371922003800137,3,1
11953,1.5426779366161385,0,0
7038,8.99588237622545,1,0
7332,2.5503559574140584,2,0
7608,8.173820840655903,1,0
12443,6.335008534341496,3,0
12632,2.9478136694639954,1,0
9307,1.6354018708316593,3,1
13266,18.606220374032645,2,0
2251,5.787134007999075,3,0
10201,5.444667126852129,3,1
10441,5.393684881174702,3,0
4763,6.022303203893218,1,0
12305,10.377251683749128,1,0
6932,2.826352306464415,1,0
12187,2.430511980412601,1,0
7055,1.824757170252177,2,0
7545,5.061799939386733,2,0
6816,-0.04647641177656625,2,0
5923,-2.963205579657994,3,1
461,3.730755690913438,2,0
10792,0.0714641037735721,3,1
3777,2.512681518089166,2,0
12343,0.4722730659179991,2,0
3969,10.009502736812305,2,1
11854,-1.9099509719808236,3,1
3006,4.952433690955969,2,0
4618,5.26080105006975,3,1
618,-1.3133143533092215,1,1
4387,7.463371464025089,1,0
10944,4.271332180678038,3,1
6511,7.492247728193493,1,0
4659,8.492270762342566,2,1
101,9.664794067996615,2,0
12303,3.3064694603636524,2,0
11919,3.8535470637148177,1,1
3200,13.845418760023344,3,1
12762,2.7791186048755834,1,0
10114,9.370589020209206,1,0
9171,2.937485205686577,1,0
9584,-0.06849873293850828,1,1
10167,-1.3143818465697863,2,1
3611,0.8581201161988503,2,1
9744,8.33086786645902,2,0
9951,1.1241151369256048,3,1
8593,3.496668075156558,3,0
10956,4.524803097902608,2,1
12367,7.113834345086356,1,0
2503,-1.3686381165672492,3,1
6608,6.249366237479487,3,0
11632,-2.037804588513114,2,0
9076,6.1546837348111705,2,1
5016,7.323748554197364,1,1
8126,0.8840922911319122,2,0
4805,3.292244434840101,1,1
6874,1.1756507929398736,3,1
4638,7.829057087710466,1,1
4501,4.625356672161098,1,0
11691,2.231110092579771,1,0
938,9.40244704272981,2,0
5938,3.7756208984915025,2,1
8811,13.75576205723067,1,0
2078,5.764636549498524,2,1
7420,8.856594272759802,1,0
2665,5.358007165686963,3,0
2891,5.446764115255499,1,0
6760,17.544094748410856,0,0
7727,3.9734124310242276,1,0
8583,-1.7788610615822362,2,1
3041,-1.4083422972416653,2,1
87,1.2128448446061162,2,1
9291,4.439545338291293,0,0
8458,13.100331520855065,1,1
406,-0.20332650250214535,2,1
4164,12.750927250101226,2,0
11522,2.7383713449246723,3,1
12474,3.306921552240902,0,0
9118,6.480182600469881,1,0
6428,11.822513583586284,0,0
10595,0.4887274909747493,2,1
899,17.65592232905097,3,1
879,-2.7393511186602137,3,1
1970,4.725300401383708,2,0
13379,4.541079041633007,1,0
12716,8.207077020506366,0,0
2928,3.0944143595949276,3,0
8493,11.712010459850127,0,0
7146,18.56119208912071,2,1
2573,1.6495671751911556,2,1
784,-3.3466320155841185,1,1
2487,2.788217991591316,3,1
5373,5.274392067815127,2,1
10351,3.5790196164095285,3,0
10923,11.748955473091325,1,0
8916,3.147779294863726,2,0
1685,6.532509615456712,0,0
118,4.908089716854914,1,0
2945,-0.5407319040624774,2,0
10723,-2.2377913104736384,3,1
12194,10.05375313294997,1,0
12092,2.6560212065870004,2,0
13421,1.7872822094039404,2,0
7968,9.646275208657107,1,0
12808,5.996940771959121,2,0
9294,4.331590399785591,2,1
9562,2.7897298061015086,2,1
7525,3.3984035682397797,1,1
13288,0.6628723143691855,1,0
2843,3.229386369960664,2,0
1099,6.896838165960084,1,0
6027,5.4576382925337015,1,1
9139,6.182113377770548,1,0
5806,6.417708082920479,1,0
4498,8.799309460954092,3,0
5635,5.2087620530501235,1,0
6367,0.16400407546620865,3,1
1237,9.787837763313684,2,0
3469,5.125881996897641,1,0
12766,9.28087221647371,1,0
12412,28.901843904631004,0,0
4488,1.5985736389095526,2,1
8156,-1.5756869726302682,2,1
2304,4.644863396057148,1,0
1304,6.73978834830121,1,0
1917,0.8517139419385137,3,1
10561,3.121337937284022,2,1
7407,0.6961440879608372,1,0
200,8.678534683554862,1,0
7316,0.04112859292673765,2,1
3927,10.635180792393667,2,0
6100,2.3989362159571437,2,1
6732,18.51142625606847,3,1
10306,5.139622581720285,0,0
11609,12.358933532850955,0,0
1365,1.8859268992430973,0,0
11611,14.488567667520542,2,0
8501,2.1415413131165004,3,1
8454,6.808237100448488,3,0
8721,6.240106370093264,1,0
13089,0.7039193254064671,1,0
975,9.221504974640036,3,1
9190,2.2369012567374194,1,1
3663,5.536225107035418,2,0
11239,0.8616503866492692,1,1
3277,0.5829896475101666,1,0
381,1.44537866971644,2,1
8176,1.7509522140737093,1,0
4709,1.4991573636345366,2,0
2847,6.413790870565978,1,0
2738,9.871503250724581,2,1
2270,10.706525188974592,1,1
623,5.881204554648581,3,0
10238,15.75323041578967,0,0
5437,-0.8739811482296282,2,1
1946,5.743806754915953,1,0
6212,-0.35926521771274045,3,1
11550,7.686832667799958,3,0
10113,3.741570865048833,2,1
1429,-0.14688228672247106,1,1
3756,6.001652503287587,2,1
2671,3.797164937784655,2,1
6792,0.1222272229631276,1,1
7531,4.935372812279617,2,1
8700,3.889192815844411,2,0
8924,1.3920300911095722,2,0
4824,-0.148446199038907,2,1
6040,-0.19198618897042508,2,0
9117,2.72117944122024,1,1
7040,4.939936391133561,1,0
1332,-1.1198339644063036,1,1
6038,5.172921676018269,3,1
5850,7.688827981996763,2,1
10049,4.715221218988516,3,1
3733,-2.334324261578688,3,1
1209,-1.2507787997407187,3,1
10012,7.8210755042175855,2,0
3637,1.6249345795055155,2,1
3160,7.1268140311940575,2,1
4946,1.7437621305682214,3,1
5381,1.7092586345535747,3,1
6883,5.436509304196186,2,0
11425,7.9401507923429495,2,0
11154,6.836605922927175,2,0
4567,-1.7436588704241536,3,1
6909,6.351870086684875,0,0
7500,8.023974136024838,1,0
5666,5.307196361617589,3,1
7100,11.885756278577563,2,0
2338,-3.742200029327938,2,1
2216,2.1676308590294204,0,0
5337,3.7835725610949607,2,0
11342,4.284829418259769,3,0
10973,11.16278874062565,1,0
874,4.281131625757695,2,1
8922,-1.4358000861872902,3,1
6077,6.454963520547777,2,1
7442,0.571593359213079,2,0
13327,7.155000737087714,0,0
6864,-4.447117104901959,1,1
7158,-2.1399401005019505,3,1
7440,2.6956401448387277,2,1
4867,11.009926012005527,3,1
537,6.987351227238641,1,1
11191,3.0839625325240387,1,1
11918,-1.104610105565114,2,1
1038,9.548320875019098,1,0
1143,4.760130871098935,1,0
2624,4.163992330494411,3,1
12936,14.190714985904929,2,0
11884,4.428602762672017,1,1
7015,0.04379737916823179,3,1
6713,1.5987676662978683,3,1
10643,5.3222992742808675,3,0
7721,3.5048566009086266,2,0
12209,8.840081317778724,2,0
12926,4.063680250334994,1,0
2317,3.7612689563842214,1,1
1599,1.3320505765965283,2,0
7268,2.464243688126272,1,1
7934,4.211489123216865,0,0
13398,8.236376795691864,1,0
6420,3.4759826303796686,3,1
11721,6.907855185388372,1,0
9067,-0.8760994384860301,1,0
8001,0.4958773842195857,2,1
4159,13.518185332786794,1,0
4599,0.7190524175889274,2,0
10984,1.0231453700057938,1,1
5624,-0.16252891503606293,2,0
709,12.179484073295724,1,0
116,-2.7564226803989182,2,1
5515,5.2902326862111115,1,1
8166,-2.4143041211055896,2,1
8440,14.632198770255465,3,1
11710,1.8928823590735524,2,1
11296,4.318877938425617,3,0
12050,1.1349336484730994,1,0
4700,10.671853792308404,1,0
9390,6.851226603010417,1,0
9528,5.6088521936291365,3,0
6329,4.153411442915678,1,0
2896,8.045198752434535,2,0
1890,3.471872764954229,2,1
6886,-0.8129267424169044,3,1
4980,1.8487418957030266,3,1
315,7.773211571251501,3,1
10647,16.319699319092205,3,1
2683,1.730248813516691,1,1
4932,10.399643907695053,2,0
6798,3.0227338732592264,1,0
10965,4.653794664383248,3,1
6408,1.0698241100759645,0,0
1491,7.205558345486761,1,0
10333,5.858122690020552,1,1
939,-1.0688227372459385,2,1
760,-1.4601093002194694,2,1
11142,7.540664024313673,2,1
9593,3.999723514567017,0,0
8750,9.483098864625376,1,0
437,-1.9511314494515624,1,1
10120,14.071724943755136,1,0
4024,4.189139652318111,2,1
1379,6.73640901184955,3,1
4161,-1.8960614239031002,3,1
2718,11.405547608245666,1,0
12434,8.830823130891147,1,0
1164,6.59797790075601,3,1
12277,10.044889536273047,1,0
8755,7.487872234759571,3,1
12387,3.649023323169147,0,0
2200,6.087615861506662,2,0
7853,7.935026496152998,3,1
8089,10.102184425159454,1,0
7431,1.4262162435052297,1,1
7526,7.297642115454055,1,0
6351,3.833513612915155,2,1
4355,5.684884230735611,0,0
10233,0.07442261436722486,2,1
3892,1.4285940165483846,1,0
1942,-0.7413231402976872,2,0
3711,-0.42541065204142825,2,1
5748,3.4533292378037226,1,0
4000,8.399558819365417,1,0
11502,-1.7032273460761176,1,1
13392,2.3699323151975626,1,0
7219,-0.27710251269390695,2,1
9515,-1.227518365046675,3,1
10030,3.5334411668030588,3,1
6371,-2.5827926808198685,2,1
10415,-1.5936640068997256,3,1
265,4.096987298378974,1,1
10057,3.0797751593000555,2,1
11579,19.64624394973173,2,1
8794,6.0388739474308775,3,0
7670,5.6423896883655456,3,0
4342,3.667859698363959,2,0
13183,0.9537511167402936,2,0
721,0.11449077790323581,2,1
925,9.861493513105756,2,1
142,6.503715554537799,1,0
9425,4.116197704564866,2,1
9314,4.678625609441282,1,0
9669,1.6709047865000566,1,0
4236,10.86399491940725,0,0
12273,6.673925963316111,3,0
2586,2.502052882474546,1,1
8409,-1.0739440196141934,3,1
10613,7.399734483737083,0,0
3337,12.42207456647298,1,1
5724,8.183931336326042,0,0
2904,1.1334465372695341,3,0
11999,4.299903622560622,2,1
4357,3.076707403765411,2,0
10262,7.1527563960290745,1,0
11026,-3.85174502587738,3,1
10523,5.138896974702031,2,1
3243,4.563593092417034,2,0
3351,0.1574713046170445,1,0
8831,-1.0320689897661515,3,0
3080,5.44088540422162,2,0
3527,1.504651947637838,0,1
10899,-0.34614226337946796,2,1
4513,6.815047853903545,3,1
12827,11.320518724321964,1,0
10628,3.5763227903279073,1,0
11441,2.068640503068395,2,1
8887,9.25330652107877,2,0
11212,5.949945693491404,2,0
12264,2.7321398201654294,3,0
13455,2.917020892473543,2,0
10356,1.363284050207874,2,1
13426,4.777016204764412,2,0
7643,6.997427906937146,2,1
11534,1.7141156477063575,2,0
9833,3.222283509769788,1,0
7665,1.0943812477647883,3,1
2069,6.108611043125073,3,1
12843,3.266491582888705,1,0
5704,0.662337615992071,3,1
919,6.653282520649828,3,1
6953,12.602944809641418,1,0
3313,0.030838973950690574,0,1
3738,16.2583910946448,0,0
4349,0.8244215618974038,3,1
1219,1.2003565094501598,1,1
2050,8.605240327330696,2,0
9012,9.687594449730108,2,0
4131,0.5699921480393726,2,0
6469,4.665842297977666,2,0
7611,3.87085869808798,2,0
7723,-1.9654245841345754,2,1
4826,7.256270304806974,1,0
8062,3.062607764625079,2,1
907,0.7528958667402621,0,0
13384,7.141752288457894,0,0
7091,-1.614447938759218,3,1
9904,4.91121665947317,2,0
7000,3.586610012236469,2,1
11535,8.73750262797772,1,1
9734,1.5581177988446204,1,0
8471,5.366328069712843,2,1
9410,2.8176394920710015,1,0
8943,7.2426381592234925,2,0
3408,-0.12138277547315224,2,1
6357,-0.9966379927630695,2,1
351,13.456204544601732,3,1
755,6.731079126735765,2,0
6652,11.046620298654938,1,0
490,7.799641499729093,2,0
13495,-1.6307857837301687,2,0
10027,6.482200846370194,3,1
12554,1.4619655732623817,2,0
11337,2.2852190601104585,2,0
7598,-1.1130960815028477,1,1
7242,3.6377771644426233,1,1
1208,1.465217257966918,2,0
12359,1.9365646745816603,3,0
13457,12.173055821061082,2,0
1620,4.572850805251355,3,0
4133,1.7892691268803613,2,0
7061,0.4879239932744108,2,1
8714,12.81447061555762,0,0
4940,2.9714148598500087,1,0
12030,11.399651008692006,0,0
5111,3.165909414100609,1,0
10217,8.355390349828538,2,0
3412,6.874395615273508,2,0
5159,1.8978576405094505,2,1
9882,1.3088915081305457,2,1
8204,13.17999338374683,3,0
2378,4.359630411953046,2,1
5449,13.433220832809871,1,0
7782,3.26792556432396,0,0
3956,0.1929232008215156,3,1
6381,1.7587688483829096,1,1
2587,1.1482760419903415,0,0
9072,1.8982324270174924,2,0
7438,3.6988176271282414,1,0
6686,2.411154002541223,1,0
7737,0.09791660342537478,2,0
2692,10.997265457025183,3,1
2123,3.05117536158176,3,1
7389,2.0390579082813245,3,0
10877,13.660563564040444,2,1
8774,11.337761326130583,2,0
8565,6.867967993540528,0,0
2234,6.364931559892566,1,0
3521,2.0490035083167677,2,1
4316,6.958239337195986,2,0
16,1.425775169656687,2,0
2396,9.834026023043396,1,0
11638,5.856157160122401,3,1
5399,5.155973272557462,2,0
6291,8.454873597464353,2,1
13066,2.4075940449289535,2,0
4337,3.47822891419829,1,0
13292,3.3994184521029664,1,0
5472,14.127966937227278,2,1
9411,3.1866330354895704,1,0
9231,4.110317305236607,3,1
10174,4.5522322962537425,0,0
4471,-0.3335696635795924,1,0
9974,-0.8591982134798132,2,1
6472,-0.6532958679875305,3,1
13370,2.619164296504075,3,0
6817,6.210529379545801,2,0
5963,9.354048656474486,0,0
2053,32.59585251320855,2,1
9426,0.42603959903812116,3,0
1168,5.610214334271869,1,1
13057,6.0378379933176225,0,0
13362,6.454920313616855,2,0
8345,3.9740202323878306,1,0
4514,0.5423354308732287,1,1
8013,0.7948329073680689,1,0
83,-0.7310285190363279,3,1
2202,15.63690188133802,2,1
6868,8.649315778293232,1,0
8614,12.762253946470596,3,0
6572,5.525014678680138,3,0
1294,0.6176391017168261,2,1
8797,4.984854896325946,2,0
10303,0.08306464790082879,2,1
11490,18.581593842894783,1,1
13088,7.358850060798927,1,0
3356,13.966608225482279,2,0
12819,2.647480490379495,2,0
9841,9.138319966024886,3,0
3857,2.7531546418808204,3,0
8162,10.321512917477975,2,1
3444,2.745610955571344,1,1
4750,3.5501461984906273,0,0
9789,1.464793395475915,2,1
2496,0.3247710244096069,2,0
10394,3.7057534690336555,1,0
7756,1.1639052755255817,3,0
13109,1.934391385284326,0,0
8927,2.6138340986606714,3,1
7964,-0.9609435643153508,1,0
4717,0.22384673793305132,0,0
12569,8.590820572132312,3,0
9245,6.183043587015614,3,0
4360,8.847286204829357,1,0
6039,3.581228339837523,1,0
9996,3.0099568875051266,2,0
4271,0.9170073717256733,0,1
940,-2.5734636377775435,3,1
9776,11.365717750753277,2,1
9719,5.078866935762018,2,1
418,7.373478187525691,2,0
7228,4.0443737315721,3,1
3292,13.643463353684433,2,0
4224,8.262398753536797,3,1
54,2.347980260650777,1,1
11882,6.035783784963582,2,1
4311,12.340943321052015,2,0
5232,8.930900205721107,1,0
6806,5.113033155697355,2,1
9736,9.397699058229897,1,0
9305,-5.159204191039532,3,1
4635,0.1854824546003523,3,1
3168,2.118595167243292,2,1
10273,2.1053758892702215,2,0
6509,3.8446765955317215,2,1
6631,0.23811001405978383,0,0
9312,5.252986919824727,3,1
10151,8.309164570212266,1,0
781,10.120958529619324,2,1
11689,2.8903584992044378,2,1
4612,1.4294007355085043,2,1
2319,2.6484023436335633,1,0
10357,16.937721171242252,1,1
2722,4.074082369469313,1,0
7657,8.681927309790517,1,0
3072,1.0282579943234533,2,1
7336,6.024072120857126,1,0
5556,1.2012410272918101,3,1
2999,7.787215925413361,2,1
5195,4.1005760020615245,3,0
2281,-1.1076045404316128,3,1
6843,5.670816637006974,3,1
11489,-1.8053106343832521,2,0
7544,18.089415920181832,2,0
9274,9.372250095248944,2,0
1996,0.7546190503878817,1,1
13305,10.039120960929848,2,0
2124,6.537873972068964,1,0
12991,8.98779438644866,3,0
8010,4.289600026421027,2,0
3298,10.70723594074321,1,0
12468,7.70435323338148,1,0
4168,0.12233900613396398,2,1
5887,7.564748761010314,2,0
5290,11.950331625964566,1,1
4634,9.540234872349089,1,0
2752,10.83098932942741,2,0
2716,5.412086801791803,2,1
13192,5.656509192478697,2,0
5494,0.07801626517178284,1,0
8291,9.52255669122508,2,0
13425,4.854524952604934,0,0
10478,-0.818961045770598,1,0
214,-0.4787029350688776,0,0
5018,2.7410550978538097,3,1
10381,-0.6337988733394493,3,1
5237,8.318337690916573,3,1
9262,2.6306706661138137,1,1
6682,6.539829457407741,1,1
6723,4.98723013023221,1,0
7519,6.987357826418777,3,1
9045,4.1603357108221015,2,1
1266,2.5523545451278187,1,0
2031,6.352514607492316,2,1
2755,6.473078015994561,1,0
1888,3.904444574626413,2,0
10590,7.568984724211158,3,0
4580,23.89588570543428,2,1
10905,4.817649110727807,2,1
12676,3.6348557773391685,1,0
6397,-0.5297587118893466,3,1
5582,-1.7713309063106708,3,1
4405,-0.23547926128777152,3,1
7049,12.371526310614199,2,0
1768,4.124085807773453,2,1
12969,22.221731959542645,2,0
7253,3.2701450992553354,2,1
8960,0.1699474115116701,2,1
4806,-0.9114202536940148,2,1
1857,6.063170442048981,2,1
5568,0.9658842284131012,3,1
3932,8.389206269868343,2,0
859,0.9578428487276223,1,0
7110,1.9765655819390726,3,1
3661,3.917853796220044,0,0
2074,3.9825738027831417,3,1
7343,4.868114451070255,1,0
6570,6.22913648845939,1,0
8737,-0.6165019765729184,2,1
6059,-0.3339814855925073,3,1
12012,3.9027746318679344,1,0
1653,5.866237287601571,3,1
11642,1.643241539622979,1,1
12552,1.1354779652291702,1,0
8257,13.24537886674908,2,1
11574,3.0787179736316697,2,1
1066,4.144701155516379,2,0
13062,8.062355679578314,2,0
12442,3.877693850731857,2,0
6340,7.7184321980932635,1,0
11577,3.936866653084162,2,1
4586,14.606273861760497,0,0
3707,10.236472455260715,1,0
7216,14.93796644176266,2,1
3692,7.0406230259804765,1,0
129,7.297810071068209,1,1
2280,-1.7762026563443778,3,0
5682,3.587631651624177,3,0
7906,-2.6308717137401083,2,1
4656,6.718065813352103,2,1
10856,3.497661843048198,1,0
13073,1.9019110416762801,3,0
11442,17.05205118413238,1,0
12200,11.918251388342451,2,0
9926,5.824916705192111,0,1
4605,0.23346345038915772,0,0
7609,18.3859683011648,2,0
4116,0.10188063777001855,2,1
8084,-1.7152575766519151,3,1
10589,2.7150752861381227,2,1
5192,0.2227505942011716,2,1
9739,6.9959608988284065,2,0
5778,7.109925953290279,2,1
2633,3.3923979865025657,1,1
3035,0.34507454165361295,3,1
13417,17.582116984047026,1,0
1111,4.135233384020679,0,1
4637,2.0802453859564443,2,1
