,Y_real
6257,0
7031,1
1357,0
8795,1
4182,1
5574,0
4561,0
955,0
10425,1
2427,0
9072,1
1058,0
10604,0
10250,1
427,0
9412,1
8920,1
7134,1
4091,1
9473,1
4157,0
1054,0
2030,1
6357,0
1343,0
3298,1
1819,1
7336,1
10878,1
1361,0
3419,0
1181,0
10195,1
8253,1
9377,1
8904,1
6374,1
11044,1
9444,1
3538,0
5483,1
4927,0
252,0
8124,0
9880,0
7391,0
6234,1
11165,0
6953,1
11146,1
9206,1
200,0
8465,0
9938,0
1787,0
5903,1
7449,0
5389,1
9282,1
7013,0
2986,1
5661,1
7062,0
7379,0
8616,1
1363,0
8982,1
6366,1
3663,1
4934,1
6830,0
4521,1
3725,1
2530,0
2695,0
4303,1
10567,1
10239,1
9815,1
5891,0
1093,1
5576,0
7728,1
6076,0
2248,0
1631,0
9571,1
2791,1
4920,1
145,1
8525,0
849,1
257,0
594,1
9409,1
5284,0
197,0
3884,0
938,1
9474,1
404,0
10841,1
5236,1
8068,1
6701,0
7501,1
7144,1
6703,0
1797,0
2002,0
8818,1
6890,1
4792,0
6878,0
466,0
7033,1
4783,0
7122,0
3866,1
494,0
8145,1
3723,0
10934,0
3678,0
4241,0
9353,1
1813,1
1635,0
9556,1
9600,1
11194,0
9655,1
3199,0
2183,0
1250,0
8054,0
2633,0
6960,0
10573,1
5647,0
5549,0
1313,1
10610,1
5172,1
1811,1
7775,0
7620,1
6383,1
1466,1
5921,1
6369,0
4527,0
3889,1
7621,0
7314,0
11080,1
2196,1
4745,1
259,1
2599,1
5889,1
7729,0
1018,0
6836,0
8522,1
158,1
7465,1
2564,1
4478,1
9276,0
4970,1
7251,1
2588,1
9018,1
5675,0
514,0
10014,0
9885,0
5094,0
2377,0
9170,0
9299,1
10716,1
9184,1
5114,1
3883,0
7730,0
10270,1
8813,1
2762,0
6539,0
10680,1
3381,0
2621,0
10248,1
2062,1
9762,0
6476,1
393,0
4062,1
4839,0
5650,1
8223,0
9603,0
5015,0
1530,1
4665,0
2087,0
4605,0
10283,1
969,0
8118,1
3449,1
8504,1
1912,1
3121,0
8760,1
9618,1
721,0
314,1
7629,0
6134,0
3692,1
10807,1
3183,0
4263,0
5163,0
3319,1
4766,0
3043,0
7577,0
4540,0
9283,0
3468,0
4587,0
109,0
7597,1
3619,0
9181,1
8283,1
2665,1
5186,0
8883,1
10929,0
177,0
9732,1
2368,0
553,0
3945,1
9708,1
134,0
8547,1
9669,0
2750,0
9265,1
10055,1
7814,1
2810,1
111,0
2863,0
3795,0
10968,1
1011,0
7712,0
7797,0
11208,1
1933,0
6233,1
10375,1
5811,0
6512,0
9715,1
6058,0
6478,0
5049,1
7422,0
4170,0
616,0
5943,0
2012,0
6019,0
2073,0
972,0
2632,0
6192,0
783,1
1804,0
6527,0
9951,1
11152,0
5400,1
2310,0
9067,0
3436,1
10559,1
3245,1
4632,0
2907,1
9026,1
3907,0
4959,0
5652,0
5155,1
9209,1
4288,0
8435,1
7004,0
3955,0
8240,1
7282,0
5721,0
5199,1
1287,0
5475,1
433,1
8286,1
4381,1
3304,0
3356,1
6408,0
2048,1
2464,1
7193,0
6174,0
601,1
4606,0
8665,1
9055,0
7005,1
7423,1
5388,1
10803,1
5143,0
8047,1
286,1
8420,0
8156,0
10685,0
3735,1
8698,1
6390,0
10696,1
4016,0
1124,0
2275,0
6926,0
9581,0
7859,1
3429,1
10839,1
3682,1
9133,0
3053,0
2745,0
2447,0
4055,0
2064,0
8688,0
467,1
7844,1
8004,0
2417,0
279,1
10578,1
2521,0
4404,1
824,1
7212,0
4607,0
9045,1
1776,1
8321,0
5925,1
1372,0
4925,0
6073,0
8461,1
2035,0
3708,1
1857,0
9076,1
7626,0
7213,0
9563,1
984,0
3730,0
176,0
3173,1
2372,0
1015,0
4455,0
8852,0
6734,0
10494,1
2405,1
4969,0
7038,1
10766,0
10825,0
10079,0
3031,0
8650,1
3522,1
10408,0
1786,0
957,0
8842,0
6001,0
9524,0
295,0
10187,1
3240,0
2920,0
3408,0
10466,1
2316,1
9415,0
9799,1
5035,0
178,1
7873,1
8009,1
5304,0
6918,0
9208,0
8351,0
3525,0
7317,0
7310,0
4360,1
730,0
8701,0
10347,1
3999,0
5827,1
4637,0
11191,1
10988,0
2849,0
11156,0
10607,1
4364,1
7153,0
8884,0
6240,1
10221,1
2181,1
7947,1
8192,1
3331,0
2215,0
10992,0
6449,1
3188,0
10130,1
9340,1
5477,0
8365,1
1725,1
8155,0
11139,0
5913,1
1164,0
1389,0
6745,0
4674,0
8612,0
8352,1
9593,1
2563,0
2037,1
9453,0
9273,0
2050,1
8315,1
4987,1
3969,1
8707,0
8625,1
10305,0
1310,1
4727,0
3770,1
2567,0
1261,0
4896,1
6789,0
4556,1
3553,0
5780,1
8580,0
354,1
7811,0
2483,0
4023,0
8831,1
7831,0
3175,0
10030,0
1284,0
4372,1
1672,1
5195,0
3773,0
4944,0
8354,1
9261,1
8374,1
144,1
6389,1
1364,1
4697,0
6538,0
5328,0
10446,0
5461,0
4296,0
2112,0
9033,1
8687,1
7181,0
658,1
5335,0
10645,1
8440,0
142,1
11195,0
3442,0
10441,1
3823,1
2901,0
352,1
7966,1
163,0
9647,1
9118,0
9541,1
3025,0
2287,1
8725,0
4361,1
7431,0
683,0
7768,1
1868,1
5734,0
5238,0
1159,1
899,1
5161,0
6924,0
9825,1
10218,1
8117,1
5971,0
1437,0
8368,0
1166,1
2108,1
1160,0
877,1
7014,0
3364,0
7311,0
3350,1
10006,1
168,0
10613,1
4907,0
5457,1
10844,1
7552,1
6271,0
6985,1
6325,0
5787,0
4870,0
8645,0
5605,1
10943,1
3575,0
1130,1
7298,0
5936,1
5954,0
3704,0
7798,0
8647,1
9439,0
8581,1
6458,1
1754,0
4709,0
9157,1
2378,0
10882,1
1710,0
7169,0
5969,1
4338,0
4449,0
431,1
3128,1
9838,1
7663,1
5334,0
793,1
6678,1
11070,1
8058,0
6261,1
6600,0
373,1
2736,0
10267,1
1053,0
10596,0
3020,0
610,0
1314,0
7997,0
4321,0
9410,0
4305,1
2137,0
9503,1
4290,0
9480,0
4232,1
3475,1
7452,1
4280,0
1122,0
263,0
2575,0
697,0
4488,0
9550,1
8132,0
8348,0
6060,0
1143,0
3927,1
3636,0
5410,0
9154,1
2804,0
3105,0
2055,0
6676,0
3890,0
11077,1
4807,0
9235,1
10366,1
2954,0
8339,1
3513,0
10257,0
3351,0
4814,1
8931,1
3898,0
2123,0
5578,0
10382,0
3721,0
3650,0
11093,1
8375,1
2721,0
5982,0
3543,0
11202,1
6447,0
3266,0
8941,0
2361,0
9778,1
3867,0
9826,1
1491,1
3372,1
7444,1
10563,0
10254,1
9585,1
2220,0
5208,1
7510,1
2700,1
5788,1
9953,1
5984,1
4884,0
6549,0
2946,1
8428,1
8509,1
1029,0
8231,1
8189,0
2360,0
7297,1
8951,1
10846,0
4779,0
5009,0
9297,1
9663,0
6582,0
4755,1
11119,1
8858,1
8122,0
2590,0
8894,1
8067,1
8726,1
9380,0
3804,1
438,0
10976,0
9780,1
4088,1
7779,0
8700,0
8669,0
5590,0
2945,0
406,0
2025,0
4371,0
10897,1
1769,0
5696,0
9354,0
1306,0
10488,1
1796,1
10230,0
7445,0
3004,0
6107,0
4661,1
7890,1
5263,0
3063,0
2385,1
1529,1
7351,0
1540,1
10174,1
11032,0
6915,0
3320,1
1113,0
7755,0
6817,1
3946,0
4489,1
9438,0
5548,0
448,1
11030,0
6814,0
5149,0
8319,1
8520,0
6105,1
4728,1
7313,1
10819,1
8791,1
4238,1
7711,0
10186,1
9192,0
2898,0
3400,0
1602,1
1128,0
489,0
6605,1
7103,0
10306,1
9457,1
7228,0
5498,1
9768,0
342,1
3394,1
391,0
1307,1
5863,0
1209,0
967,0
4195,1
2272,0
4639,0
7951,0
2531,0
4018,1
3311,0
9942,0
3496,0
9590,0
2927,0
7726,1
242,1
7060,0
9469,1
4500,1
5786,1
6343,0
11038,0
8689,1
2648,1
10665,0
2241,0
2660,1
1571,1
5834,0
8309,0
9346,1
8086,0
6499,1
9334,1
8981,1
9484,0
10588,0
3228,0
8292,0
331,1
1905,1
10732,0
583,0
5090,0
55,1
7791,0
6498,0
10917,1
3751,0
591,0
10514,1
4586,1
6003,0
5324,1
5619,1
3882,0
8800,1
4462,1
187,0
11141,0
9812,0
7001,1
5322,0
8078,0
2702,1
9796,1
6588,0
7183,0
9920,1
2117,1
10320,0
1772,0
7047,0
6795,0
10838,1
4076,1
3426,1
4234,0
6065,0
4941,1
1770,0
8621,1
10922,1
8172,1
6279,0
11033,0
8747,1
7658,0
3474,1
8449,0
9487,1
534,0
3585,1
4798,0
3772,1
9528,0
7098,0
5972,1
4261,0
2963,0
1808,1
6388,0
9254,0
6406,1
2919,1
7025,1
3815,0
2202,1
5032,1
2653,0
4892,0
7392,1
5753,1
8136,1
8965,1
8907,1
2550,0
2958,1
3940,1
9586,0
1748,0
2770,0
2578,0
897,0
832,0
7854,1
6767,0
1335,0
185,1
726,0
9931,1
11196,0
8023,0
8593,1
5450,0
8551,1
8390,1
1200,1
5553,1
1216,0
8567,1
6483,1
5176,0
9863,0
950,0
3037,0
8702,1
2918,1
9147,1
6345,1
3169,1
7789,0
2926,1
3129,1
5418,0
2993,0
3887,0
2888,0
3560,0
10625,1
2214,0
9151,1
113,1
5538,0
156,1
1873,1
7342,1
8809,1
4098,0
2643,0
9231,0
1281,1
10845,0
7533,0
3727,1
794,0
5019,1
9267,0
6204,0
5838,0
7697,1
3431,0
10327,0
2549,1
3072,0
4309,0
2348,0
3197,0
555,0
4698,0
2753,0
5394,1
927,0
1397,1
3012,0
11098,0
2978,1
7418,1
10598,1
6098,1
2642,1
3688,0
390,0
8693,1
1461,1
1110,1
979,1
2944,0
766,0
1402,0
6127,0
8289,1
3995,0
4042,0
4095,0
341,0
2658,0
9583,1
9025,0
9626,1
4946,0
6323,0
9844,1
11029,1
6911,1
5909,0
5987,0
1328,0
5504,0
8734,1
1450,0
5198,0
5792,0
7677,1
9092,1
133,1
10684,1
1574,0
7852,1
7617,0
5680,0
4843,1
7302,1
6672,0
3971,1
3606,1
11019,1
608,0
7783,0
9238,1
10146,1
1220,0
5805,1
2558,0
3576,0
5928,1
7992,0
4720,0
9131,1
5704,0
4601,1
226,0
3633,0
10076,1
320,0
4673,0
11091,1
1524,0
3268,0
8307,1
6266,1
4708,1
9385,0
6883,1
3335,0
4337,0
1362,0
468,0
8482,1
1775,0
1501,1
10101,1
10304,0
9576,1
2995,0
9036,0
186,0
8110,1
5005,0
3733,0
8919,1
542,0
6169,1
3580,0
98,0
2537,0
5708,0
8784,0
6438,1
5241,0
2492,0
10534,1
11065,0
823,0
8513,0
7580,0
6929,0
2280,0
2097,1
3259,0
5784,0
8194,0
10963,1
2095,0
4873,0
7165,0
9372,0
703,0
661,0
10642,1
4821,0
709,1
8128,1
2722,0
7545,1
10468,0
1141,1
3604,0
651,1
3616,1
7593,1
9690,1
1155,0
3656,0
4563,1
9979,0
2069,0
8287,1
2059,1
2126,1
7833,1
664,1
3284,0
9065,1
384,1
4635,0
10748,0
6916,1
2661,0
8187,1
6623,0
1622,1
6619,1
5701,0
4026,0
4165,1
6310,0
3980,0
10345,1
10709,1
434,0
